sent_id,entity1,entity2,sent,processed_sent,label,sent_id.1,soft_match_score,soft_match
TRAIN_SENT_ID_272334,金正恩,金正日,该 媒体 转述 称 ， 司令部 安保 人员 接 金正恩 命令 ， 到 金敬姬 家接 她 参加 金正日 两周年 追悼 活动 。,媒体 转述 称  司令部 安保 人员 接 人物一 命令  金敬姬 家接 参加 人物二 两周年 追悼 活动,-1,,0.7281596401158501,-1
TRAIN_SENT_ID_259451,贾兰,李纨,李纨 的 “ 晚 韶华 ” 与 贾兰 的 “ 虚名 儿,人物二  晚 韶华  人物一  虚名,-1,,0.7998663439470179,-1
TRAIN_SENT_ID_281804,朱轩姬,李德嫔,八女 泰顺 公主 朱轩姬 ， 神宗 第八 女 ， 母 李德嫔 。,八女 泰顺 公主 人物一  神宗 第八 女  母 人物二,-1,,0.7579742852379294,-1
TRAIN_SENT_ID_283869,于海宁,范会香,虽然 范会香 已经 是 癌症 晚期 ， 但 于海宁 却 下定决心 ： 这辈子 一定 要 娶 她 为 妻 ！,人物二 已经 癌症 晚期  人物一 下定决心  这辈子 一定 娶 妻,1,,0.6588968424236074,0
TRAIN_SENT_ID_277834,郭芙蓉,吕青柠,永久 使用者 ： 郭芙蓉 （ 练 成 两层 ） 、 郭蔷薇 （ 堂妹 ） 、 郭巨侠 （ 练 成 九层 圆满 ） 、 莫小贝 （ 小 郭教 的 ） 、 吕青橙 （ 练 成 七层 ） 、 吕青柠,永久 使用者  人物一  练 成 两层   郭蔷薇  堂妹   郭巨侠  练 成 九层 圆满   莫小贝  郭教   吕青橙  练 成 七层   人物二,-1,,0.5216078316464143,0
TRAIN_SENT_ID_249413,后稷,姜嫄,后稷 是 古代 周族 的 始祖 ， 传说 有 邰氏 之 女 姜嫄 踏 巨人 脚迹 ， 怀孕 而生 ， 因 一度 被弃 ， 故又名 弃 。,人物一 古代 周族 始祖  传说 邰氏 女 人物二 踏 巨人 脚迹  怀孕 而生  一度 被弃  故又名 弃,-1,,0.7559683659497429,-1
TRAIN_SENT_ID_256396,李天一,李双江,李天一 年龄 造假 : 李双江 前往 医院 向 伤者 道歉 ( 2 张 ),人物一 年龄 造假  人物二 前往 医院 伤者 道歉   张,-1,,0.7035725888083962,-1
TRAIN_SENT_ID_259079,刘备,刘禅,雷杀 可以 响应 【 南蛮 入侵 】 ， 【 决斗 】 ， 也 可以 响应 刘备 或 刘禅 的 【 激将 】 等 。,雷杀 响应  南蛮 入侵    决斗   响应 人物一 人物二  激将,-1,,0.6748958272092482,0
TRAIN_SENT_ID_250307,秦始皇,胡亥,《 史记 · 秦始皇 本纪 》 附 汉明帝 曰 ： “ 始皇 既 殁 ， 胡亥 极愚 ， 郦山 未 毕 ， 复作 阿房 ， 以 遂 前策 。 ”,史记  人物一 本纪  附 汉明帝 曰   始皇 殁  人物二 极愚  郦山 未 毕  复作 阿房  遂 前策,-1,,0.628286783134236,0
TRAIN_SENT_ID_262176,诸葛尚,诸葛瞻,他 随 诸葛瞻 、 诸葛尚 、 张遵 、 黄崇 守 绵竹 战 邓艾 ， 曾 向 诸葛瞻 建议 分兵 出城 扼守 险要 隘口 ， 未 被 瞻 采纳 。,人物二  人物一  张遵  黄崇 守 绵竹 战 邓艾  人物二 建议 分兵 出城 扼守 险要 隘口  未 瞻 采纳,-1,,0.7388530058019301,-1
TRAIN_SENT_ID_286022,刘范,刘焉,刘瑁 ， 刘范 三弟 ， 别部 司马 ， 随父 刘焉 入 益州 ， 早逝 。,刘瑁  人物一 三弟  别部 司马  随父 人物二 入 益州  早逝,-1,,0.8201209425926208,-1
TRAIN_SENT_ID_269771,任我行,任盈盈,其后 ， 任我行 在 剿灭 五岳 剑 派 一役 中 ， 旧疾复发 ， 病故 ， 由 其 女 任盈盈 暂任 教主 。,其后  人物一 剿灭 五岳 剑 派 一役 中  旧疾复发  病故  女 人物二 暂任 教主,-1,,0.6847249374670141,0
TRAIN_SENT_ID_279371,杨健侯,杨露禅,杨健侯 觉得 无法忍受 了 ， 但 杨露禅 身上 的 东西 还 多着呢 ， 内功 外功 ， 暗器 弹弓 ， 杨健侯 是 痛不欲生 。,人物一 觉得 无法忍受  人物二 身上 东西 多着呢  内功 外功  暗器 弹弓  人物一 痛不欲生,-1,,0.5984332147766562,0
TRAIN_SENT_ID_263463,梅葆玖,梅兰芳,梅兰芳 、 俞振飞 、 梅葆玖 演 《 断桥 》 等 昆剧 时 ， 他司 笛 伴奏 。,人物二  俞振飞  人物一 演  断桥  昆剧 时  他司 笛 伴奏,-1,,0.6661828559987685,0
TRAIN_SENT_ID_264408,杨天佑,杨婵,注 ： 古代 神话 中 的 瑶姬 与 杨天佑 、 杨蛟 、 杨戬 、 杨婵 等 人 无关 ， 此 词条 所述 瑶姬 身份 及 事迹 为 电视剧 《 宝莲灯 前传 》 改编 。,注  古代 神话 中 瑶姬 人物一  杨蛟  杨戬  人物二 无关  词条 所述 瑶姬 身份 事迹 电视剧  宝莲灯 前传  改编,-1,,0.6657455542508294,0
TRAIN_SENT_ID_260846,贾珍,贾蓉,从 西洋 而来 的 玻璃 屏风 ， 在 当时 是 十分 稀罕 的 物品 ， 贾珍 只 所以 让 贾蓉 来 借 ， 是因为 宁府 没有 ， 荣府 可能 也 没有 。,西洋 而来 玻璃 屏风  当时 十分 稀罕 物品  人物一 人物二  是因为 宁府 没有  荣府 可能 没有,-1,,0.5849814730532029,0
TRAIN_SENT_ID_283043,公孙敬声,公孙贺,太仆 ： 灌夫 、 公孙贺 、 公孙敬声,太仆  灌夫  人物二  人物一,-1,,0.8104606418048634,-1
TRAIN_SENT_ID_255526,刘梅,夏雪,夏雨 决心 找 淘淘 报仇 ， 夏雪 将 此事 告诉 了 夏东海 ， 夏东海 和 刘梅 连夜 商量 解决办法 。,夏雨 决心 找 淘淘 报仇  人物二 此事 告诉 夏东海  夏东海 人物一 连夜 商量 解决办法,-1,,0.47764881989535163,0
TRAIN_SENT_ID_263509,梅葆玖,梅兰芳,1959 年 毕业分配 至 梅兰芳 京剧团 ， 与 梅葆玖 、 梅葆玥 、 李玉芙 等 合作 演出 。,年 毕业分配 人物二 京剧团  人物一  梅葆玥  李玉芙 合作 演出,-1,,0.7782537130748525,-1
TRAIN_SENT_ID_263486,梅葆玖,梅兰芳,还 得到 了 梅葆玖 授权 ， 把 《 梅兰芳 》 ( 看 专业 影评 ) 改编 成 了 漫画版 。,得到 人物一 授权   人物二   专业 影评  改编 成 漫画版,-1,,0.7438461815609652,-1
TRAIN_SENT_ID_286817,刘雨霖,刘震云,（ 2015 年 刘雨霖 执导 电影 ） : 《 一句 顶 一万句 》 是 由 刘雨霖 执导 ， 刘震云 编剧 的 剧情片 ， 毛孩 、 刘蓓 、 范伟 、 李倩 等 主演 。,年 人物一 执导 电影    一句 顶 一万句  人物一 执导  人物二 编剧 剧情片  毛孩  刘蓓  范伟  李倩 主演,-1,,0.6861765833461986,0
TRAIN_SENT_ID_258632,刘禅,刘备,共同 了解 、 深思 守业 失败 的 刘备 、 刘禅 等 人 的 失败 教训 。,共同 了解  深思 守业 失败 人物二  人物一 失败 教训,-1,,0.7024314817260293,-1
TRAIN_SENT_ID_266732,郭登峰,郭美美,2 、 按照 郭登峰 所说 在 郭美美 出生 前 自己 就 有 了 好几百万 。,人物一 所说 人物二 出生 前 好几百万,-1,,0.8413728258189033,-1
TRAIN_SENT_ID_263160,胡亥,秦始皇,"新七国 之乱 内容简介 : 秦始皇 用 了 10 年 的 时间 进行 的 战争 统一 华夏 , 却 在 胡亥 的 手中 断送 。",新七国 之乱 内容简介  人物二  年 时间 进行 战争 统一 华夏  人物一 手中 断送,-1,,0.7510701537132263,-1
TRAIN_SENT_ID_274604,薛丁山,薛仁贵,他 饰演 的 薛仁贵 、 薛丁山 、 狄青 、 海瑞 等 角色 ， 最为 出色 ， 令 观众 长期 传颂 不衰 。,饰演 人物二  人物一  狄青  海瑞 角色  最为 出色  令 观众 长期 传颂 不衰,-1,,0.6631918177885168,0
TRAIN_SENT_ID_254019,李湘,王诗龄,胖乎乎 的 王诗龄 相当 惹人爱 ， 不过 李湘 却 透露 小 公主 已经 瘦 了 ， “ 没 让 她 减肥 ， 她 开始 长高 抽条 了 ， 所以 瘦 了 。 ”,胖乎乎 人物二 相当 惹人爱  人物一 透露 公主 已经 瘦   没 减肥  长高 抽条  瘦,-1,,0.6418930684818941,0
TRAIN_SENT_ID_273875,江冬秀,胡适,订婚 后 ， 胡适 到 上海 读书 ， 留学 美国 ， 一去 十多年 ， 直到 1917 年 回家 结婚 ， 从未见过 江冬秀 一面 。,订婚  人物二 上海 读书  留学 美国  一去 十多年   年 回家 结婚  从未见过 人物一 一面,1,,0.7069729868103476,-1
TRAIN_SENT_ID_255126,胡斐,胡一刀,2007 年 ， 制片方 ： 大陆 ， 导演 ： 王晶 ， 主演 ： 聂远 饰 胡斐 ， 黄秋生 饰 胡一刀 ， 朱茵 饰 袁紫衣 ， 钟欣桐 饰 程灵素 ， 安以轩 饰 苗若兰,年  制片方  大陆  导演  王晶  主演  聂远 饰 人物一  黄秋生 饰 人物二  朱茵 饰 袁紫衣  钟欣桐 饰 程灵素  安以轩 饰 苗若兰,-1,,0.6025076764471391,0
TRAIN_SENT_ID_285637,高尧,刘春卉,高尧 、 刘春卉 大婚,人物一  人物二 大婚,1,,0.7981405279215644,-1
TRAIN_SENT_ID_267997,樊梨花,薛丁山,樊梨花 找到 了 薛仁贵 说 让 他 操办 自己 和 薛丁山 的 婚事 ， 薛仁贵 没有 办法 ， 还是 程咬金 替 薛仁贵 解了 围 。,人物一 找到 薛仁贵 说 操办 人物二 婚事  薛仁贵 没有 办法  程咬金 薛仁贵 解了 围,1,,0.6162239516482634,0
TRAIN_SENT_ID_276770,丁夫人,曹操,可 丁夫人 默不作声 ， 曹操 走 到 门前 问 ， 跟 我 回去 ， 行不行 ？,人物一 默不作声  人物二 走 门前 问  回去  行不行,1,,0.5747191548347473,0
TRAIN_SENT_ID_274704,龙啸云,林诗音,林诗音 青梅竹马 的 恋人 、 未婚夫 ， 因 不忍 龙啸云 的 相思 之苦 而 放,人物二 青梅竹马 恋人  未婚夫  不忍 人物一 相思 之苦 放,1,,0.6689615509089302,0
TRAIN_SENT_ID_284636,齐威,齐宣,没想到 ， 命运 又 偏偏 把 两人 撮 和 在 一起 ， 齐威 一声令下 ， 要 无艳进 齐家 ， 帮助 齐宣 保住 齐氏 集团 总经理 的 位置 。,没想到  命运 偏偏 两人 撮 一起  人物一 一声令下  无艳进 齐家  帮助 人物二 保住 齐氏 集团 总经理 位置,-1,,0.6593083486837499,0
TRAIN_SENT_ID_260888,贾珍,贾蓉,大色空 十二 贾氏 : ： 贾敬 、 贾赦 、 贾政 、 贾宝玉 、 贾琏 、 贾珍 、 贾环 、 贾蓉 、 贾兰 、 贾芸 、 贾蔷 、 贾芹 。,大色空 十二 贾氏   贾敬  贾赦  贾政  贾宝玉  贾琏  人物一  贾环  人物二  贾兰  贾芸  贾蔷  贾芹,-1,,0.5342766127165626,0
TRAIN_SENT_ID_268857,夏雪,刘梅,东海 为 了解 夏雪 反常 行为 ， “ 雇佣 ” 刘星 跟踪 夏雪 ， 而 刘梅 发现 刘星 行动诡秘 ， 则 “ 收买 ” 了 夏雨来 跟踪 刘星 。,东海 了解 人物一 反常 行为   雇佣  刘星 跟踪 人物一  人物二 发现 刘星 行动诡秘   收买  夏雨来 跟踪 刘星,-1,,0.4926579450859743,0
TRAIN_SENT_ID_264613,纪晓芙,杨不悔,人物 ： 杨不悔 、 纪晓芙,人物  人物二  人物一,-1,,0.6326657905298121,0
TRAIN_SENT_ID_264293,贾环,赵姨娘,按雨村 论气 的 图式 ， 赵姨娘 和 贾环 都 是 邪 派 人物 。,按雨村 论气 图式  人物二 人物一 邪 派 人物,-1,,0.6608687050202313,0
TRAIN_SENT_ID_262709,杨不悔,纪晓芙,连 纪晓芙 都 自觉 愧对 殷梨亭 ， 为 自己 的 行为 感到 抱歉 ， 杨不悔 作为 旁观者 ， 自然 对 殷梨亭 更 有 一种 特别 的 “ 欠 ” 意 。,人物二 自觉 愧对 殷梨亭  行为 感到 抱歉  人物一 旁观者  自然 殷梨亭 更 一种 特别  欠  意,-1,,0.5269449553068947,0
TRAIN_SENT_ID_260534,严嵩,严世蕃,世宗 得 疏 ， 以 严嵩 放纵 严世蕃 ， 负国恩 ， 令其 致仕 还乡 ， 而 下 严世蕃 于狱 。,世宗 疏  人物一 放纵 人物二  负国恩  令其 致仕 还乡  人物二 于狱,-1,,0.697312886574689,0
TRAIN_SENT_ID_250203,秦始皇,胡亥,赵高 ， 可能 是 赵国 贵族 后裔 ， 侍侯少 公子 胡亥 深得 秦始皇 赏识 。,赵高  可能 赵国 贵族 后裔  侍侯少 公子 人物二 深得 人物一 赏识,-1,,0.7056386022006764,-1
TRAIN_SENT_ID_278419,苗若兰,苗人凤,苗人凤 误会 胡斐 之后 为何 火气 特别 大 ， 是因为 他 的 那 一段 不堪回首 的 伤心事 ， 对 苗若兰 的 事 特别 敏感 。,人物二 误会 胡斐 之后 火气 特别  是因为 一段 不堪回首 伤心事  人物一 事 特别 敏感,-1,,0.6056250116404365,0
TRAIN_SENT_ID_270007,张耳,张敖,《 张耳 陈馀 列传 》 : 《 张耳 陈馀 列传 第二十九 》 ： 张敖 ， 高后 六年 薨 。,人物一 陈馀 列传    人物一 陈馀 列传 第二十九   人物二  高后 六年 薨,-1,,0.7292411187115837,-1
TRAIN_SENT_ID_273779,霍震霆,霍英东,由于 霍震宇 和 霍震霆 虽 是 霍英东 集团 的 董事 ， 但 两 人均 不 担任 具体 管理 职务 。,霍震宇 人物一 人物二 集团 董事  两 人均 担任 具体 管理 职务,-1,,0.8573314645711113,-1
TRAIN_SENT_ID_273026,黄月英,黄承彦,还有 一种 说法 是 ： 黄承彦 的 千金小姐 黄月英 并 不 丑陋 ， 而是 一个 非常 聪明 美丽 、 才华出众 的 姑娘 。,一种 说法  人物二 千金小姐 人物一 丑陋  一个 非常 聪明 美丽  才华出众 姑娘,-1,,0.5791301814948812,0
TRAIN_SENT_ID_251762,张洁,周立波,“ 张洁 ” 称 ， 复婚 后 的 周立波 一句 日语 都 不会 讲 ， 她 只好 一个 人到 外面 工作 ， “ 用 柔弱 的 肩膀 艰难 地 支撑 这个 家 。 ”,人物一  称  复婚 人物二 一句 日语 不会 讲  只好 一个 人到 外面 工作   柔弱 肩膀 艰难 支撑 家,1,,0.6001976272639107,0
TRAIN_SENT_ID_287131,慕容柔,慕容垂,慕容柔 家庭成员 : 生父 ： 慕容垂 。,人物一 家庭成员  生父  人物二,-1,,0.8245987744892345,-1
TRAIN_SENT_ID_272333,金正恩,金正日,崔永林 表示 ， 仓田街 建设者 修建 世界 一流 的 建筑物 ， 体现 了 金正日 和 金正恩 热爱祖国 、 关爱 人民 的 崇高 意志 。,崔永林 表示  仓田街 建设者 修建 世界 一流 建筑物  体现 人物二 人物一 热爱祖国  关爱 人民 崇高 意志,-1,,0.7186958011458902,-1
TRAIN_SENT_ID_276137,许仙,许仕林,许仕林 剧情 介绍 : 许仙 和 白素贞 开设 保和堂 药铺 ， 济世 活人 ， 并且 除去 了 地方 祸害 - 蜈蚣 精 。,人物二 剧情 介绍  人物一 白素贞 开设 保和堂 药铺  济世 活人  除去 地方 祸害  蜈蚣 精,-1,,0.788762922146741,-1
TRAIN_SENT_ID_261746,苗人凤,苗若兰,此时 苗人凤 击败 杜希孟 等 后 赶到 ， 约 胡斐 决斗 ， 胡将 杜希孟 所 归还 的 遗物 交给 苗若兰 ， 随 苗人凤 而 去 。,人物一 击败 杜希孟 赶到  约 胡斐 决斗  胡将 杜希孟 归还 遗物 交给 人物二  人物一,-1,,0.6723698482793921,0
TRAIN_SENT_ID_258717,刘禅,刘备,刘备 、 诸葛亮 、 刘禅,人物二  诸葛亮  人物一,-1,,0.6993191158070283,0
TRAIN_SENT_ID_263183,胡亥,秦始皇,十二 、 秦始皇 与 二世 胡亥 的 兴亡,十二  人物二 二世 人物一 兴亡,-1,,0.7398867782424478,-1
TRAIN_SENT_ID_261059,岳不群,岳灵珊,"他成 了 岳灵珊 的 哥哥 , 令狐冲 的 师兄 , 当然 也 就 成 了 岳不群 的 儿子 。",他成 人物二 哥哥  令狐冲 师兄  成 人物一 儿子,-1,,0.6664198342491598,0
