sent_id,entity1,entity2,sent,processed_sent,label,sent_id.1,soft_match_score,soft_match
TRAIN_SENT_ID_257514,柳生飘絮,柳生雪姬,妹妹 ： 柳生雪姬 、 柳生飘絮,妹妹  人物二  人物一,-1,,0.710846467812856,-1
TRAIN_SENT_ID_284526,易水寒,白非凡,儿子 ： 白非凡 、 易水寒,儿子  人物二  人物一,-1,,0.6124106560434613,0
TRAIN_SENT_ID_252518,颜回,孔子,殿内 供奉 孔子 五代 先人 的 牌位 及 配享 的 颜回 、 孔伋 、 曾 参 、 孟轲 四位 先哲 之父 的 牌位 。,殿内 供奉 人物二 五代 先人 牌位 配享 人物一  孔伋  参  孟轲 四位 先哲 之父 牌位,1,,0.7265404448622749,1
TRAIN_SENT_ID_276983,樊迟,孔子,"孔子 去世 后 , 樊迟 同 闵子 ( 名损 , 字子 骞 ) 和 宓子 ( 名 不齐 , 字子 贱 ) 来棠 地 ( 今 鱼台县 境内 ) 办学 , 传道 于 济水 一带 。",人物二 去世  人物一 闵子  名损  字子 骞  宓子  名 不齐  字子 贱  来棠  鱼台县 境内  办学  传道 济水 一带,1,,0.7296172479788462,1
TRAIN_SENT_ID_282104,白如海,李苦禅,（ 画家 ） : 白如海 ， 笔名 晓峰 ， 师从 李苦禅 大师 门生 申西岚 先生 。,画家   人物一  笔名 晓峰  师从 人物二 大师 门生 申西岚 先生,1,,0.6884263980956304,0
TRAIN_SENT_ID_271508,孟优,孟获,他 马上 叫 人 再次 放 了 孟获 、 孟优 及朵 思 大王 。,马上 再次 放 人物二  人物一 及朵 思 大王,-1,,0.7341893428847903,1
TRAIN_SENT_ID_265419,薛谭,秦青,《 列子 · 汤问 》 ： “ 薛谭 学 讴于 秦青 ， 未穷 青之技 ， 自谓 尽 之 ， 遂 辞 归 ， 秦青 弗止 ， 饯于 郊衢 ， 抚节 悲歌 ， 声振林木 ， 响遏行云 。,列子  汤问    人物一 学 讴于 人物二  未穷 青之技  自谓  遂 辞  人物二 弗止  饯于 郊衢  抚节 悲歌  声振林木  响遏行云,1,,0.6258429672036853,0
TRAIN_SENT_ID_250666,鲁西西,皮皮鲁,皮皮鲁 、 鲁西西 、 罗克 、 舒克和贝塔 已 在 国家工商局 注册 ， 成为 受 法律 保护 的 注册商标 。,人物二  人物一  罗克  舒克和贝塔 国家工商局 注册  成为 受 法律 保护 注册商标,-1,,0.6548373032183874,0
TRAIN_SENT_ID_261631,宋小宝,赵本山,大量 网友 反映 ， 此 小品 十分 搞笑 ， 宋小宝 在 小品 中 极其 出彩 （ 先后 两次 将 赵本山 逗笑 ） 。,大量 网友 反映  小品 十分 搞笑  人物一 小品 中 极其 出彩  先后 两次 人物二 逗笑,1,,0.640115852866854,0
TRAIN_SENT_ID_263373,武修文,武敦儒,杨过 ： 仅限于 与 对付 李莫愁 时 江湖 五绝 亲友 : 徒孙 ： 傻姑 （ 亲传 ） 武敦儒 、 武修文 、 陆冠英 、 郭 芙 、 郭襄 、 郭破虏 、 东邪 药师 派 门人,杨过  仅限于 对付 李莫愁 时 江湖 五绝 亲友  徒孙  傻姑  亲传  人物二  人物一  陆冠英  郭 芙  郭襄  郭破虏  东邪 药师 派 门人,-1,,0.6067143820580982,0
TRAIN_SENT_ID_271293,吕祖俭,吕祖谦,至 端平 年间 （ 1234 - 1236 ） ， 吕氏 门人 又 将丽泽 书院 内 的 吕祖谦 祀 室 改建 为 “ 吕成 公祠 ” ， 主祀 成公 吕祖谦 ， 配祀 忠公 吕祖俭 。,端平 年间       吕氏 门人 将丽泽 书院 人物二 祀 室 改建  吕成 公祠   主祀 成公 人物二  配祀 忠公 人物一,-1,,0.7233197251955669,-1
TRAIN_SENT_ID_259689,游颖,游娴,事件 中 ， 游颖 看出 游娴 对 继乐 原来 是 那么 着 紧 ， 这 不是 爱是 甚么 。,事件 中  人物一 看出 人物二 继乐 原来 紧  爱是,-1,,0.6722396853424254,0
TRAIN_SENT_ID_253150,颜回,孔子,颜回 死 ， 颜路 贫 ， 请 孔子 车以 葬 。,人物一 死  颜路 贫  请 人物二 车以 葬,1,,0.6998588982082549,0
TRAIN_SENT_ID_252703,颜回,孔子,颜回 死 了 ， 颜路 贫穷 ， 请求 孔子 把 车子 卖掉 安葬 颜回 。,人物一 死  颜路 贫穷  请求 人物二 车子 卖掉 安葬 人物一,1,,0.7002952709084466,1
TRAIN_SENT_ID_257481,姜昆,马季,中央电视台 春节 联欢晚会 历届 主持人 : 1983 年 ： 马季 姜昆 王景愚 刘晓庆,中央电视台 春节 联欢晚会 历届 主持人   年  人物二 人物一 王景愚 刘晓庆,1,,0.6103470226128896,0
TRAIN_SENT_ID_265106,杨志刚,郭靖宇,2012 年 《 打狗棍 》 （ 编剧 / 导演 ： 郭靖宇 主演 ： 巍子 、 高明 、 王奎荣 、 岳丽娜 、 杨志刚 、 黑子 、 于毅 、 杨昆 、 于越 、 刘之冰 ）,年  打狗棍   编剧  导演  人物二 主演  巍子  高明  王奎荣  岳丽娜  人物一  黑子  于毅  杨昆  于越  刘之冰,-1,,0.6520941527116866,0
TRAIN_SENT_ID_249264,皮皮鲁,鲁西西,皮皮鲁 分身 记 鲁西西 和 豆芽 兵,人物一 分身 记 人物二 豆芽 兵,-1,,0.7577537894248962,-1
TRAIN_SENT_ID_277583,上官兰心,上官梅儿,几日 后 姚芊芊 终 被选为 正妃 ， 内心 十分 痛苦 挣扎 ， 上官兰心 、 上官梅儿 、 金碧瑶 当上 侧妃 ， 大家 各怀 想法 。,几日 姚芊芊 终 被选为 正妃  内心 十分 痛苦 挣扎  人物一  人物二  金碧瑶 当上 侧妃  各怀 想法,-1,,0.6601094021683648,0
TRAIN_SENT_ID_266184,李昌镐,曹薰铉,曹薰铉 执白 4 目半胜 李昌镐,人物二 执白  目半胜 人物一,1,,0.7716077446937561,-1
TRAIN_SENT_ID_259405,凌音,凌波,龙幽 在 临走前 ， 告诉 凌音 ， 他们 在 蜀山 禁洞 中 遇到 了 凌波 的 鬼魂 ， 她 很 惦记 她 的 妹妹 。,龙幽 临走前  告诉 人物一  蜀山 禁洞 中 遇到 人物二 鬼魂  惦记 妹妹,-1,,0.6483559565884727,0
TRAIN_SENT_ID_269556,步鹰,燕双鹰,另外 ， 在 电视剧 《 英雄 》 中 ， 燕双鹰 的 师傅 步鹰 也 使用 这 把 刀 。,电视剧  英雄  中  人物二 师傅 人物一 使用 刀,1,,0.6889775750182924,0
TRAIN_SENT_ID_250075,武敦儒,武修文,对 武修文 、 武敦儒 ： 师 兄妹 ， 少年 时 青梅竹马 ， 亦 有 亲友 之情 ， 后来 转化 为 普通 亲戚,人物二  人物一  师 兄妹  少年 时 青梅竹马  亲友 之情  后来 转化 普通 亲戚,-1,,0.6311508516470591,0
TRAIN_SENT_ID_251838,梅超风,黄药师,幸得 梅超风 舍身 护师 ， 替 黄药师 接 了 西毒 全力 一击 的 蛤蟆功 。,幸得 人物一 舍身 护师  人物二 接 西毒 全力 一击 蛤蟆功,1,,0.7329593144711994,1
TRAIN_SENT_ID_269557,步鹰,燕双鹰,燕双鹰 万分 悲痛 之下 ， 手刃 了 步鹰 这个 败类 。,人物二 万分 悲痛 之下  手刃 人物一 败类,1,,0.7133839073635283,1
TRAIN_SENT_ID_282739,周信,吕岳,周信 ， 九龙 岛 声名 山 炼气 士 ， 吕岳 之徒 。,人物一  九龙 岛 声名 山 炼气 士  人物二 之徒,1,,0.7484528890677861,1
TRAIN_SENT_ID_281578,蔡绿峰,蔡惠媚,蔡惠媚 的 兄长 蔡绿峰 是 红豆 食府 餐厅 的 老板 ， 两位 侄女 蔡依伦 、 蔡依珊 分别 嫁给 伦华 集团 总裁 林靖 伦 、 连战 大儿子 连胜文 。,人物二 兄长 人物一 红豆 食府 餐厅 老板  两位 侄女 蔡依伦  蔡依珊 嫁给 伦华 集团 总裁 林靖 伦  连战 大儿子 连胜文,-1,,0.7051000722817012,1
TRAIN_SENT_ID_272355,文殊广法天尊,金吒,李靖 答 曰 ： “ 不才 有 三子 ： 长 曰 金吒 ， 拜 五龙山 云霄 洞 文殊广法天尊 为师 ； 次 曰 木吒 ， 拜 九宫山 白鹤 洞 普贤 真人 为师 。,李靖 答 曰   不才 三子  长 曰 人物二  拜 五龙山 云霄 洞 人物一 为师  次 曰 木吒  拜 九宫山 白鹤 洞 普贤 真人 为师,1,,0.7020130435625712,-1
TRAIN_SENT_ID_250636,鲁西西,皮皮鲁,其 笔下 的 皮皮鲁 、 鲁西西 、 舍克 、 贝塔 和 罗克 影响 了 中国 几代人 的 成长 。,笔下 人物二  人物一  舍克  贝塔 罗克 影响 中国 几代人 成长,-1,,0.645792380684898,0
TRAIN_SENT_ID_275834,陆无双,李莫愁,杨过 等 人 来到 谷中后 ， 见到 被 程英 和 陆无双 与 李莫愁 正在 动手 ， 杨过 为 救 她们 又 中情 花毒 。,杨过 来到 谷中后  见到 程英 人物一 人物二 正在 动手  杨过 救 中情 花毒,1,,0.632458046788261,0
TRAIN_SENT_ID_252745,颜回,孔子,孔子 为什么 不 选择 颜回,人物二 选择 人物一,1,,0.7125065008799235,-1
TRAIN_SENT_ID_277642,方天翼,顾婷,在 俞梅 牺牲 的 第二天 ， 方天翼 单枪匹马 闯进 南京城 ， 以 搏命 的 方式 杀 了 松下 健 ， 报 了 杀 妻之仇 ， 并 与 顾婷 加入 共产党 。,俞梅 牺牲 第二天  人物一 单枪匹马 闯进 南京城  搏命 方式 杀 松下 健  报 杀 妻之仇  人物二 加入 共产党,-1,,0.6927056497051602,0
TRAIN_SENT_ID_271507,孟优,孟获,却说 孟获 与 祝融 夫人 并 孟优 、 带来 洞主 、 一切 宗党 在 别 帐 饮酒 。,却说 人物二 祝融 夫人 人物一  带来 洞主  宗党 帐 饮酒,-1,,0.7187748111429668,1
TRAIN_SENT_ID_266179,李昌镐,曹薰铉,曹薰铉 胜 山下敬吾 、 李昌镐 胜 罗洗河 、 刘昌赫 胜 周鹤洋 、 李世石 胜睦镇 硕 ， 这是 世界大赛 史上 第一次 四强 被 一国 棋手 包揽 。,人物二 胜 山下敬吾  人物一 胜 罗洗河  刘昌赫 胜 周鹤洋  李世石 胜睦镇 硕  这是 世界大赛 史上 第一次 四强 一国 棋手 包揽,1,,0.6590276516619182,0
TRAIN_SENT_ID_255392,罗成,秦琼,罗艺 因 战功卓著 成为 隋朝 大将 ， 并 另 娶 秦夫人 （ 秦琼 的 姑母 ） 生子 罗成 。,罗艺 战功卓著 成为 隋朝 大将  娶 秦夫人  人物二 姑母  生子 人物一,-1,,0.7061314185460409,-1
TRAIN_SENT_ID_259929,周志文,周志康,1 介绍 : 《 日月 》 — 周志文 周志康,介绍   日月   人物一 人物二,-1,,0.7334021210670472,-1
TRAIN_SENT_ID_284900,陆启铿,华罗庚,此外 ， 万哲元 、 陆启铿 、 王元 、 潘承洞 、 段学复 等 人 也 是 在 华罗庚 的 悉心 培育 下 成长 起来 的 。,万哲元  人物一  王元  潘承洞  段学复 人物二 悉心 培育 成长 起来,1,,0.7537521166460854,1
TRAIN_SENT_ID_254263,张顺,张横,水军 头领 张横 立功 心切 ， 不顾 张顺 劝阻 ， 率 二三百 人去 劫 关胜 营寨 ， 结果 被 关胜 部下 探知 。,水军 头领 人物二 立功 心切  不顾 人物一 劝阻  率 二三百 人去 劫 关胜 营寨  关胜 部下 探知,-1,,0.6798357211408161,0
TRAIN_SENT_ID_258120,孙少安,孙兰香,孙玉厚 在 路遥 的 《 平凡 的 世界 》 里 是 一个 伟大 的 父亲 ， 有 孙少安 、 孙少平 、 孙 兰花 和 孙兰香 四个 优秀 的 子女 。,孙玉厚 路遥  平凡 世界  里 一个 伟大 父亲  人物一  孙少平  孙 兰花 人物二 四个 优秀 子女,-1,,0.6801881123156774,0
TRAIN_SENT_ID_267444,唐继虞,唐继尧,1912 年 （ 民国 元年 ） ， 其兄 唐继尧 任 贵州 都督 ， 唐继虞 任 贵州 军警 局局长 （ 翌年 ， 任 警察厅 厅长 ） 。,年  民国 元年   其兄 人物二 贵州 都督  人物一 贵州 军警 局局长  翌年  警察厅 厅长,-1,,0.7128826896349589,-1
TRAIN_SENT_ID_286092,陆大有,岳不群,顶撞 岳不群 ， 点 瘸 林平之 ， 教训 小 师妹 ， 吓唬 陆大有 ， 等等等等 。,顶撞 人物二  点 瘸 林平之  教训 师妹  吓唬 人物一  等等等等,1,,0.7214804348491487,1
TRAIN_SENT_ID_260740,薛丁山,薛金莲,太子 李治 命 薛丁山 挂 二路 元帅 ， 程咬金 监军 ， 薛金莲 押 粮 ， 前往 救驾 。,太子 李治 命 人物一 挂 二路 元帅  程咬金 监军  人物二 押 粮  前往 救驾,-1,,0.699199975956054,0
TRAIN_SENT_ID_268464,单联全,冯一非,随后 ， 冯一非 与 单联全 推出 的 《 我 的 老爹 》 ， 同样 社会 反响强烈 ， 赞誉声 不绝于耳 。,人物二 人物一 推出  老爹   同样 社会 反响强烈  赞誉声 不绝于耳,1,,0.7609745022796449,1
TRAIN_SENT_ID_269114,唐鉴军,赵本山,《 意外 收获 》 是 由 赵本山 的 爱徒 王小利 和 唐鉴军 、 赵海燕 及 田娃 等 表演 的 小品 。,意外 收获  人物二 爱徒 王小利 人物一  赵海燕 田娃 表演 小品,1,,0.6370774947461628,0
TRAIN_SENT_ID_283592,周晓方,孙钟秀,2.13 金志 权 ， 周晓方 ， 孙钟秀 ， “ 多项 选择 和 分布式 排序 ” ， 计算机 学报 ， 1989.4 ， PP241 - 248,金志 权  人物一  人物二   多项 选择 分布式 排序   计算机 学报,1,,0.708773958683014,-1
TRAIN_SENT_ID_249245,皮皮鲁,鲁西西,正在 拍摄 《 皮皮鲁 和 鲁西西 》 饰演 ： 皮皮鲁,正在 拍摄  人物一 人物二  饰演  人物一,-1,,0.6851549035026914,0
TRAIN_SENT_ID_265497,薛蝌,薛蟠,薛蟠 、 薛蝌 一段 石火光阴 ， 悲喜 不了 ， 风露 草霜 ， 富贵 嗜欲 ， 贪婪 不了 。,人物二  人物一 一段 石火光阴  悲喜 不了  风露 草霜  富贵 嗜欲  贪婪 不了,-1,,0.6504693173226856,0
TRAIN_SENT_ID_257503,姜昆,马季,相声 ： 李金斗 、 陈涌泉 、 冯巩 、 牛群 、 姜昆 、 唐杰忠 、 笑林 、 李国盛 、 刘伟 、 马季 （ 已故 ） 、 师胜杰 。,相声  李金斗  陈涌泉  冯巩  牛群  人物一  唐杰忠  笑林  李国盛  刘伟  人物二  已故   师胜杰,1,,0.6164740380786714,0
TRAIN_SENT_ID_250579,鲁西西,皮皮鲁,他 笔下 的 皮皮鲁 、 鲁西西 、 舒克 、 贝塔 和 罗克 已 成为 注册商标 。,笔下 人物二  人物一  舒克  贝塔 罗克 成为 注册商标,-1,,0.6584165891011556,0
TRAIN_SENT_ID_252713,颜回,孔子,◎ 颜回 将 西游 ， 问于 孔子 曰 ： 「 何以 为身 ？,◎ 人物一 西游  问于 人物二 曰   为身,1,,0.7340242385864257,-1
TRAIN_SENT_ID_273616,宇文炎,宇文士,与此同时 ， 宇文 锦辰 的 三个 儿子 ： 宇文 任 、 宇文炎 、 宇文士 也 具备 了 独立 比赛 的 能力 。,宇文 锦辰 三个 儿子  宇文  人物一  人物二 具备 独立 比赛 能力,-1,,0.7018841107686361,-1
TRAIN_SENT_ID_286453,李廷先,吴宓,在 西南联大 时 ， 李廷先 曾 得到 吴宓 的 悉心 指点,西南联大 时  人物一 得到 人物二 悉心 指点,1,,0.5842933009068171,0
TRAIN_SENT_ID_250427,赵飞燕,赵合德,然而 ， 赵氏 姐妹 （ 赵飞燕 、 赵合德 ） 的 入宫 ， 改变 了 整个 后宫 的 局面 。,赵氏 姐妹  人物一  人物二  入宫  改变 整个 后宫 局面,-1,,0.7317924471128554,1
TRAIN_SENT_ID_270575,全真七子,王重阳,它 是 为了 纪念 道教 全真 派 的 创始人 王喆 即 《 射雕 英雄传 》 中 全真七子 的 师傅 — — 王重阳 而 修建 的 。,纪念 道教 全真 派 创始人 王喆  射雕 英雄传  中 人物一 师傅   人物二 修建,1,,0.7277636982145763,1
TRAIN_SENT_ID_253912,赵合德,赵飞燕,《 飞燕 外传 》 其实 不能 称作 书 ， 它 只有 廖 廖 数千 字 ， 以 性行为 中心 ， 叙说 赵飞燕 、 赵合德 姊妹 与 汉成帝 之间 的 恩怨 纠葛 。,飞燕 外传  其实 不能 称作 书  廖 廖 数千 字  性行为 中心  叙说 人物二  人物一 姊妹 汉成帝 之间 恩怨 纠葛,-1,,0.7624330009732928,1
TRAIN_SENT_ID_253874,赵合德,赵飞燕,- 前 7 ） 即 赵合德 ， 赵飞燕 妹 。,前   人物一  人物二 妹,-1,,0.733027720451355,-1
TRAIN_SENT_ID_250718,鲁西西,皮皮鲁,皮皮鲁 、 鲁西西 、 大灰狼 罗克 、 舒克和贝塔 是 他 笔下 的 文学 形象 ， 有 “ 童话 大王 ” 之称 。,人物二  人物一  大灰狼 罗克  舒克和贝塔 笔下 文学 形象   童话 大王  之称,-1,,0.6710883151917231,0
TRAIN_SENT_ID_267576,吴魏,吴狄,当然 对于 伍媚 来说 ， 她 也 在 吴魏 与 吴狄 之间 摇摆 。,伍媚  人物一 人物二 之间 摇摆,-1,,0.7016841650009156,-1
TRAIN_SENT_ID_257467,姜昆,马季,其实 冯巩 与 姜昆 、 刘伟 等 人 是 一辈 ， 他们 的 祖师爷 是 马三立 ， 而 师爷 则 是 侯宝林 ， 马季 只能 算是 他们 的 师父 。,其实 冯巩 人物一  刘伟 一辈  祖师爷 马三立  师爷 侯宝林  人物二 只能 算是 师父,1,,0.71501462942078,1
TRAIN_SENT_ID_268907,司徒静,司徒剑南,司徒剑南 和 文蔷 被 抓 回宫 ， 司徒 家 心急如焚 ， 陈林 向 司徒静 解释 朱允 暗中 已有 安排 ， 司徒静 心存 感激 。,人物二 文蔷 抓 回宫  司徒 家 心急如焚  陈林 人物一 解释 朱允 暗中 已有 安排  人物一 心存 感激,-1,,0.6802774469057719,0
TRAIN_SENT_ID_250570,鲁西西,皮皮鲁,鲁西西 人物 来源 : 在 结束 了 新年 的 迎来送往 之后 ， 郑渊洁 决定 在 山西 的 家里 创造 一个 中国式 的 童话 人物 ： 皮皮鲁 。,人物一 人物 来源  结束 新年 迎来送往 之后  郑渊洁 决定 山西 家里 创造 一个 中国式 童话 人物  人物二,-1,,0.6545843510400682,0
TRAIN_SENT_ID_271516,孟优,孟获,孟获 派弟 孟优 赴汉军 处假 投降 ， 欲 内应 外合 ， 诸葛亮 将计就计 ， 埋伏 擒获 孟获 和 诸洞 酋长 ， 马忠 亦 于 此战 立下 战功 。,人物二 派弟 人物一 赴汉军 处假 投降  欲 内应 外合  诸葛亮 将计就计  埋伏 擒获 人物二 诸洞 酋长  马忠 此战 立下 战功,-1,,0.7317199934096563,1
TRAIN_SENT_ID_251900,曹薰铉,李昌镐,《 曹薰铉 和 李昌镐 围棋 教室 》 由 人民 体育 出版社 于 2001 - 1 - 1 出版 ， 作者 是 韩,人物一 人物二 围棋 教室  人民 体育 出版社      出版  作者 韩,1,,0.6653589790775662,0
TRAIN_SENT_ID_264215,陈真,霍元甲,35 岁 的 唐宇 则 对 一系列 香港 武侠 电视剧 印象 深刻 ： “ 什么 《 霍元甲 》 、 《 霍东阁 》 、 《 陈真 传 》 、 《 再 向 虎山行 》 ， 看 得 特别 过瘾 。,岁 唐宇 一系列 香港 武侠 电视剧 印象 深刻    人物二    霍东阁    人物一 传    虎山行   特别 过瘾,1,,0.6938628298895699,0
TRAIN_SENT_ID_255277,卫夫人,王羲之,因 流传 很广 ， 此姑存 其旧 ， 仍列 卫夫人 后 ， 参见 王羲之 《 题 卫夫人 （ 笔阵 图 ） 后 》 。,流传 很广  此姑存 其旧  仍列 人物一  参见 人物二  题 人物一  笔阵 图,1,,0.7468788027763367,-1
TRAIN_SENT_ID_252517,颜回,孔子,颜回 身居 陋巷 ， 不改其乐 ， 孔子 是 “ 饭 疏食 饮水 ， 曲肱而枕 之 ， 乐 亦 在 其中 矣 。 ”,人物一 身居 陋巷  不改其乐  人物二  饭 疏食 饮水  曲肱而枕  乐,1,,0.7317090048676446,1
TRAIN_SENT_ID_251545,楚碧痕,楚寒镜,迷宫 搜索 关键词 ： 三寒器 、 炎帝 神农 、 梭罗树 、 梭罗 果 、 楚碧痕 、 楚寒镜 、 月 幽之境 、 熔岩 兽王 、 炙炎石,迷宫 搜索 关键词  三寒器  炎帝 神农  梭罗树  梭罗 果  人物一  人物二  月 幽之境  熔岩 兽王  炙炎石,-1,,0.7263602429912204,1
TRAIN_SENT_ID_252710,颜回,孔子,孔子 与 颜回 的 这段 谈话 完全 出自 假托 。,人物二 人物一 这段 谈话 完全 出自 假托,1,,0.7784021936711811,1
TRAIN_SENT_ID_268945,韩非,荀子,003 . 先秦 百家 《 道德经 》 《 庄子 》 《 墨子 》 《 荀子 》 《 鬼谷子 》 《 孙子兵法 》 《 韩非 子 》,先秦 百家  道德经   庄子   墨子   人物二   鬼谷子   孙子兵法   人物一 子,1,,0.7897151192029317,-1
TRAIN_SENT_ID_262248,尤二姐,尤三姐,尤老娘 简介 : 尤老娘 是 曹雪芹 小说 《 红楼梦 》 中 的 人物 — — 尤二姐 、 尤三姐 的 娘 。,尤老娘 简介  尤老娘 曹雪芹 小说  红楼梦  中 人物   人物一  人物二 娘,-1,,0.6820477573644548,0
TRAIN_SENT_ID_252821,颜回,孔子,颜回 走 了 ， 孔子 看着 颜回 的 背影 ， 心花怒放 地想 弹奏 一曲 。,人物一 走  人物二 看着 人物一 背影  心花怒放 地想 弹奏 一曲,1,,0.7393583087694078,1
TRAIN_SENT_ID_266157,李昌镐,曹薰铉,韩国队 李昌镐 领衔 ， 曹薰铉 、 刘昌赫 、 睦镇硕 、 崔圭丙 、 洪钟贤 、 郑寿铉 参赛 。,韩国队 人物一 领衔  人物二  刘昌赫  睦镇硕  崔圭丙  洪钟贤  郑寿铉 参赛,1,,0.7518032122225988,1
TRAIN_SENT_ID_249259,皮皮鲁,鲁西西,《 皮皮鲁 和 鲁西西 新 奇遇记 ： 写给 爸爸妈妈 看 的 童话 》 是 1985 年 浙江 少年儿童出版社 出版 的 图书 ， 作者 是 郑渊洁 。,人物一 人物二 新 奇遇记  写给 爸爸妈妈 童话   年 浙江 少年儿童出版社 出版 图书  作者 郑渊洁,-1,,0.6529158126740229,0
TRAIN_SENT_ID_274357,和政公主,宁国公主,和政公主 亲自 煮饭 ， 端 给 宁国公主 吃 ， 宁国公主 渐渐 恢复 了 体力 ， 如果 不是 和政公主 照料 ， 宁国公主 恐怕 早就 死 了 。,人物一 亲自 煮饭  端 人物二 吃  人物二 渐渐 恢复 体力  人物一 照料  人物二 恐怕 早就 死,-1,,0.7145321908451262,1
TRAIN_SENT_ID_250346,赵飞燕,赵合德,这 对 姐妹花 的 惊人 性感 是 她们 的 制胜 法宝 ， 其艳名 远播 总让 人 联想 到 中国 历史 上 著名 的 美女 赵飞燕 、 赵合德 姐妹 或是 大乔小乔 。,姐妹花 惊人 性感 制胜 法宝  其艳名 远播 总让 联想 中国 历史 著名 美女 人物一  人物二 姐妹 大乔小乔,-1,,0.7117048317477817,1
TRAIN_SENT_ID_261560,南宫敬叔,孟懿子,34 岁 ： 公元前 518 年 （ 鲁昭公 二十四年 ） 孟懿子 和 南宫敬叔 学礼于 孔子 。,岁  公元前  年  鲁昭公 二十四年  人物二 人物一 学礼于 孔子,-1,,0.7109489480654398,-1
TRAIN_SENT_ID_275795,郑益龙,郑锦城,在 梁伟发 身后 是 一众 武警官兵 ， 其中 就 有 郑益龙 的 弟弟 郑锦城 。,梁伟发 身后 一众 武警官兵  人物一 弟弟 人物二,-1,,0.7916232148806254,-1
TRAIN_SENT_ID_259799,李偲菘,李伟菘,71 . 洗脸 — — 作曲 : 李偲菘 、 李伟菘 填词 : 施立 、 陈泽杉,洗脸   作曲  人物一  人物二 填词  施立  陈泽杉,-1,,0.7127157330513001,-1
