sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_276118,黄立成,黄立行,作词 : 黄素兰 / 黄立成 / 黄立行,作词  黄素兰  人物一  人物二,1
TRAIN_SENT_ID_263542,林逸,杨明,林逸 的 师娘 之一 ， 杨明 的 妻子 之一 。,人物一 师娘  人物二 妻子,-1
TRAIN_SENT_ID_275823,程万牛,程铁牛,程铁牛 、 程万牛 出场 ， 哥俩 个费 了 半天 劲 才 把 红幔 幔 的 弓拉个 半满 。,人物二  人物一 出场  哥俩 个费 半天 劲 红幔 幔 弓拉个 半满,1
TRAIN_SENT_ID_263021,钱婆婆,汤婆婆,然后 要千寻 交出 白龙 ， 因为 白龙奉 汤婆婆 的 命令 ， 偷取 了 钱婆婆 的 魔女 和约 印章 。,要千寻 交出 白龙  白龙奉 人物二 命令  偷取 人物一 魔女 和约 印章,1
TRAIN_SENT_ID_250615,鲁西西,皮皮鲁,皮皮鲁 、 鲁西西 、 大灰狼 罗克 、 舒克和贝塔 是 他 笔下 文学 形象 。,人物二  人物一  大灰狼 罗克  舒克和贝塔 笔下 文学 形象,1
TRAIN_SENT_ID_255473,罗成,秦琼,在 李世民 的 统帅 下 ， 徐茂 公 、 秦琼 、 尉迟恭 、 程咬金 、 罗成 等 率兵 扫平 了 十八 路 反王 。,李世民 统帅  徐茂 公  人物二  尉迟恭  程咬金  人物一 率兵 扫平 十八 路 反王,1
TRAIN_SENT_ID_268908,司徒静,司徒剑南,静修 带 人 帮助 司徒静 ， 司徒剑南 也 来 助阵 ， 白云飞 也 赶来 帮忙 。,静修 带 帮助 人物一  人物二 助阵  白云飞 赶来 帮忙,1
TRAIN_SENT_ID_252446,颜回,孔子,颜回 至 匡 ， 见到 了 被 围困 的 孔子 等 人 。,人物一 匡  见到 围困 人物二,-1
TRAIN_SENT_ID_257431,姜昆,马季,先后 与 刘宝瑞 、 马季 、 郝爱民 、 姜昆 等 名家 搭档 。,先后 刘宝瑞  人物二  郝爱民  人物一 名家 搭档,-1
TRAIN_SENT_ID_257577,毛泽民,毛泽东,毛泽东 三 兄弟 内容 : 红色 政府 的 “ 大管家 ” 毛泽民 ； 骁勇 机智 、 临危 显 大义 的 毛泽覃 。,人物二 三 兄弟 内容  红色 政府  大管家  人物一  骁勇 机智  临危 显 大义 毛泽覃,1
TRAIN_SENT_ID_272355,文殊广法天尊,金吒,李靖 答 曰 ： “ 不才 有 三子 ： 长 曰 金吒 ， 拜 五龙山 云霄 洞 文殊广法天尊 为师 ； 次 曰 木吒 ， 拜 九宫山 白鹤 洞 普贤 真人 为师 。,李靖 答 曰   不才 三子  长 曰 人物二  拜 五龙山 云霄 洞 人物一 为师  次 曰 木吒  拜 九宫山 白鹤 洞 普贤 真人 为师,-1
TRAIN_SENT_ID_249273,皮皮鲁,鲁西西,皮皮鲁 和 鲁西西 幕后 制作 : 花絮 ( 4 张 ),人物一 人物二 幕后 制作  花絮   张,1
TRAIN_SENT_ID_271259,马季,侯宝林,也 就是 那个 时候 初步 知道 了 侯宝林 、 马季 、 姜昆 等等 相声 演员 。,初步 知道 人物二  人物一  姜昆 相声 演员,-1
TRAIN_SENT_ID_268460,单联全,冯一非,编剧 ： 冯一非 、 单联全,编剧  人物二  人物一,-1
TRAIN_SENT_ID_269409,刘伟,马季,1 相声 《 老少 乐 》 : 表演 ： 马季 、 刘伟,相声  老少 乐   表演  人物二  人物一,-1
TRAIN_SENT_ID_256835,仲由,孔子,惟 曾 、 孟 与 孔子 告 仲由 之强 ， 略为 可久 可常 。,惟  孟 人物二 告 人物一 之强  略为 可久 可常,-1
TRAIN_SENT_ID_269102,唐鉴军,赵本山,后来 ， 唐鉴军 向 赵本山 的 助理 阿豪 推荐 了 他 ， 经过 一场 “ 面试 ” 演出 ， 很快 就 决定 收下 潘大勇 。,后来  人物一 人物二 助理 阿豪 推荐  一场  面试  演出  很快 决定 收下 潘大勇,-1
TRAIN_SENT_ID_264935,贾元春,贾宝玉,第九十七回 贾宝玉 奉命 出远门 贾元春 赐 诏 结姻 眷,第九十七回 人物二 奉命 出远门 人物一 赐 诏 结姻 眷,1
TRAIN_SENT_ID_250687,鲁西西,皮皮鲁,皮皮鲁 和 鲁西西 是 阿雅 、 曹轩宾 演唱 的 歌曲 ， 由苟庆 作词 ， 曹轩宾 作曲 。,人物二 人物一 阿雅  曹轩宾 演唱 歌曲  由苟庆 作词  曹轩宾 作曲,1
TRAIN_SENT_ID_271521,孟优,孟获,孟获 又 被 生擒活捉 ， 其弟 孟优 及众 首领 也 做 了 蜀 军 俘虏 。,人物二 生擒活捉  其弟 人物一 及众 首领 做 蜀 军 俘虏,1
TRAIN_SENT_ID_258121,孙少安,孙兰香,他 是 土壤 ， 是 铺路石 ， 是 泥土 里 的 根 ， 在 这块 土壤 上长 出 了 孙少安 、 孙少平 和 孙兰香 这 几株 大树 。,土壤  铺路石  泥土 里 根  这块 土壤 上长 出 人物一  孙少平 人物二 几株 大树,1
TRAIN_SENT_ID_259746,李偲菘,李伟菘,李偲菘 、 李伟菘 的 “ 眼泪 成诗 ” …,人物一  人物二  眼泪 成诗,1
TRAIN_SENT_ID_252643,颜回,孔子,孔子 对 曰 ： “ 夫其 所以 为 颜回 者 ， 此 之类 也 ， 岂足 多 哉 ？ ”,人物二 曰   夫其 人物一   岂足,-1
TRAIN_SENT_ID_257509,姜昆,马季,主持人 ： 王景愚 、 刘晓庆 、 姜昆 、 马季,主持人  王景愚  刘晓庆  人物一  人物二,-1
TRAIN_SENT_ID_252647,颜回,孔子,《 孔子 家语 . 颜回 》,人物二 家语  人物一,-1
TRAIN_SENT_ID_272038,韩慕侠,周恩来,因为 学拳 ， 使 周恩来 与 韩慕侠 建立 起 诚挚 的 友谊 。,学拳  人物二 人物一 建立 诚挚 友谊,-1
TRAIN_SENT_ID_277744,邵素雯,邵素云,两人育 有 两子 两女 ， 长子 邵维铭 、 次女 邵素雯 、 三女 邵素云 及 邵维钟 。,两人育 两子 两女  长子 邵维铭  次女 人物一  三女 人物二 邵维钟,1
TRAIN_SENT_ID_268830,洪凌波,李莫愁,曾斗 之 人 ： 李莫愁 、 公孙止 、 陆无双 、 程英 、 洪凌波,曾斗  人物二  公孙止  陆无双  程英  人物一,-1
TRAIN_SENT_ID_260939,杨露禅,陈长兴,五 、 陈长兴 ： 打破 门规 传艺 杨露禅,五  人物二  打破 门规 传艺 人物一,-1
TRAIN_SENT_ID_251545,楚碧痕,楚寒镜,迷宫 搜索 关键词 ： 三寒器 、 炎帝 神农 、 梭罗树 、 梭罗 果 、 楚碧痕 、 楚寒镜 、 月 幽之境 、 熔岩 兽王 、 炙炎石,迷宫 搜索 关键词  三寒器  炎帝 神农  梭罗树  梭罗 果  人物一  人物二  月 幽之境  熔岩 兽王  炙炎石,1
TRAIN_SENT_ID_271224,和硕温恪公主,和硕敦恪公主,海宽 之 女 ， 生 爱新觉罗 · 胤 祥 、 和硕温恪公主 、 和硕敦恪公主 。,海宽 女  生 爱新觉罗  胤 祥  人物一  人物二,1
TRAIN_SENT_ID_262229,尤二姐,尤三姐,而 尤三姐 却 比 尤二姐 多 了 几分 清醒 ， 多 了 几分 自持 。,人物二 人物一 几分 清醒  几分 自持,1
TRAIN_SENT_ID_259380,葛玄,左慈,」 可见 ， 左慈 、 葛玄 、 郑隐 、 葛洪 、 葛巢甫 等 人 ， 并非 「 共同 实践 特定 仙术 」 。,人物二  人物一  郑隐  葛洪  葛巢甫   共同 实践 特定 仙术,-1
TRAIN_SENT_ID_283371,刘义融,刘义庆,母亲 ： 长沙 妃 檀氏字 宪子 ， 谥 景定 ， 出自 高平 平阳 檀氏 刘义融 兄弟 : 刘义欣 、 刘义庆 、 刘义宗 、 刘义宾 、 刘义綦 。,母亲  长沙 妃 檀氏字 宪子  谥 景定  出自 高平 平阳 檀氏 人物一 兄弟  刘义欣  人物二  刘义宗  刘义宾  刘义綦,1
TRAIN_SENT_ID_279086,程英,黄药师,3 、 桃花岛 对话 黄药师 ， 对话 程英 后 答应 去 寻找 杨过 。,桃花岛 对话 人物二  对话 人物一 答应 寻找 杨过,-1
TRAIN_SENT_ID_267526,扈成,扈三娘,他 与 扈三娘 加入 梁山 官军 团 ， 随 卢俊义 投降 朝廷 ， 后 被 授为 统领 官 ， 与 妻兄 扈成 一同 留守 梁山 ， 。,人物二 加入 梁山 官军 团  卢俊义 投降 朝廷  授为 统领 官  妻兄 人物一 一同 留守 梁山,1
TRAIN_SENT_ID_257443,姜昆,马季,马季 、 姜昆 、 杨振华 的 有 一些 作品 是 成功 的 例证 。,人物二  人物一  杨振华 作品 成功 例证,-1
TRAIN_SENT_ID_265093,杨志刚,郭靖宇,20110109 兄弟 郭靖宇 杨志刚,兄弟 人物二 人物一,1
TRAIN_SENT_ID_257226,张子静,张爱玲,《 我 的 姐姐 张爱玲 》 是 由 张子静 编写 ， 吉林 出版 集团 有限责任 公司 出版 的 一本 书籍 。,姐姐 人物二  人物一 编写  吉林 出版 集团 有限责任 公司 出版 一本 书籍,1
TRAIN_SENT_ID_259940,周志文,周志康,刘威 煌 、 陈鸿硕 、 周志文 、 周志康,刘威 煌  陈鸿硕  人物一  人物二,1
TRAIN_SENT_ID_259646,公孙胜,罗真人,483 第五十三回 戴宗 智取 公孙胜 李逵 斧劈 罗真人,第五十三回 戴宗 智取 人物一 李逵 斧劈 人物二,-1
TRAIN_SENT_ID_267153,靳月光,靳月华,为了 当官 ， 他 设法 将 自己 的 两个 女儿 靳月光 和 靳月华 ， 嫁给 了 皇帝 刘聪 。,当官  设法 两个 女儿 人物一 人物二  嫁给 皇帝 刘聪,1
TRAIN_SENT_ID_250102,武敦儒,武修文,与 杨过 对比 ， 武敦儒 、 武修文 更显 脓包 、 废物 。,杨过  人物一  人物二 更显 脓包  废物,1
TRAIN_SENT_ID_255301,卫夫人,王羲之,王羲之 留下 的 书法 论文 有 《 题 卫夫人 ( 笔阵 图 ) 后 》 、 《 书论 》 、 《 笔势 论 十二章 》 、 《 用笔 赋 》 、 《 记 白云 先生 书诀 》 等 。,人物二 留下 书法 论文  题 人物一  笔阵 图     书论    笔势 十二章    用笔 赋    记 白云 先生 书诀,-1
TRAIN_SENT_ID_265421,薛谭,秦青,据 《 列子 · 汤问 》 记载 ， 秦青 曾收 薛谭 为徒 。,列子  汤问  记载  人物二 曾收 人物一 为徒,-1
TRAIN_SENT_ID_253055,颜回,孔子,见 《 孔子 家语 ． 颜回 》 。,见  人物二 家语 ． 人物一,-1
TRAIN_SENT_ID_256929,仲由,孔子,季康子 问 孔子 ： “ 仲由 这个 人 ， 可以 让 他 管理 国家 政事 吗 ？ ”,季康子 问 人物二   人物一  管理 国家 政事,-1
TRAIN_SENT_ID_259521,梅超风,杨康,黄药师 为了 找寻 女儿 打破 誓言 离开 桃花岛 ， 在 太湖 归云庄 发现 了 黄蓉 、 郭靖 及 为 救 杨康 而来 的 梅超风 。,黄药师 找寻 女儿 打破 誓言 离开 桃花岛  太湖 归云庄 发现 黄蓉  郭靖 救 人物二 而来 人物一,-1
TRAIN_SENT_ID_276154,贾惜春,贾珍,贾惜春 ， 金陵 十二钗 之八 ， 贾珍 的 妹妹 ， 自小 喜爱 画画 。,人物一  金陵 十二钗 之八  人物二 妹妹  自小 喜爱 画画,1
TRAIN_SENT_ID_250078,武敦儒,武修文,师兄 ： 武敦儒 、 武修文,师兄  人物一  人物二,1
TRAIN_SENT_ID_250366,赵飞燕,赵合德,后世 比较 著名 的 姊妹 同嫁 一夫 包括 ： 赵飞燕 与 赵合德 、 大 周后 与 小 周后 。,后世 比较 著名 姊妹 同嫁 一夫 包括  人物一 人物二  周后 周后,1
TRAIN_SENT_ID_250110,武敦儒,武修文,大武 是 指 武敦儒 ， 小武 是 指 武修文 。,大武 指 人物一  小武 指 人物二,1
TRAIN_SENT_ID_253104,颜回,孔子,孔子 称 颜回 ： ‘ 用 之 则 行 ， 舍之则 藏 ， 惟 我 与 尔 有 是 夫 。,人物二 称 人物一   行  舍之则 藏  惟 夫,-1
TRAIN_SENT_ID_266318,贾源,贾演,贾代修 一解 ： : 第一代 ： 宁国公 贾演 ， 荣国公 贾源 — — 名字 串连 成 “ 演源 ” ， 判词 是 纲领 ， 曲演 是 简演 ， 假语 村言 是 详演 。,贾代修 一解   第一代  宁国公 人物二  荣国公 人物一   名字 串连 成  演源   判词 纲领  曲演 简演  假语 村言 详演,1
TRAIN_SENT_ID_269932,沈春阳,赵本山,《 我 饿 了 》 是 小 沈阳 唱 的 一首 歌曲 ， 由 赵本山 作曲 ， 汤军 豪 作词 ， 沈春阳 编曲 。,饿  沈阳 唱 一首 歌曲  人物二 作曲  汤军 豪 作词  人物一 编曲,-1
TRAIN_SENT_ID_273626,马阔海,马青山,召唤 人 ： 马阔海 （ 主要 ） 、 小 李子 、 马青山 、 柯胜 （ 电影版 ）,召唤  人物一  主要   李子  人物二  柯胜  电影版,1
TRAIN_SENT_ID_252919,颜回,孔子,俊逸 绝 飞尘 ： 语出 《 庄子 · 田予 方 》 ： “ 夫子 （ 指 孔子 ） 奔逸绝尘 ， 而 回 （ 指 颜回 ） 瞠若乎 后 矣 。 ”,俊逸 绝 飞尘  语出  庄子  田予 方    夫子  指 人物二  奔逸绝尘  回  指 人物一  瞠若乎,-1
TRAIN_SENT_ID_259410,凌音,凌波,凌音 角色 关系 : 亲人 ： 父母 未知 ， 有 一 亲生 姐姐 凌波 。,人物一 角色 关系  亲人  父母 未知  亲生 姐姐 人物二,1
TRAIN_SENT_ID_251598,穆春,穆弘,右军 寨 内 ： 第一位 呼延灼 ， 第二位 朱仝 ， 第三位 戴宗 ， 第四位 穆弘 ， 第五位 李逵 ， 第六位 欧鹏 ， 第七位 穆春 。,右军 寨  第一位 呼延灼  第二位 朱仝  第三位 戴宗  第四位 人物二  第五位 李逵  第六位 欧鹏  第七位 人物一,1
TRAIN_SENT_ID_269440,刘伟,马季,《 训徒 》 表演者 ： 马季 、 刘伟 、 兰成,训徒  表演者  人物二  人物一  兰成,-1
TRAIN_SENT_ID_251515,陈辅,陈靖仇,陈靖仇 在 陈辅 的 督促 下 ， 身不由己 的 开始 了 寻找 神器 的 旅程 。,人物二 人物一 督促  身不由己 寻找 神器 旅程,-1
TRAIN_SENT_ID_267155,靳月光,靳月华,他 的 两个 女儿 靳月光 、 靳月华 十分 美艳 。,两个 女儿 人物一  人物二 十分 美艳,1
TRAIN_SENT_ID_261087,张豪龙,张柏文,舅舅 ： 张柏文 ， 张豪龙 香港 演员 、 滑水 运动员,舅舅  人物二  人物一 香港 演员  滑水 运动员,1
TRAIN_SENT_ID_268899,司徒静,司徒剑南,司徒剑南 第十三 集 : 文媚儿 挑拨 安宁公主 ， 安宁 恨透了 司徒静 。,人物二 第十三 集  文媚儿 挑拨 安宁公主  安宁 恨透了 人物一,1
TRAIN_SENT_ID_259757,李偲菘,李伟菘,港台 : 袁惟仁 、 李宗盛 、 李偲菘 、 李伟菘 、 何厚华 、 涂惠源 、 季忠平 、 伍冠谚 、 钟兴民 、 林迈可 、 屠颖,港台  袁惟仁  李宗盛  人物一  人物二  何厚华  涂惠源  季忠平  伍冠谚  钟兴民  林迈可  屠颖,1
TRAIN_SENT_ID_254279,张顺,张横,杭州 破城 ， 方天定 被 附体 了 张顺 魂魄 的 张横 杀死 。,杭州 破城  方天定 附体 人物一 魂魄 人物二 杀死,1
TRAIN_SENT_ID_268822,洪凌波,李莫愁,洪凌波 得到 了 李莫愁 的 真传 ， 武艺 不 弱 ， 在 程英 、 陆无双 姊妹 之上 。,人物一 得到 人物二 真传  武艺 弱  程英  陆无双 姊妹 之上,-1
TRAIN_SENT_ID_252531,颜回,孔子,颜回 无以 应 ， 入告 孔子 。,人物一 无以 应  入告 人物二,-1
TRAIN_SENT_ID_249299,陆无双,程英,谁知 ， 程英 听 了 这话 虽然 不禁 有些 生气 ， 但 挂念 杨过 ， “ 无意 争 这些 闲气 ” ， 只 示意 陆无双 ： 还是 去 找 杨过 吧 。,人物二 听 这话 不禁 生气  挂念 杨过   无意 争 闲气   示意 人物一  找 杨过,1
TRAIN_SENT_ID_271256,马季,侯宝林,改名 : 马季 原来 叫 马树槐 ， 改 这个 名 ， 还是 侯宝林 的 主意 。,改名  人物一 原来 马树槐  改 名  人物二 主意,-1
TRAIN_SENT_ID_269566,步鹰,燕双鹰,在 步鹰 的 精心 调教 下 燕双鹰 的 功夫 突飞猛进 。,人物一 精心 调教 人物二 功夫 突飞猛进,-1
TRAIN_SENT_ID_251831,梅超风,黄药师,黄药师 终于 爱上 梅超风,人物二 终于 爱上 人物一,-1
TRAIN_SENT_ID_249240,皮皮鲁,鲁西西,皮皮鲁 、 鲁西西 、 大灰狼 罗克 、 舒克和贝塔 是 他 笔下 文学 形象 。,人物一  人物二  大灰狼 罗克  舒克和贝塔 笔下 文学 形象,1
TRAIN_SENT_ID_258163,刘星,夏雪,《 我 有 我 美丽 》 ， 因 不满 穿 校服 ， 刘星 与 夏雪 决定 成立 “ 美丽 二人组 ” 来 展示 他们 的 奇装异服 ， 他们 慷慨激扬 的 行为 愈演愈烈 。,美丽   不满 穿 校服  人物一 人物二 决定 成立  美丽 二人组  展示 奇装异服  慷慨激扬 行为 愈演愈烈,1
TRAIN_SENT_ID_271535,孟优,孟获,隐者 又 曰 ： “ 丞相 休疑 ， 容伸 片言 ： 某一 父母 所生 三人 ： 长即 老夫 孟节 ， 次 孟获 ， 又次 孟优 。,隐者 曰   丞相 休疑  容伸 片言  某一 父母 所生 三人  长即 老夫 孟节  次 人物二  又次 人物一,1
TRAIN_SENT_ID_279625,李德亭,李德宁,子女 ： 两个 女儿 （ 李德宁 、 李德亭 ）,子女  两个 女儿  人物二  人物一,1
TRAIN_SENT_ID_259395,凌音,凌波,凌音 凌波 姐妹 、 铁笔 拜入 蜀山 派 。,人物一 人物二 姐妹  铁笔 拜入 蜀山 派,1
TRAIN_SENT_ID_266216,蓝提斯,谢加图,魔法 骑士 雷 阿斯 （ 谢加图 、 蓝提斯 ）,魔法 骑士 雷 阿斯  人物二  人物一,1
TRAIN_SENT_ID_253023,颜回,孔子,孔子 谓 颜回 曰 ： “ 回 ， 来 ！,人物二 谓 人物一 曰   回,-1
TRAIN_SENT_ID_274080,南宫敬叔,孔子,遣 一车 二 马一 童一御 ， 由 南宫敬叔 陪 孔子 前往 。,遣 一车 二 马一 童一御  人物一 陪 人物二 前往,-1
TRAIN_SENT_ID_255452,罗成,秦琼,十二 根大 木柱 设门 六扇 三道 ， 门上 画有 秦琼 、 尉迟恭 、 杨林 、 罗成 、 程咬金 、 单雄信 六尊 像 为 三 对 门神 。,十二 根大 木柱 设门 六扇 三道  门上 画有 人物二  尉迟恭  杨林  人物一  程咬金  单雄信 六尊 三 门神,1
TRAIN_SENT_ID_258810,张无忌,殷离,为 救 母亲 黛绮丝 以及 谢逊 ， 张无忌 ， 赵敏 ， 周芷若 ， 殷离 等 人 ， 决定 牺牲 自己 ， 回到 波斯 总坛 ， 做 了 圣 处女 教主 。,救 母亲 黛绮丝 谢逊  人物一  赵敏  周芷若  人物二  决定 牺牲  回到 波斯 总坛  做 圣 处女 教主,1
TRAIN_SENT_ID_264561,胡青牛,张无忌,胡青牛 见死不救 : 当 得知 张无忌 不肯 加入 天鹰 教后 ， 便 决定 见死不救 。,人物一 见死不救  得知 人物二 不肯 加入 天鹰 教后  便 决定 见死不救,-1
TRAIN_SENT_ID_250359,赵飞燕,赵合德,后 汉成帝 宠爱 赵飞燕 、 赵合德 姐妹 ， 许皇后 、 班婕妤 相继 失宠 ， 许皇后 废入 长定 宫 ， 班婕妤 前去 侍奉 太后 。,汉成帝 宠爱 人物一  人物二 姐妹  许皇后  班婕妤 相继 失宠  许皇后 废入 长定 宫  班婕妤 前去 侍奉 太后,1
TRAIN_SENT_ID_257210,霍建元,霍建华,霍建元 相关 事件 : [ 新闻 ] 勇警 霍建华 兄遭 辗奋 擒 匪 3 男女 酒驾 狂 逃 轰 6 枪 才 停,人物一 相关 事件   新闻  勇警 人物二 兄遭 辗奋 擒 匪  男女 酒驾 狂 逃 轰  枪 停,1
TRAIN_SENT_ID_260727,王重阳,全真七子,万寿宫 为 主体 建筑 ， 宫内 塑有 全真道 祖 王重阳 及 全真七子 像 。,万寿宫 主体 建筑  宫内 塑有 全真道 祖 人物一 人物二,-1
TRAIN_SENT_ID_261603,宋小宝,赵本山,2013 - 03 - 03 ： 樱桃红 「 赵本山 ， 宋小宝 ， 沈春阳 ， 王天泽 」,樱桃红  人物二  人物一  沈春阳  王天泽,-1
TRAIN_SENT_ID_269726,薛洋,薛之荔,楚牧 的 母亲 ， 薛洋 、 薛之荔 的 继母 ， 性格 大大咧咧 ， 是 一位 宽容 善良 的 女性 。,楚牧 母亲  人物一  人物二 继母  性格 大大咧咧  一位 宽容 善良 女性,1
TRAIN_SENT_ID_252762,颜回,孔子,孔子 称 颜回 ： “ 一箪食 、 一瓢 饮 ， 人 不堪其忧 ， 回 也 不改其乐 。 ”,人物二 称 人物一   一箪食  一瓢 饮  不堪其忧  回 不改其乐,-1
TRAIN_SENT_ID_270560,全真七子,王重阳,吕 祖传 道 于 王重阳 — — 马丹阳 等 “ 全真七子 ” 一脉相承 ， 是 为 北宗 也 。,吕 祖传 道 人物二   马丹阳  人物一  一脉相承  北宗,-1
TRAIN_SENT_ID_269923,沈春阳,赵本山,由 沈春阳 初次 担纲 女主角 ， 宋小宝 担任 男主角 ， 赵本山 、 小 沈阳 、 赵海燕 、 红孩 联合 出演 。,人物一 初次 担纲 女主角  宋小宝 担任 男主角  人物二  沈阳  赵海燕  红孩 联合 出演,-1
TRAIN_SENT_ID_258128,刘星,夏雪,夏雪 在 体育课 上 扭伤 了 脚 ， 刘星 不 愿意 道歉 。,人物二 体育课 扭伤 脚  人物一 愿意 道歉,1
TRAIN_SENT_ID_250098,武敦儒,武修文,郭靖 黄蓉 更是 把 武敦儒 、 武修文 在 郭 芙 面前 缺失 男人 血性 的 表现 看作 是 对 自己 宝贝女儿 的 疼爱 。,郭靖 黄蓉 更是 人物一  人物二 郭 芙 面前 缺失 男人 血性 表现 看作 宝贝女儿 疼爱,1
TRAIN_SENT_ID_261965,何冲,何超,何 超出 场 ， 采用 的 是 何冲 上轮 的 207C ， 艺高人胆大 的 何超 相当 完美 的 表现 出 了 实力 ， 他 得到 了 94.50 分 。,超出 场  采用 人物一 上轮   艺高人胆大 人物二 相当 完美 表现 出 实力  得到  分,1
TRAIN_SENT_ID_254303,张顺,张横,张横 、 张顺 一面 苦斗 ， 一面 叫 ： “ 众 儿郎 休要 走 ！ ”,人物二  人物一 一面 苦斗  一面   众 儿郎 休要 走,1
TRAIN_SENT_ID_250094,武敦儒,武修文,武敦儒 、 武修文 的 名字 就 跟 “ 花铁干 ” 一样 ， 名字 不错 ， 可是 与 姓氏 冲突 。,人物一  人物二 名字  花铁干   名字 不错  姓氏 冲突,1
TRAIN_SENT_ID_260575,金敬姬,金正日,韩国 情报部门 官员 认为 金正恩 会 重用 金与正 ， 金正日 让 金敬姬 担任 了 党 部长 和 党 政治局 委员 。,韩国 情报部门 官员 认为 金正恩 会 重用 金与正  人物二 人物一 担任 党 部长 党 政治局 委员,1
TRAIN_SENT_ID_264827,陈永奎,陈永燊,陈永奎 — — 陈瑞 球 之 儿子 、 陈永燊 及 陈淑玲 之兄,人物一   陈瑞 球 儿子  人物二 陈淑玲 之兄,1
TRAIN_SENT_ID_257511,姜昆,马季,现场 还 播放 了 马季 、 姜昆 、 李金斗 和 杨少华 等 打来 的 祝贺 电话 。,现场 播放 人物二  人物一  李金斗 杨少华 打来 祝贺 电话,-1
TRAIN_SENT_ID_252816,颜回,孔子,④ 《 庄子 》 ： 孔子 见 老 聃 ， 出 ， 语 颜回 曰 ： “ 丘之道 ， 其 犹 醯 鸡乎 ？ ”,④  庄子   人物二 见 老 聃  出  语 人物一 曰   丘之道  犹 醯 鸡乎,-1
TRAIN_SENT_ID_268906,司徒静,司徒剑南,朱允 闻听 很 不快 ， 他 亲往 司徒府 看 司徒静 和 司徒剑南 。,朱允 闻听 不快  亲往 司徒府 人物一 人物二,1
