sent_id,entity1,entity2,sent,processed_sent,label,hard_match
TRAIN_SENT_ID_252148,查美乐,韩以烈,查美乐 凭 的 就是 这种 不怕 打击 ， 绝不 后退 的 执着 精神 ， 最终 赢得 了 少爷 脾气 的 韩以烈 。 ”,人物一 这种 打击  绝不 后退 执着 精神  最终 赢得 少爷 脾气 人物二,1,0
TRAIN_SENT_ID_255611,蒋介石,宋美龄,马馼 一行 先后 参观 了 综合 陈列馆 （ 国民政府军事委员会 侍从 室 旧址 ） 、 松厅 （ 宋美龄 别墅 ） 、 云岫楼 （ 蒋介石 官邸 ） 等 抗战 遗址 。,马馼 一行 先后 参观 综合 陈列馆  国民政府军事委员会 侍从 室 旧址   松厅  人物二 别墅   云岫楼  人物一 官邸  抗战 遗址,1,0
TRAIN_SENT_ID_273054,杨铁心,包惜弱,郭啸天 战死 在 牛家村 ， 杨铁心 、 包惜弱 、 和 李萍 带 着 身孕 分别 逃走 。,郭啸天 战死 牛家村  人物一  人物二  李萍 带 身孕 逃走,1,0
TRAIN_SENT_ID_268173,樊梨花,薛丁山,杨藩 用 计 害死 梨山 老母 ， 更 叫 金定 挑拨 薛丁山 和 樊梨花 之间 的 关系 ， 为的是 可以 吸取 梨花 的 内力 … …,杨藩 计 害死 梨山 老母  更 金定 挑拨 人物二 人物一 之间 关系  为的是 吸取 梨花 内力,1,0
TRAIN_SENT_ID_271736,石厚,石碏,石碏 （ 卫 大夫 也 ， 石厚 之父 也 。,人物二  卫 大夫  人物一 之父,-1,-1
TRAIN_SENT_ID_277228,张茜,张卫健,09 . 我要 轻闲 ( 鹿鼎记 / 小宝 与 康熙 插曲 ) _ 张卫健 张茜,我要 轻闲  鹿鼎记  小宝 康熙 插曲   人物二 人物一,1,0
TRAIN_SENT_ID_282350,滕华涛,滕文骥,（ 监制 ： 滕华涛 导演 ： 滕文骥 主演 ： 王雷 、 车晓 ）,监制  人物一 导演  人物二 主演  王雷  车晓,-1,-1
TRAIN_SENT_ID_279195,安琪,齐远,古堡 外来 了 许多 的 记者 和 电视台 的 采访 车 ， 他们 要 采访 死而复生 的 安琪 ， 齐远 带 叶凡 齐 飞去 迎接 采访 的 记者 。,古堡 外来 记者 电视台 采访 车  采访 死而复生 人物一  人物二 带 叶凡 齐 飞去 迎接 采访 记者,1,0
TRAIN_SENT_ID_270674,赵宏博,申雪,第九十 一期 ： 申雪 、 赵宏博 2010083012 : 30,第九十 一期  人物二  人物一,1,0
TRAIN_SENT_ID_277212,张茜,张卫健,我要 轻闲 – 张茜 / 张卫健 （ 《 小宝 与 康熙 》 插曲 ）,我要 轻闲  人物一  人物二   小宝 康熙  插曲,1,0
TRAIN_SENT_ID_273307,秦香莲,陈世美,包公 不顾 阻挠 ， 铡 死 了 陈世美 ， 为 秦香莲 伸 了 冤 。,包公 不顾 阻挠  铡 死 人物二  人物一 伸 冤,1,0
TRAIN_SENT_ID_262926,熊美玲,林秋离,No.136 就是 我爱你 林秋离 熊美玲 林慧萍,我爱你 人物二 人物一 林慧萍,1,0
TRAIN_SENT_ID_269180,陆雪琪,张小凡,想 知道 张小凡 、 陆雪琪 和 碧瑶 三个 人 最终 的 感情纠葛 吗 ？,想 知道 人物二  人物一 碧瑶 三个 最终 感情纠葛,1,0
TRAIN_SENT_ID_268506,潘金莲,武大郎,潘金莲 （ 夜观 AV 的 小弟 ， 武大郎 的 追求者 ）,人物一  夜观  小弟  人物二 追求者,1,0
TRAIN_SENT_ID_277474,余鱼同,李沅芷,李沅芷 伏 地 哭泣 ， 余鱼同 扶 她 上马 。,人物二 伏 哭泣  人物一 扶 上马,1,0
TRAIN_SENT_ID_253714,申雪,赵宏博,用同 一双 翅膀 飞 — — 申雪 、 赵宏博,用同 一双 翅膀 飞   人物一  人物二,1,0
TRAIN_SENT_ID_260272,穆桂英,杨宗保,"相传 北宋 名将 杨宗保 , 穆桂英 的 儿女 杨文广 、 杨金花 曾 在 此 平定 南蛮 第十八 洞 而 得名 。",相传 北宋 名将 人物二  人物一 儿女 杨文广  杨金花 平定 南蛮 第十八 洞 得名,1,1
TRAIN_SENT_ID_262958,熊美玲,林秋离,No.100 看不清 的 爱 林秋离 熊美玲 江淑娜,看不清 爱 人物二 人物一 江淑娜,1,0
TRAIN_SENT_ID_274464,潘汉年,董慧,待 到 潘汉年 走出 秦城 ， 到 了 团河 农场 后 ， 董慧 也 来到 了 他 的 身边 。,人物一 走出 秦城  团河 农场  人物二 来到 身边,1,1
TRAIN_SENT_ID_252132,黄毅清,黄奕,稍晚 ， 黄毅清 也 在 微博 转贴 黄奕 工作室 发声明 的 新闻 ， 并 撂 狠话 “ 看来 是 逼 着 我 要 曝光 所有 证据 了 。,稍晚  人物一 微博 转贴 人物二 工作室 发声明 新闻  撂 狠话  看来 逼 曝光 证据,1,0
TRAIN_SENT_ID_262868,熊美玲,林秋离,No.177 诚实 心 林秋离 熊美玲 大学城 、 蓝丽 婷,诚实 心 人物二 人物一 大学城  蓝丽 婷,1,0
TRAIN_SENT_ID_273282,秦香莲,陈世美,秦香莲 告到 包府 ， 包文正 铁面无私 ， 公正 断案 ， 铡 死 陈世美 。,人物一 告到 包府  包文正 铁面无私  公正 断案  铡 死 人物二,1,-1
TRAIN_SENT_ID_276872,罗启锐,张婉婷,张婉婷 、 罗启锐 《 玻璃 之 城 》,人物二  人物一  玻璃 城,1,0
TRAIN_SENT_ID_252238,秦嘉,徐淑,○ 秦嘉 妻 徐淑 答诗 一首,○ 人物一 妻 人物二 答诗 一首,1,0
TRAIN_SENT_ID_277398,樊姬,楚庄王,楚庄王 最终 得以 成为 霸主 ， 有 樊姬 的 功劳 。,人物二 最终 得以 成为 霸主  人物一 功劳,1,0
TRAIN_SENT_ID_274333,方怡,韦小宝,刘一舟 刘一舟 原本 是 韦小宝 7 个 老婆 之一 方怡 的 未婚夫 。,刘一舟 刘一舟 原本 人物二  老婆 人物一 未婚夫,1,0
TRAIN_SENT_ID_255938,蒋介石,宋美龄,师永刚 ， 世纪 华人 画传 丛书 》 的 策划 与 发起者 、 曾 策划 编著 的 《 宋美龄 画传 》 、 《 蒋介石 图传 》 、 《 邓丽君 画传 》 、 《 切 ？,师永刚  世纪 华人 画传 丛书  策划 发起者  策划 编著  人物二 画传    人物一 图传    邓丽君 画传    切,1,0
TRAIN_SENT_ID_263779,秦始皇,赵姬,赵姬 — — 秦始皇,人物二   人物一,-1,0
TRAIN_SENT_ID_278929,汪涵,杨乐乐,5 明星阵容 : 主持 团队 : 《 越 淘越 开心 》 先后 由 汪涵 、 杨乐乐 、 李斯 羽 、 李慧玲 、 柯豆 等 担任 主持人 ， 现任 主持人 为 魏巍 、 潘丹 。,明星阵容  主持 团队   越 淘越 开心  先后 人物一  人物二  李斯 羽  李慧玲  柯豆 担任 主持人  现任 主持人 魏巍  潘丹,1,0
TRAIN_SENT_ID_262973,熊美玲,林秋离,No.121 寂寞 难以 忍耐 林秋离 熊美玲 蔡幸娟,寂寞 难以 忍耐 人物二 人物一 蔡幸娟,1,0
TRAIN_SENT_ID_248905,阮星竹,段正淳,听到 这 惨声 ， 段正淳 心里 一阵 悲痛 ， 他 觉得 此剑 刺 在 阮身 痛 在 自己 之心 啊 ， 于是 他 这时 当着 阮星竹 的 面对 她 大喊 了 一句 ： “ 阿星 ！ ”,听到 惨声  人物二 心里 一阵 悲痛  觉得 此剑 刺 阮身 痛 之心  人物一 面对 大喊 一句   阿星,1,0
TRAIN_SENT_ID_257736,桓雄,桓因,大 倧 教 的 信仰 对象 是 创造 世界 的 太阳神 桓因 、 开启 天门 的 教化 神 桓雄 、 建设 国家 的 治化 神檀君 的 三神 一体 。,倧 教 信仰 对象 创造 世界 太阳神 人物二  开启 天门 教化 神 人物一  建设 国家 治化 神檀君 三神 一体,-1,0
TRAIN_SENT_ID_253706,申雪,赵宏博,赵宏博 和 申雪 曾 为了 克服 艺术 表现力 上 的 不足 ， 观摩 了 大量 国外 的 艺术 演出 ， 国家队 也 费尽周折 请来 国外 艺术 编导 为 队员 进行 培训 。,人物二 人物一 克服 艺术 表现力 不足  观摩 大量 国外 艺术 演出  国家队 费尽周折 请来 国外 艺术 编导 队员 进行 培训,1,1
TRAIN_SENT_ID_262787,熊美玲,林秋离,No.75 把 梦 写 在 你 的 手心 林秋离 熊美玲 蔡幸娟,梦 写 手心 人物二 人物一 蔡幸娟,1,0
TRAIN_SENT_ID_282540,关谷健次郎,关谷神奇,关谷奇迹 ， 关谷神奇 的 曾祖父 ， 关谷 神秘 的 高祖父 ， 关谷健次郎 的 祖父 。,关谷奇迹  人物二 曾祖父  关谷 神秘 高祖父  人物一 祖父,-1,-1
TRAIN_SENT_ID_267377,许志安,郑秀文,歌手 包括 许志安 、 郑秀文 、 何韵诗 、 郑融 、 麦浚龙 、 何超仪 、 方皓玟 、 吴克群 、 许茹芸 及 王浩信 。,歌手 包括 人物一  人物二  何韵诗  郑融  麦浚龙  何超仪  方皓玟  吴克群  许茹芸 王浩信,1,-1
TRAIN_SENT_ID_286669,武之内空,石田大和,■ 八神 太一 武之内空 石田大和,■ 八神 太一 人物一 人物二,1,0
TRAIN_SENT_ID_273489,殷素素,张翠山,张翠山 和 殷素素 为存 忠义 ， 维护 谢逊 而 三缄其口 。,人物二 人物一 为存 忠义  维护 谢逊 三缄其口,1,0
TRAIN_SENT_ID_284471,钱永刚,钱学森,主题 ： 从 钱永刚 看 钱学森,主题  人物一 人物二,-1,0
TRAIN_SENT_ID_274552,薛丁山,薛仁贵,《 薛仁贵 征东 》 饰 陈丽霞 、 薛丁山,人物二 征东  饰 陈丽霞  人物一,-1,1
TRAIN_SENT_ID_259154,刘备,刘禅,如果 主公 是 刘备 、 刘禅 ， 则 更 能 发挥 丁奉 的 实力 。,主公 人物一  人物二  更 发挥 丁奉 实力,-1,0
TRAIN_SENT_ID_269319,陆雪琪,张小凡,张小凡 、 陆雪琪 、 曾书书 和 齐昊 被 派 往 空桑 山 历练 ， 小凡 在 客栈 山海 苑 遇见 绿衣 少女 碧瑶 。,人物二  人物一  曾书书 齐昊 派 空桑 山 历练  小凡 客栈 山海 苑 遇见 绿衣 少女 碧瑶,1,1
TRAIN_SENT_ID_270646,赵宏博,申雪,关智斌 王婧 杨恭如 申雪 赵宏博,关智斌 王婧 杨恭如 人物二 人物一,1,0
TRAIN_SENT_ID_270408,关平,关羽,关羽 （ 白 ） 关平 听令 ！,人物二  白  人物一 听令,-1,0
TRAIN_SENT_ID_258777,刘禅,刘备,刘备 敕 刘禅 遗诏 原文 : 朕 初 疾 但 下痢 耳 ， 后转 杂 他 病 ， 殆不自济 。,人物二 敕 人物一 遗诏 原文  朕 初 疾 下痢 耳  后转 杂 病  殆不自济,-1,0
TRAIN_SENT_ID_260556,严嵩,严世蕃,在 徐阶 的 怂恿 下 ， 皇帝 夺去 严嵩 一切 官职 ， 勒令 回乡 ， 严世蕃 谪戍 雷州 卫 。,徐阶 怂恿  皇帝 夺去 人物一 官职  勒令 回乡  人物二 谪戍 雷州 卫,-1,0
TRAIN_SENT_ID_266538,严世蕃,严嵩,皇上 以 谋反 罪 诛 严世蕃 ， 抄 严府 ， 念 严嵩 耄耋 之 人 ， 削职为民 不事 重罪 ， 并 赐 一 银碗 让 其 讨饭 回乡 。,皇上 谋反 罪 诛 人物一  抄 严府  念 人物二 耄耋  削职为民 不事 重罪  赐 银碗 讨饭 回乡,-1,0
TRAIN_SENT_ID_252250,秦嘉,徐淑,汉 徐淑 《 报 秦嘉 书 》 ： “ 镜有 文彩 之丽 ， 钗 有 殊异 之观 。 ”,汉 人物二  报 人物一 书    镜有 文彩 之丽  钗 殊异 之观,1,0
TRAIN_SENT_ID_281444,曾雅兰,侯昌明,20091012 来宾 ： 贺一航 、 高凌风 、 曾雅兰 、 侯昌明 周冠军 争霸赛,来宾  贺一航  高凌风  人物一  人物二 周冠军 争霸赛,1,0
TRAIN_SENT_ID_249956,张无忌,赵敏,张无忌 放弃 了 江湖 与 江山 他 把 幸福 给 了 赵敏 却 把 牵挂 给 了 小昭 把 漂泊 给 了 蛛儿 把 憾恨 给 了 芷 若 ...,人物一 放弃 江湖 江山 幸福 人物二 牵挂 小昭 漂泊 蛛儿 憾恨 芷,1,0
TRAIN_SENT_ID_255661,蒋介石,宋美龄,蒋介石 宋美龄 游 焦山,人物一 人物二 游 焦山,1,0
TRAIN_SENT_ID_282557,寇乃馨,黄国伦,寇乃馨 、 黄国伦,人物一  人物二,1,0
TRAIN_SENT_ID_274564,薛丁山,薛仁贵,这 类 剧目 有 《 东周 十二 国 全卷 》 、 薛仁贵 征东 》 、 《 薛丁山 征西 》 、 《 飞龙 记 》 、 《 万 花楼 》 、 《 粉妆 楼 》 等 共 十余种 。,类 剧目  东周 十二 国 全卷   人物二 征东    人物一 征西    飞龙 记    万 花楼    粉妆 楼  共 十余种,-1,0
TRAIN_SENT_ID_259123,刘备,刘禅,共同 了解 、 深思 守业 失败 的 刘备 、 刘禅 等 人 的 失败 教训 。,共同 了解  深思 守业 失败 人物一  人物二 失败 教训,-1,0
TRAIN_SENT_ID_263529,梅葆玖,梅兰芳,114 、 御 碑亭 梅兰芳 谭富英 姜妙香 （ 梅葆玖 谭元寿 叶少兰 ）,御 碑亭 人物二 谭富英 姜妙香  人物一 谭元寿 叶少兰,-1,0
TRAIN_SENT_ID_257013,李嫣,王菲,而 王菲 和 李亚鹏 身穿 李嫣 牌 T恤 现身 支持 。,人物二 李亚鹏 身穿 人物一 牌 恤 现身 支持,-1,0
TRAIN_SENT_ID_272458,包惜弱,杨铁心,陈思思 （ 包惜弱 ） ， 秦沛 （ 杨铁心 ）,陈思思  人物一   秦沛  人物二,1,0
TRAIN_SENT_ID_265307,贾琏,贾赦,第六回 揪 话柄 贾赦 欲立 威辨 是非 贾琏 耍无赖 〔 捉虫 〕,第六回 揪 话柄 人物二 欲立 威辨 是非 人物一 耍无赖  捉虫,-1,-1
TRAIN_SENT_ID_255990,蒋介石,宋美龄,其实 蒋介石 的 丧事 已经 结束 ， 宋美龄 准备 赴美国 安居 。,其实 人物一 丧事 已经 结束  人物二 准备 赴美国 安居,1,1
TRAIN_SENT_ID_277132,浦安修,彭德怀,浦安修 五内如焚 ， 听不清 批判者 罗织 的 她 和 彭德怀 “ 狼狈为奸 ” 的 “ 罪状 ” 是 什么 ， 突然 ， 她 热血 上涌 ， 惨叫 一声 ， 昏倒 在 地上 。,人物一 五内如焚  听不清 批判者 罗织 人物二  狼狈为奸   罪状   突然  热血 上涌  惨叫 一声  昏倒 地上,1,0
TRAIN_SENT_ID_262634,况天佑,马小玲,马小玲 和 况天佑 再 一次 携手 创造 奇迹 ！,人物二 人物一 一次 携手 创造 奇迹,1,0
TRAIN_SENT_ID_271090,彭丽媛,习近平,习近平 和 彭丽媛 前往 甘地 墓 敬献 花圈,人物二 人物一 前往 甘地 墓 敬献 花圈,1,0
TRAIN_SENT_ID_272757,徐天宏,周绮,徐天宏 和 周绮 1,人物一 人物二,1,0
TRAIN_SENT_ID_260418,穆桂英,杨宗保,2 . 穆桂英 杨宗保 人 宋营,人物一 人物二 宋营,1,0
TRAIN_SENT_ID_250050,张无忌,赵敏,技能 ： 此人 武功 不成 ， 烹调 手段 倒算 得 是 第一流 好手 ， 做 几碗 菜肴 ， 张无忌 和 赵敏 吃 来 大加 赞赏 【 第三十五章 节选 】,技能  此人 武功  烹调 手段 倒算 第一流 好手  做 几碗 菜肴  人物一 人物二 吃 大加 赞赏  第三十五章 节选,1,0
TRAIN_SENT_ID_267540,慕容令,慕容垂,慕容垂 同意 了 ， 命 慕容令 断后 。,人物二 同意  命 人物一 断后,-1,0
TRAIN_SENT_ID_282301,程铁牛,程咬金,就 这样 笑 死 程咬金 ， 哭 死 程铁牛 。,笑 死 人物二  哭 死 人物一,-1,0
TRAIN_SENT_ID_281708,高亚麟,时玮,高亚麟 在 外地 拍戏 ， 时玮 决定 去 探班 。,人物一 外地 拍戏  人物二 决定 探班,1,0
TRAIN_SENT_ID_262801,熊美玲,林秋离,No.8 人情味 （ 台语 ） 林秋离 熊美玲 江蕙,人情味  台语  人物二 人物一 江蕙,1,0
TRAIN_SENT_ID_278576,岳灵珊,岳不群,岳灵珊 （ 师姐 ） 林平之 仇敌 : 余沧海 / 青城派 ， 木高峰 ， 岳不群 林平之 盟友 : 左冷禅,人物一  师姐  林平之 仇敌  余沧海  青城派  木高峰  人物二 林平之 盟友  左冷禅,-1,0
TRAIN_SENT_ID_278924,汪涵,杨乐乐,1 主持 阵容 : 金晓琳 、 冯祺 、 郑慧琳 、 仇晓 、 汪涵 、 杨乐乐 。,主持 阵容  金晓琳  冯祺  郑慧琳  仇晓  人物一  人物二,1,0
TRAIN_SENT_ID_277014,萧玉嬛,郗徽,永康 公主 萧玉嬛 ， 母 郗徽,永康 公主 人物一  母 人物二,-1,0
TRAIN_SENT_ID_283116,李英宰,韩智恩,看过 浪漫 满屋 的 人 应该 有 印象 ， 李英宰 早晨 总是 向 韩智恩 吵 着 要 大 酱汤 喝 。,看过 浪漫 满屋 应该 印象  人物一 早晨 总是 人物二 吵 酱汤 喝,1,0
TRAIN_SENT_ID_275510,徐少华,杨琨,这次 山艺 进修 ， 徐少华 继续 学习 表演 ， 而 杨琨 则 改行 学了 导演 。,山艺 进修  人物一 继续 学习 表演  人物二 改行 学了 导演,1,0
TRAIN_SENT_ID_262479,扶苏,秦始皇,《 秦始皇 》 扮演 小 扶苏,人物二  扮演 人物一,-1,0
TRAIN_SENT_ID_281601,白岩松,朱宏钧,在 家里 ， 朱宏钧 也 尽量 为 白岩松 营造 一种 轻松 氛围 。,家里  人物二 尽量 人物一 营造 一种 轻松 氛围,1,0
TRAIN_SENT_ID_259178,刘备,刘禅,” 刘备 又 要 刘禅 视 诸葛亮 为父 。,人物一 人物二 视 诸葛亮 为父,-1,-1
TRAIN_SENT_ID_272449,包惜弱,杨铁心,祖父母 ： 杨铁心 、 包惜弱,祖父母  人物二  人物一,1,0
TRAIN_SENT_ID_265886,杨绛,钱钟书,本书 全面 详实 地 了解 杨绛 和 钱钟书 ， 以及 两家 长辈 的 不为人知 的 轶事 典故,本书 全面 详实 了解 人物一 人物二  两家 长辈 不为人知 轶事 典故,1,0
TRAIN_SENT_ID_260679,李莎,李立三,第六章 李立三 受屈 罢官 李莎 对 他 开导 劝慰,第六章 人物二 受屈 罢官 人物一 开导 劝慰,1,0
TRAIN_SENT_ID_277253,王惠,郭德纲,王惠 在 医院 里 住 了 两天 ， 郭德纲 形影不离 地守护 了 两天 。,人物一 医院 里 住 两天  人物二 形影不离 地守护 两天,1,0
TRAIN_SENT_ID_283340,施妙妙,谷缜,虞照 看看 施妙妙 ， 又 瞧瞧 谷缜 ， 忽而 哈哈笑 道 ： “ 原来如此 … … ”,虞照 看看 人物一  瞧瞧 人物二  忽而 哈哈笑 道   原来如此,1,1
TRAIN_SENT_ID_262010,王明华,梅兰芳,当 王明华 病重 以后 ， 梅兰芳 和 福芝芳 决定 在 香山 附近 为 她 选择 适宜 的 墓地 。,人物一 病重 以后  人物二 福芝芳 决定 香山 附近 选择 适宜 墓地,1,0
TRAIN_SENT_ID_260221,穆桂英,杨宗保,七彩 杨宗保 扎脚 穆桂英,七彩 人物二 扎脚 人物一,1,0
TRAIN_SENT_ID_270688,赵宏博,申雪,这是 世界冠军 申雪 对 “ 冰上 情侣 ” 赵宏博 的 评价 。,这是 世界冠军 人物二  冰上 情侣  人物一 评价,1,0
TRAIN_SENT_ID_251734,黄志忠,何音,觜 角 ： 王安石 苏轼 ， 范冰冰 李晨 ， 何音 黄志忠 ， 黄杏秀 陈百祥,觜 角  王安石 苏轼  范冰冰 李晨  人物二 人物一  黄杏秀 陈百祥,1,0
TRAIN_SENT_ID_278528,李秀文,叶挺,不久 ， 叶挺 决定 先 让 李秀文 回 广州 。,不久  人物二 决定 先 人物一 回 广州,1,0
TRAIN_SENT_ID_279235,长孙无极,孟扶摇,孟扶摇 经典语录 : 请放 长孙无极 。,人物二 经典语录  请放 人物一,1,0
TRAIN_SENT_ID_261549,关兴,关羽,崇宁 殿 供奉 关羽 像 ， 配殿 有关 平 、 关兴 塑像 。,崇宁 殿 供奉 人物二  配殿 平  人物一 塑像,-1,0
TRAIN_SENT_ID_268568,潘金莲,武大郎,· 1.24 武大郎 VS 潘金莲,人物二  人物一,1,0
TRAIN_SENT_ID_262767,熊美玲,林秋离,No.181 梦语 林秋离 熊美玲 江淑娜,梦语 人物二 人物一 江淑娜,1,0
TRAIN_SENT_ID_260880,贾珍,贾蓉,"贾珍 、 贾琏 、 贾环 、 贾蓉 等 皆 是 表礼 一端 , 金银 锞 一对 。 ”",人物一  贾琏  贾环  人物二 皆 表礼 一端  金银 锞 一对,-1,0
TRAIN_SENT_ID_262986,熊美玲,林秋离,熊美玲 、 林秋离 、 郑华娟 、 姚谦 、 陈扬 、 林韦哲 都 贡献 了 自己 的 心血 之作 。,人物一  人物二  郑华娟  姚谦  陈扬  林韦哲 贡献 心血 之作,1,0
TRAIN_SENT_ID_284403,国仲凉子,向井理,》 精彩剧照 向井理 与 国仲凉子,精彩剧照 人物二 人物一,1,0
TRAIN_SENT_ID_262354,汪精卫,陈璧君,王临乙 塑 汪精卫 陈璧君 跪 像 以 平民愤 。,王临乙 塑 人物一 人物二 跪 平民愤,1,0
TRAIN_SENT_ID_250057,张无忌,赵敏,赵敏 即使 是 扮做 大汉 ， 也 能 把 张无忌 迷 的 神魂颠倒 。,人物二 扮做 大汉  人物一 迷 神魂颠倒,1,0
TRAIN_SENT_ID_274023,白素,卫斯理,叙述 卫斯理 与 白素 浪漫 相处 过程 。,叙述 人物二 人物一 浪漫 相处 过程,1,0
TRAIN_SENT_ID_263003,熊美玲,林秋离,No.64 我 那么 那么 想 你 林秋离 熊美玲 杨林,想 人物二 人物一 杨林,1,0
TRAIN_SENT_ID_279636,窦仙童,薛丁山,第十八回 薛丁山 领兵 救父 窦仙童 擒捉 丁山,第十八回 人物二 领兵 救父 人物一 擒捉 丁山,1,-1
TRAIN_SENT_ID_274883,晏几道,晏殊,第三 讲 范仲淹 、 晏殊 、 晏几道 ， 欧阳修,第三 讲 范仲淹  人物二  人物一  欧阳修,-1,0
TRAIN_SENT_ID_261486,谢依纯,马国毕,谢依纯 、 马国毕 、 婷婷,人物一  人物二  婷婷,1,0
TRAIN_SENT_ID_268855,夏雪,刘梅,《 双喜临门 》 ： 夏雪 比赛 获奖 ， 刘梅 领了 奖金 ， 夏家 可谓 双喜临门 。,双喜临门   人物一 比赛 获奖  人物二 领了 奖金  夏家 可谓 双喜临门,-1,0
TRAIN_SENT_ID_277553,柴绍,平阳公主,卷 五十八 列传 第八 唐俭 、 长孙顺德 、 刘弘基 、 殷峤 、 刘政会 、 柴绍 （ 平阳公主 、 马三宝 附 ） 、 武士彟 （ 长兄 武士棱 、 次兄 武士 逸 ）,卷 五十八 列传 第八 唐俭  长孙顺德  刘弘基  殷峤  刘政会  人物一  人物二  马三宝 附   武士彟  长兄 武士棱  次兄 武士 逸,1,0
TRAIN_SENT_ID_258983,王熙凤,贾琏,并 用药 将 二姐 的 身孕 堕下 ， 待 贾琏 回来 要 与 二姐 相见 ， 被 王熙凤 阻拦 。,用药 二姐 身孕 堕下  人物二 回来 二姐 相见  人物一 阻拦,1,0
TRAIN_SENT_ID_273316,秦香莲,陈世美,这个 没有 多少 慷慨悲歌 、 愤怒 指责 的 “ 冷处理 ” ， 把 秦香莲 的 心理 动作 推向 更 高 的 层次 ， 所以 让 陈世美 不寒而栗 ， 这是 第三个 台阶 。,没有 慷慨悲歌  愤怒 指责  冷处理   人物一 心理 动作 推向 更 高 层次  人物二 不寒而栗  这是 第三个 台阶,1,0
