sent_id,entity1,entity2,sent,processed_sent,label,hard_match
TRAIN_SENT_ID_260105,齐良迟,齐白石,先后 毕业 于 徐州 师范大学 、 北京 齐白石 艺术 函授 学院 ， 结业 于 中国美术学院 ， 受业 于 齐良迟 ， 李燕 、 常书鸿 、 谷文达 等 先生 。,先后 毕业 徐州 师范大学  北京 人物二 艺术 函授 学院  结业 中国美术学院  受业 人物一  李燕  常书鸿  谷文达 先生,-1,-1
TRAIN_SENT_ID_255690,蒋介石,宋美龄,其中 从 乾隆 墓 中 盗取 的 最为 宝贵 的 九龙 宝剑 送给 了 蒋介石 ， 慈禧 口中 含 的 那颗 南海 宝珠 送给 了 宋美龄 ， 金玉 西瓜 送给 了 宋子文 。,乾隆 墓 中 盗取 最为 宝贵 九龙 宝剑 送给 人物一  慈禧 口中 含 那颗 南海 宝珠 送给 人物二  金玉 西瓜 送给 宋子文,1,-1
TRAIN_SENT_ID_264635,赵无忌,卫凤娘,2 人物 : 作者 : 古龙 主要 人物 : 赵无忌 白玉雕 龙凤 佩 次要 人物 : 卫凤娘 ： 赵无忌 的 妻子,人物  作者  古龙 主要 人物  人物一 白玉雕 龙凤 佩 次要 人物  人物二  人物一 妻子,1,-1
TRAIN_SENT_ID_260441,严嵩,严世蕃,严世蕃 、 罗龙文 被 处死 ， 籍没 严嵩 家产 。,人物二  罗龙文 处死  籍没 人物一 家产,-1,0
TRAIN_SENT_ID_283620,李仲宣,李煜,小字 娥 皇 ， 南唐 司徒 周宗 长女 ， 李煜 第一任 皇后 ， 育二子 ： 李仲寓 和 李仲宣 。,小字 娥 皇  南唐 司徒 周宗 长女  人物二 第一任 皇后  育二子  李仲寓 人物一,-1,-1
TRAIN_SENT_ID_260325,穆桂英,杨宗保,杨宗保 招亲 ， 女将 穆桂英 归,人物二 招亲  女将 人物一,1,-1
TRAIN_SENT_ID_279197,安琪,齐远,齐远 感叹 ， 安琪 一直 抗拒 出门 ， 有 一大 部门 原因 是因为 媒体 ， 可是 她 现在 居然 不 抗拒 了 。,人物二 感叹  人物一 一直 抗拒 出门  一大 部门 原因 是因为 媒体  现在 居然 抗拒,1,0
TRAIN_SENT_ID_272782,谢烨,顾城,1993 年 10 月 8 日 ， 朦胧诗 的 代表 诗人 顾城 在 新西兰 激流 岛 杀死 其 妻子 谢烨 ， 随后 上吊自杀 。,年  月  日  朦胧诗 代表 诗人 人物二 新西兰 激流 岛 杀死 妻子 人物一  上吊自杀,1,-1
TRAIN_SENT_ID_250070,张无忌,赵敏,话 说 他 不是 小鱼儿 大哥 的 小 仙女 ， 也 不是 赵敏 大姐 的 张无忌 。,话 说 小鱼儿 大哥 仙女  人物二 大姐 人物一,1,-1
TRAIN_SENT_ID_275776,李沅芷,余鱼同,余鱼同 人物 经历 : 金笛秀才 余鱼同 ， 暗恋 骆冰 ， 后来 娶 了 一心 爱慕 他 的 李沅芷 。,人物二 人物 经历  金笛秀才 人物二  暗恋 骆冰  后来 娶 一心 爱慕 人物一,1,-1
TRAIN_SENT_ID_269689,鲁元公主,刘邦,消灭 异姓 王废 赵王 : 赵王张 骜 为 刘邦 之 女婿 ， 娶 鲁元公主 。,消灭 异姓 王废 赵王  赵王张 骜 人物二 女婿  娶 人物一,-1,-1
TRAIN_SENT_ID_261929,安雯,苏越,经过 婚后 的 生活 ， 安雯 和 苏越 深知 ， 夫妻 之间 经历 过 的 美好生活 ， 就是 贮存 在 双方 记忆 深处 的 “ 感情 资本 ” 和 情感 体验 。,婚后 生活  人物一 人物二 深知  夫妻 之间 经历 美好生活  贮存 双方 记忆 深处  感情 资本  情感 体验,1,1
TRAIN_SENT_ID_256122,蒋介石,宋美龄,漂亮 的 、 穿着 讲究 的 、 受过 美国 高等教育 的 ， 宋美龄 ， 为 蒋介石 那个 与 上层社会 的 现实 格格不入 的 政权 装饰 了 门面 。,漂亮  穿着 讲究  受过 美国 高等教育  人物二  人物一 上层社会 现实 格格不入 政权 装饰 门面,1,1
TRAIN_SENT_ID_282191,杨铁心,杨康,杨铁心 携 养女 辗转 来到 金 都 燕京 ， 比武招亲 ， 殊 不料 遇 轻薄 儿 竟是 亲 生之子 杨康 。,人物一 携 养女 辗转 来到 金 燕京  比武招亲  殊 遇 轻薄 竟是 亲 生之子 人物二,-1,-1
TRAIN_SENT_ID_286933,李德麟,林珍奇,其 父亲 是 扒 王之王 餐厅 董事总经理 李德麟 ， 母亲 是 息影 艺人 林珍奇 。,父亲 扒 王之王 餐厅 董事总经理 人物一  母亲 息影 艺人 人物二,1,-1
TRAIN_SENT_ID_264626,纪晓芙,杨不悔,（ 张翠山 之死 、 莫声谷 之死 以及 光明 顶上 杨不悔 揭开 纪晓芙 之死 真相 时 ）,张翠山 之死  莫声谷 之死 光明 顶上 人物二 揭开 人物一 之死 真相 时,-1,-1
TRAIN_SENT_ID_271547,高城沙耶,高城百合子,末世 行 相关 人物 : 女主角 ： 宫本丽 、 毒岛冴子 、 小室 葵 、 高城百合子 、 高城沙耶 、 鞠川静香 … …,末世 行 相关 人物  女主角  宫本丽  毒岛冴子  小室 葵  人物二  人物一  鞠川静香,-1,1
TRAIN_SENT_ID_275990,贾午,贾充,贾充 香 详细 释义 : 贾充 香典源 : 母 贾午 ， 充 少女 也 。,人物二 香 详细 释义  人物二 香典源  母 人物一  充 少女,-1,-1
TRAIN_SENT_ID_271143,彭丽媛,习近平,彭丽媛 一身 黑 双排 扣 风衣 配合 习近平 的 造型 ， 深色 的 整身 造型 用 丝巾 点亮 ， 简约 而 典雅 。,人物一 一身 黑 双排 扣 风衣 配合 人物二 造型  深色 整身 造型 丝巾 点亮  简约 典雅,1,0
TRAIN_SENT_ID_283903,曾柔,韦小宝,玩完 九人 同床 的 闹剧 后 ， 小宝 对 阿 珂 威逼利诱 ， 曾柔 生气 了 ： 【 韦小宝 一 怔 ， 问道 ： “ 为什么 ？ ”,玩完 九人 同床 闹剧  小宝 珂 威逼利诱  人物一 生气   人物二 怔  问道,1,-1
TRAIN_SENT_ID_275451,董祀,蔡文姬,《 蔡文姬 》 中 的 董祀 ，,人物二  中 人物一,1,1
TRAIN_SENT_ID_268144,樊梨花,薛丁山,薛丁山 夫妻 把 寿拜 ， 樊梨花 移山倒海 算是 一个 女 裙钗 。,人物二 夫妻 寿拜  人物一 移山倒海 算是 一个 女 裙钗,1,1
TRAIN_SENT_ID_274794,丁玲,胡也频,与 这件 事 异曲同工 的 还有 他 保护 胡也频 、 丁玲 夫妇 的 往事 。,这件 事 异曲同工 保护 人物二  人物一 夫妇 往事,1,1
TRAIN_SENT_ID_285608,邢李源,林青霞,邢李源 林青霞 夫妇,人物一 人物二 夫妇,1,1
TRAIN_SENT_ID_279048,陈昊苏,陈毅,陈昊苏 子承父业 : 在 陈毅 兼任 外交部长 期间 ， 曾 陪同 周总理 多次 出国访问 。,人物一 子承父业  人物二 兼任 外交部长 期间  陪同 周总理 多次 出国访问,-1,0
TRAIN_SENT_ID_276750,丁夫人,曹操,后来 曹昂 在 宛城 战死 ， 丁夫人 悲痛欲绝 ， 常常 数落 曹操 ， 曹操 一怒之下 ， 将 她 打发 回 了 娘家 。,后来 曹昂 宛城 战死  人物一 悲痛欲绝  常常 数落 人物二  人物二 一怒之下  打发 回 娘家,1,1
TRAIN_SENT_ID_274058,白素,卫斯理,卫斯理 不解 ， 求原 教授 解疑 ， 遇见 白素 ， 二人 携球 出发 去 银月村 一探 究竟 。,人物二 不解  求原 教授 解疑  遇见 人物一  二人 携球 出发 银月村 一探 究竟,1,1
TRAIN_SENT_ID_283862,方美芳,方伟,他 反思 自己 走过 的 路 ： 当初 年少 轻狂 ， 与 方美芳 生 下 儿子 方伟 ， 酿下 的 这杯 苦酒 让 他 这些 年 无法 得到 解脱 ， 在 痛苦 的 深渊 里 沉沉 浮浮 。,反思 走过 路  当初 年少 轻狂  人物一 生 儿子 人物二  酿下 这杯 苦酒 年 无法 得到 解脱  痛苦 深渊 里 沉沉 浮浮,-1,-1
TRAIN_SENT_ID_262549,扶苏,秦始皇,同时 ， 还 以 秦始皇 的 名义 指责 扶苏 为子 不孝 、 蒙恬 为臣 不忠 ， 让 他们 自杀 ， 不得 违抗 。,人物二 名义 指责 人物一 为子 不孝  蒙恬 为臣 不忠  自杀  违抗,-1,0
TRAIN_SENT_ID_270532,关平,关羽,西殿 祀 关羽 ， 附祀 关平 、 周苍 。,西殿 祀 人物二  附祀 人物一  周苍,-1,0
TRAIN_SENT_ID_251239,廖仲恺,何香凝,后世 纪念 : 墓葬 : 廖仲恺 与 妻 何香凝 墓 ， 位于 南京 紫金山 南麓 天堡 城下 。,后世 纪念  墓葬  人物一 妻 人物二 墓  位于 南京 紫金山 南麓 天堡 城下,1,0
TRAIN_SENT_ID_262348,汪精卫,陈璧君,听说 汪精卫 要 同 自己 离婚 ， 陈璧君 有些 害怕 ， 不敢 再 闹 下去 了 。,听说 人物一 离婚  人物二 害怕  不敢 闹 下去,1,1
TRAIN_SENT_ID_281604,白岩松,朱宏钧,白清扬 （ 1998 年 11 月 — ） 央视 名嘴 白岩松 和 经济 之声 编辑部 的 主任 朱宏钧 的 儿子 。,白清扬   年  月   央视 名嘴 人物一 经济 之声 编辑部 主任 人物二 儿子,1,-1
TRAIN_SENT_ID_276511,尤氏,贾珍,金荣 的 母亲 觉得 不 公平 就 去 贾珍 府 里 找 尤氏 说理 。,金荣 母亲 觉得 公平 人物二 府 里 找 人物一 说理,1,1
TRAIN_SENT_ID_277091,浦安修,彭德怀,彭德怀 看到 浦安修 被 蹂躏 得 失去 形体 ， 心如刀绞 ， 发疯 似的 呼喊 ： “ 你们 打 我 吧 ！,人物二 看到 人物一 蹂躏 失去 形体  心如刀绞  发疯 呼喊,1,0
TRAIN_SENT_ID_279485,谭梅,朱军,造型师 在 餐厅 里 给 谭梅 化妆 ， 朱军 跟 过去 欣赏 ， 采访 便 在 很 随意 的 气氛 中 开始 了 。,造型师 餐厅 里 人物一 化妆  人物二 过去 欣赏  采访 便 随意 气氛 中,1,1
TRAIN_SENT_ID_277258,王惠,郭德纲,出名 之前 ， 郭德纲 还 能 经常 和 王惠 拉 着 狗 出去 遛 一圈 ， 逛个 市场 买点 菜 ， 顺道 再 买 两张 新出 的 影碟 。,出名 之前  人物二 经常 人物一 拉 狗 出去 遛 一圈  逛个 市场 买点 菜  顺道 买 两张 新出 影碟,1,1
TRAIN_SENT_ID_268250,王小利,李琳,有 一天 ， 王小利 带 着 “ 儿子 ” 小 沈阳 去 看 同学 李琳 ， 事情 由 一封 情书 “ 引起 ” ， 不过 ， 当中 却 闹 了 很多 误会 。,一天  人物一 带  儿子  沈阳 同学 人物二  事情 一封 情书  引起    当中 闹 很多 误会,1,-1
TRAIN_SENT_ID_283218,李大仁,程又青,"2 内容简介 : 曾 有人 对 着 她 说 过 “ 不管 在 何时何地 , 只要 你 开口 , 我 都 会 像 李大仁 对待 程又青 一样 对待 着 你 , 第一 时间 赶到 你 身边 。 ”",内容简介  有人 说  何时何地  开口  会 人物一 人物二  第一 时间 赶到 身边,1,1
TRAIN_SENT_ID_270132,罗成,罗艺,1 人物 简介 : 隋唐 时期 罗艺 之孙 （ 祖母 姜桂芝 ） ， 罗松 之子 ， 罗成 的 侄子 。,人物 简介  隋唐 时期 人物二 之孙  祖母 姜桂芝   罗松 之子  人物一 侄子,-1,-1
TRAIN_SENT_ID_258446,张兆和,沈从文,《 沈从文 家书 （ 上下 ） 》 是 2005 年 由 江苏教育出版社 出版 的 图书 ， 作者 是 沈从文 / 张兆和,人物二 家书     年 江苏教育出版社 出版 图书  作者 人物二  人物一,1,-1
TRAIN_SENT_ID_264339,贾环,赵姨娘,例如 ： 《 红楼梦 》 中 贾环 的 母亲 ， 贾政 的 小 妾 赵姨娘 。,红楼梦  中 人物一 母亲  贾政 妾 人物二,-1,-1
TRAIN_SENT_ID_265391,戚夫人,刘如意,戚懿 刘邦 宠妃 : 戚懿 人物 生平 : 戚夫人 是 汉高祖 刘邦 的 宠妃 ， 生 赵王 刘如意 。,戚懿 刘邦 宠妃  戚懿 人物 生平  人物一 汉高祖 刘邦 宠妃  生 赵王 人物二,-1,-1
TRAIN_SENT_ID_274339,方怡,韦小宝,鹿 牵 姻缘 新郎 ： 2000 版 广播剧 鹿鼎记 韦小宝 － 陈奕迅 新娘 ： 1998 年 TVB 版 鹿鼎记 方怡 － － 徐濠萦,鹿 牵 姻缘 新郎   版 广播剧 鹿鼎记 人物二  陈奕迅 新娘   年  版 鹿鼎记 人物一   徐濠萦,1,-1
TRAIN_SENT_ID_258720,刘禅,刘备,223 年 刘备 去世 后 ， 诸葛亮 辅佐 刘禅 ， 刘禅 多次 任命 诸葛亮 率军 北伐 。,年 人物二 去世  诸葛亮 辅佐 人物一  人物一 多次 任命 诸葛亮 率军 北伐,-1,-1
TRAIN_SENT_ID_271828,阎婆惜,宋江,2 、 明 施耐庵 《 水浒 》 第二十一回 《 虔婆 醉 打 唐牛儿 宋江怒 杀 阎婆惜 》 吓 得 宋江 慌作一团 ， 连忙 掩 住口 道 ： “ 不要 叫 ！ ”,明 施耐庵  水浒  第二十一回  虔婆 醉 唐牛儿 人物二怒 杀 人物一  人物二 慌作一团  连忙 掩 住口 道   不要,1,1
TRAIN_SENT_ID_278581,岳灵珊,岳不群,"他成 了 岳灵珊 的 哥哥 , 令狐冲 的 师兄 , 当然 也 就 成 了 岳不群 的 儿子 。",他成 人物一 哥哥  令狐冲 师兄  成 人物二 儿子,-1,-1
TRAIN_SENT_ID_274747,龙啸云,林诗音,李寻欢 之 表妹 ， 亦 是 他 青梅竹马 的 恋人 ， 但 李 为了 结拜 大哥 龙啸云 ， 将 林诗音 “ 送 ” 给 了 龙 ， 悲剧 由此 引发 … …,李寻欢 表妹  青梅竹马 恋人  李 结拜 大哥 人物一  人物二  送  龙  悲剧 引发,1,0
TRAIN_SENT_ID_285491,李宛妲,马悠,父亲 ： 马悠 （ JosefMargraf ） 2010 年 1 月 26 日 心脏病发 病逝 于 家中 李宛妲 李林妲 ( 4 张 ),父亲  人物二     年  月  日 心脏病发 病逝 家中 人物一 李林妲   张,-1,-1
TRAIN_SENT_ID_259127,刘备,刘禅,为了 大局 着想 没有 打 起来 ， 而 被 刘禅 抓去 见 刘备 ， 哪 知易 小霏 竟然 认识 刘备 ， 麻烦 解除 。,大局 着想 没有 起来  人物二 抓去 见 人物一  知易 小霏 竟然 认识 人物一  麻烦 解除,-1,-1
TRAIN_SENT_ID_286274,季平子,季悼子,季悼子 生 季平子 。,人物二 生 人物一,-1,-1
TRAIN_SENT_ID_271310,文馨,林多俊,林多俊 和 文馨 的 女儿 ， 长得 漂亮 可爱 水灵 ， 懂事 礼貌 ， 爱憎分明 ， 让 人 怜爱 交加 。,人物二 人物一 女儿  长得 漂亮 可爱 水灵  懂事 礼貌  爱憎分明  怜爱 交加,1,1
TRAIN_SENT_ID_262045,李纨,贾兰,李纨 的 “ 晚 韶华 ” 与 贾兰 的 “ 虚名 儿,人物一  晚 韶华  人物二  虚名,-1,0
TRAIN_SENT_ID_283591,侯佩岑,黄伯俊,黄伯俊 望 了 侯佩岑 一眼 ， 见 未婚妻 摇头 后 ， 继续 维持 一脸 酷样 直到 上车 。,人物二 人物一 一眼  见 未婚妻 摇头  继续 维持 一脸 酷样 上车,1,0
TRAIN_SENT_ID_283544,高炜晟,高天峰,警方 随后 查明 ， 高天峰 的 儿子 高炜晟 涉嫌 雇凶 杀人 。,警方 查明  人物二 儿子 人物一 涉嫌 雇凶 杀人,-1,-1
TRAIN_SENT_ID_273829,陈可辛,陈是知,2006 年 4 月 ， 吴君如 与 陈可辛 相恋 九年 后 ， 诞下 女婴 陈是知 。,年  月  吴君如 人物一 相恋 九年  诞下 女婴 人物二,-1,-1
TRAIN_SENT_ID_274546,薛丁山,薛仁贵,薛仁贵 征东 · 薛丁山 征西 内容简介 : 《 薛仁贵 征东 ?,人物二 征东  人物一 征西 内容简介   人物二 征东,-1,1
TRAIN_SENT_ID_274844,晏几道,晏殊,阮郎归 · 天边 金掌露 成霜 创作 背景 : 晏几道 是 晏殊 幼子 ， 年轻 的 时候 过 着 酒筵 歌席 的 富贵 生活 。,阮郎归  天边 金掌露 成霜 创作 背景  人物一 人物二 幼子  年轻 酒筵 歌席 富贵 生活,-1,-1
TRAIN_SENT_ID_275941,黄日华,黄芷晴,当 记者 赞 黄芷晴 样貌 出众 ， 有 条件 进军 娱乐圈 时 ， 黄日华 则 并 不 排斥 ， “ 她 应该 先 把 书 读完 吧 。,记者 赞 人物二 样貌 出众  条件 进军 娱乐圈 时  人物一 排斥   应该 先 书 读完,-1,-1
TRAIN_SENT_ID_253615,沈浪,朱七七,朱七七 假扮 成 「 幽灵 宫主 」 ， 希望 死 在 沈浪 手中 。,人物二 假扮 成  幽灵 宫主   希望 死 人物一 手中,1,1
TRAIN_SENT_ID_282196,杨铁心,杨康,他 不愿 草草 成婚 ， 南下 寻找 杨康 ， 陆遇 女扮男装 的 小 叫 花 ， 情投意合 ， 慨 杨铁心 然以 汗血 宝马 相赠 。,不愿 草草 成婚  南下 寻找 人物二  陆遇 女扮男装 花  情投意合  慨 人物一 然以 汗血 宝马 相赠,-1,-1
TRAIN_SENT_ID_268607,潘金莲,武大郎,西门庆 与 潘金莲 勾搭 成奸 ， 武大郎 捉奸 之时 被 奸夫 西门庆 踢伤 胸口 ， 继而 被 妻 潘金莲 落 毒害 死 。,西门庆 人物一 勾搭 成奸  人物二 捉奸 之时 奸夫 西门庆 踢伤 胸口  妻 人物一 落 毒害 死,1,-1
TRAIN_SENT_ID_266007,韦春花,韦小宝,韦小宝 人物 关系 : 母亲 ： 韦春花,人物二 人物 关系  母亲  人物一,-1,-1
TRAIN_SENT_ID_276386,秦始皇,秦庄襄王,秦始皇 帝者 ， 秦庄襄王 子 也 。,人物一 帝者  人物二 子,-1,-1
TRAIN_SENT_ID_263815,刘嘉玲,梁朝伟,梁朝伟 、 刘德华 、 刘嘉玲,人物二  刘德华  人物一,1,0
TRAIN_SENT_ID_282434,庾家麟,庾澄庆,后 与 国大代表 庾家麟 结婚 后 ， 很少 在 舞台 出现 ， 她 的 儿子 庾澄庆 倒 活耀于 演艺圈 舞台 。,国大代表 人物一 结婚  很少 舞台 出现  儿子 人物二 倒 活耀于 演艺圈 舞台,-1,-1
TRAIN_SENT_ID_279216,何超琼,蓝琼缨,蓝琼缨 为 何鸿燊 生 了 一 男四女 ， 他们 是 ： 何超琼 、 何超凤 、 何超葭 、 何超仪 、 何猷龙 。,人物二 何鸿燊 生 男四女   人物一  何超凤  何超葭  何超仪  何猷龙,-1,-1
TRAIN_SENT_ID_254194,邢夫人,贾赦,于是 惊动 了 众人 ， 连 贾赦 、 邢夫人 、 贾珍 、 贾政 并琏 、 蓉 、 芸 、 萍 、 薛姨妈 、 薛蟠,惊动 众人  人物二  人物一  贾珍  贾政 并琏  蓉  芸  萍  薛姨妈  薛蟠,1,0
TRAIN_SENT_ID_273953,江冬秀,胡适,7 、 江冬秀 （ 1890 - 1975 ） ， 现代 著名 学者 胡适 夫人 。,人物一       现代 著名 学者 人物二 夫人,1,1
TRAIN_SENT_ID_274878,晏几道,晏殊,晏姓 晏几道 : 字叔原 ， 号 小山 ， 晏殊 的 第七 子 ， 也 是 北宋 有名 的 词人 ， 他 的 词多 感伤 情调 。,晏姓 人物一  字叔原  号 小山  人物二 第七 子  北宋 有名 词人  词多 感伤 情调,-1,-1
TRAIN_SENT_ID_257412,袁克文,袁世凯,澄 澹 榭 额书 有 “ 澄 澹 ” 二字 ， 联日 ： “ 芳 沼拂席 ： 垂檐 带空 ” ， 为 袁世凯 的 次子 袁克文 所书 。,澄 澹 榭 额书  澄 澹  二字  联日   芳 沼拂席  垂檐 带空   人物二 次子 人物一 所书,-1,-1
TRAIN_SENT_ID_279459,郭啸天,李萍,祖父母 ： 郭啸天 、 李萍,祖父母  人物一  人物二,1,0
TRAIN_SENT_ID_283245,刘诺一,刘烨,刘烨 闻讯 后 连忙 在 微博中 约 起 了 娃娃亲 ， 向 吴彦祖 推荐 起 了 爱子 刘诺一 ， 如果 吴彦祖 家生 女儿 ， 希望 给诺 一当 媳妇 。,人物二 闻讯 连忙 微博中 约 娃娃亲  吴彦祖 推荐 爱子 人物一  吴彦祖 家生 女儿  希望 给诺 一当 媳妇,-1,-1
TRAIN_SENT_ID_278270,王珂,刘涛,一向 以 “ 贤妻 ” 形象 深入人心 的 刘涛 ， 这次 不喊 王珂 回家 吃饭 ， 改为 50 位 天才少年 点赞 了 。,一向  贤妻  形象 深入人心 人物二  不喊 人物一 回家 吃饭  改为  位 天才少年 点赞,1,1
TRAIN_SENT_ID_269899,张默,张国立,2 个人 生活 : 牛萌萌 男友 是 张国立 儿子 张默 。,个人 生活  牛萌萌 男友 人物二 儿子 人物一,-1,-1
TRAIN_SENT_ID_282704,张庭,林瑞阳,今年 1 月 6 日 ， “ 酒窝 美女 ” 张庭 产下 一 子 ， 林瑞阳 携 爱女 前去 医院 看望 引 关注 。,今年  月  日   酒窝 美女  人物一 产下 子  人物二 携 爱女 前去 医院 看望 引 关注,1,1
TRAIN_SENT_ID_249824,唐悠悠,关谷神奇,好友 ： 吕子乔 、 关谷神奇 、 唐悠悠 、 胡一菲 、 陆展博 、 林宛瑜 、 曾小贤 、 张伟 。,好友  吕子乔  人物二  人物一  胡一菲  陆展博  林宛瑜  曾小贤  张伟,1,1
TRAIN_SENT_ID_268651,潘金莲,武大郎,但 潘金莲 毫不犹豫 地 选择 了 带有 很大 风险 的 后 一种 选择 ， 终于 ， 她 在 王婆 、 西门庆 的 教唆 下 ， 残忍 毒死 了 武大郎 。,人物一 毫不犹豫 选择 带有 很大 风险 一种 选择  终于  王婆  西门庆 教唆  残忍 毒死 人物二,1,0
TRAIN_SENT_ID_268262,王小利,李琳,1999 年 ， 王小利 毅然 离开 事业 如日中天 的 和平 大戏院 ， 背着 一根 台 球杆 就 来到 了 辽宁 去 找 李琳 。,年  人物一 毅然 离开 事业 如日中天 和平 大戏院  背着 一根 台 球杆 来到 辽宁 找 人物二,1,-1
TRAIN_SENT_ID_284320,薛葵,薛刚,薛刚 为报 国仇家恨 ， 凉 借兵 ， 薛葵 、 薛蛟 二 小将 出世 。,人物二 为报 国仇家恨  凉 借兵  人物一  薛蛟 二 小将 出世,-1,0
TRAIN_SENT_ID_284412,宋哀公,宋戴公,子 撝 ： 宋哀公 之子 ， 公元前 799 ～ 前 766 年 ， 宋戴公 ， 葬于 河南 商丘 旧城区 地下 待考,子 撝  人物一 之子  公元前   前  年  人物二  葬于 河南 商丘 旧城区 地下 待考,-1,-1
TRAIN_SENT_ID_273987,白素,卫斯理,白素 蓝血人 、 回归 悲剧 （ 1964 ） : 日本 最有 前途 的 女 滑雪 选手 草 田芳 子 ， 忽然 自 山坡 上 跌 下 ， 被 卫斯理 救 了 。,人物一 蓝血人  回归 悲剧     日本 最有 前途 女 滑雪 选手 草 田芳 子  忽然 山坡 跌  人物二 救,1,-1
TRAIN_SENT_ID_262404,汪精卫,陈璧君,在 吴世荣 家里 ， 陈璧君 见到 了 汪精卫 。,吴世荣 家里  人物二 见到 人物一,1,0
TRAIN_SENT_ID_272514,韦丛,元稹,求官 心切 的 元稹 考虑 到 崔莺莺 虽然 才貌双全 ， 但 对 他 的 仕途 进取 没有 多大 帮助 ， 所以 权衡得失 ， 最后 还是 弃莺莺 而 娶 了 韦丛 。,求官 心切 人物二 考虑 崔莺莺 才貌双全  仕途 进取 没有 多大 帮助  权衡得失  最后 弃莺莺 娶 人物一,1,1
