sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_262038,李纨,贾兰,李纨 — — 金陵 十二钗 之 十一 ， 贾珠 遗孀 ， 生子 贾兰 。,人物一   金陵 十二钗 十一  贾珠 遗孀  生子 人物二,-1
TRAIN_SENT_ID_268297,秦始皇,扶苏,难道 太子 忘掉 前朝 秦始皇 的 太子 扶苏 受 冤屈 而 死 的 事情 了 吗 ？ ”,难道 太子 忘掉 前朝 人物一 太子 人物二 受 冤屈 死 事情,-1
TRAIN_SENT_ID_277928,梁从诫,梁思成,薪火 四代 内容 介绍 : 本书 为 梁启超 、 梁思成 林徽因 、 梁从诫 、 梁帆 一家 四代 人 作品 的 精选本 。,薪火 四代 内容 介绍  本书 梁启超  人物二 林徽因  人物一  梁帆 一家 四代 作品 精选本,-1
TRAIN_SENT_ID_269483,荆轲,荆天明,荆天明 角色 经历 : 荆天明 第一部 : 荆轲 、 丽姬本 是 青梅竹马 。,人物二 角色 经历  人物二 第一部  人物一  丽姬本 青梅竹马,-1
TRAIN_SENT_ID_279201,安琪,齐远,齐远 告诉 记者 关于 安琪 的 一切 ， 这时 三朵 小花 推 着 安琪 唱着歌 走 过来 ， 齐飞 告诉 记者 ， 安琪 答应 了 哥哥 的 求婚 ， 所以 她 必须 复活 。,人物二 告诉 记者 人物一  三朵 小花 推 人物一 唱着歌 走 过来  齐飞 告诉 记者  人物一 答应 哥哥 求婚  必须 复活,1
TRAIN_SENT_ID_270508,关平,关羽,关羽 回到 营寨 ， 对 关平 说 ： “ 庞德 的 刀法 非常 娴熟 ， 真 不愧为 曹营 勇 将 啊 。 ”,人物二 回到 营寨  人物一 说   庞德 刀法 非常 娴熟  真 不愧为 曹营 勇,-1
TRAIN_SENT_ID_249346,后稷,姜嫄,据 县志 载 ， 明 弘治 年间 重修 建有 姜嫄 祠 、 后稷 祠 、 天皇 堂 、 罗汉洞 ， 吕祖洞 、 唐太宗 读书处 等 十多座 古建筑 ， 统称 上阁 寺 。,县志 载  明 弘治 年间 重修 建有 人物二 祠  人物一 祠  天皇 堂  罗汉洞  吕祖洞  唐太宗 读书处 十多座 古建筑  统称 上阁 寺,-1
TRAIN_SENT_ID_283577,张志毅,张德江,张志毅 家庭 : 儿 ， 张德江 ， 现任 中共 中央政治局常委 ， 十二届 全国人大常委会 委员长 。,人物一 家庭   人物二  现任 中共 中央政治局常委  十二届 全国人大常委会 委员长,-1
TRAIN_SENT_ID_275938,黄日华,黄芷晴,黄芷晴 － 香港 演员 （ 香港 著名演员 黄日华 与 梁洁华 爱女 ）,人物二  香港 演员  香港 著名演员 人物一 梁洁华 爱女,-1
TRAIN_SENT_ID_270184,蒋雯丽,顾长卫,四 、 一对 互相 欣赏 的 夫妻 — — 蒋雯丽 和 顾长卫 夫妇,四  一对 互相 欣赏 夫妻   人物一 人物二 夫妇,1
TRAIN_SENT_ID_270008,张耳,张敖,鲁元公主 《 张耳 陈余 传 》 : 说 张敖 死 在 高后 六年 ， 《 吕后 本纪 》 言 张敖 死 在 高后 七年 ， 此 又 有 异论 也 。,鲁元公主  人物一 陈余 传   说 人物二 死 高后 六年   吕后 本纪  言 人物二 死 高后 七年  异论,-1
TRAIN_SENT_ID_264972,刘星,刘梅,夏东海 转而 劝 刘梅 对 刘星 要 慢慢来 ， 要 说服 不能 压服 。,夏东海 转而 劝 人物二 人物一 慢慢来  说服 不能 压服,-1
TRAIN_SENT_ID_274660,傅敏,傅雷,心如 水晶 一般 透明 — — 傅敏 心中 目中 的 傅雷,心如 水晶 透明   人物一 心中 目中 人物二,-1
TRAIN_SENT_ID_273514,殷素素,张翠山,对此 懵然 不知 的 武当 五侠 张翠山 与 殷素素 婚后 十年 方知 此事 ， 愧怒 之余 ， 自刎 于 群雄 面前 。,对此 懵然 不知 武当 五侠 人物二 人物一 婚后 十年 方知 此事  愧怒 之余  自刎 群雄 面前,1
TRAIN_SENT_ID_258624,刘禅,刘备,类型 ： 传统戏 剧情 : 描写 诸葛亮 受 刘备 托孤 重任 ， 决心 出兵 伐 魏 ， 上 出师表 ， 辞 刘禅 出师 。,类型  传统戏 剧情  描写 诸葛亮 受 人物二 托孤 重任  决心 出兵 伐 魏  出师表  辞 人物一 出师,-1
TRAIN_SENT_ID_265276,贾琏,贾赦,皇宫 通过 这个 贵妃 娘娘 的 关系 ， 促使 了 贾赦 、 贾珍 、 贾琏 等 人 有恃无恐 地 进行 打点 进贡 ， 太监 勒索 ， 开支 日繁 。,皇宫 贵妃 娘娘 关系  促使 人物二  贾珍  人物一 有恃无恐 进行 打点 进贡  太监 勒索  开支 日繁,-1
TRAIN_SENT_ID_260233,穆桂英,杨宗保,穆 天王 剧情 介绍 : 穆桂英 擒获 杨宗保 ， 慕其 英俊 ， 拟 与 缔婚 ； 宗保 不敢 私自 招亲 ， 桂英愿 献出 降龙木 ， 共破 天门 阵 ， 杨乃 允从 。,穆 天王 剧情 介绍  人物一 擒获 人物二  慕其 英俊  拟 缔婚  宗保 不敢 私自 招亲  桂英愿 献出 降龙木  共破 天门 阵  杨乃 允从,1
TRAIN_SENT_ID_249366,后稷,姜嫄,此即 武功 有 姜嫄 、 后稷 祠 的 最早 记载 。,此即 武功 人物二  人物一 祠 最早 记载,-1
TRAIN_SENT_ID_285848,卢芳,胡军,胡皓 康 ， 胡军 与 卢芳 的 儿子 。,胡皓 康  人物二 人物一 儿子,1
TRAIN_SENT_ID_263133,毛福梅,蒋介石,5 从 发妻 到 “ 义 姊 ” ， 蒋介石 大 费周折 ， 但 毛福梅 毕竟 是 蒋经国 之 “ 生母 ” 。,发妻  义 姊   人物二 费周折  人物一 毕竟 蒋经国  生母,1
TRAIN_SENT_ID_283435,张月亮,张铁林,1 、 金 大川 刘畅 （ 奖励 ： 两张 直通 卡 ， 一张 送给 张铁林 和 张月亮 ）,金 大川 刘畅  奖励  两张 直通 卡  一张 送给 人物二 人物一,-1
TRAIN_SENT_ID_282540,关谷健次郎,关谷神奇,关谷奇迹 ， 关谷神奇 的 曾祖父 ， 关谷 神秘 的 高祖父 ， 关谷健次郎 的 祖父 。,关谷奇迹  人物二 曾祖父  关谷 神秘 高祖父  人物一 祖父,-1
TRAIN_SENT_ID_277670,曾叔常,曾书书,诛 仙风 回峰 : 曾书书 ： 青云 门风 回峰 首座 曾叔常 独子 ， 性子 活泼 机灵 ， 喜欢 收集 奇珍异宝 。,诛 仙风 回峰  人物二  青云 门风 回峰 首座 人物一 独子  性子 活泼 机灵  喜欢 收集 奇珍异宝,-1
TRAIN_SENT_ID_267972,樊梨花,薛丁山,薛仁贵 收 梨花 ， 令 与 薛丁山 成婚 ， 新婚夜 ， 丁山 误其 杀父 ， 责其 伤天 逆伦 ， 将 樊梨花 气回 寒江关 。,薛仁贵 收 梨花  令 人物二 成婚  新婚夜  丁山 误其 杀父  责其 伤天 逆伦  人物一 气回 寒江关,1
TRAIN_SENT_ID_257017,李嫣,王菲,由于 小 李嫣 患有 先天性 唇腭裂 ， 为此 李亚鹏 和 王菲 建立 了 嫣然 天使 基金 ， 以 帮助 那些 同样 患病 的 儿童 。,人物一 患有 先天性 唇腭裂  李亚鹏 人物二 建立 嫣然 天使 基金  帮助 同样 患病 儿童,-1
TRAIN_SENT_ID_277481,余鱼同,李沅芷,余鱼同 英俊潇洒 ， 长 的 一表人才 ， 初 非常 爱慕 已为 人妻 的 骆冰 ， 后 与 官家 小姐 李沅芷 相恋 并 最终 结为 连理 。,人物一 英俊潇洒  长 一表人才  初 非常 爱慕 已为 人妻 骆冰  官家 小姐 人物二 相恋 最终 结为 连理,1
TRAIN_SENT_ID_277892,樊娴都,樊重,人物 生平 : 樊娴都 ， 其父 樊重 性情温和 厚道 ， 做 事情 很 讲究 法度 。,人物 生平  人物一  其父 人物二 性情温和 厚道  做 事情 讲究 法度,-1
TRAIN_SENT_ID_266089,江浩坤,甘敬,江浩坤 是 李潇 编剧 的 都市 情感 剧 《 好 先生 》 中 的 男 二号 ， 陆远 的 发小 、 江莱 的 哥哥 、 甘敬 的 未婚夫 ， 商海 一 “ 壕 ” 。,人物一 李潇 编剧 都市 情感 剧  先生  中 男 二号  陆远 发小  江莱 哥哥  人物二 未婚夫  商海  壕,1
TRAIN_SENT_ID_276845,唐姬,刘发,唐姬 生 长沙 定王 刘发 。,人物一 生 长沙 定王 人物二,-1
TRAIN_SENT_ID_264606,纪晓芙,杨不悔,但是 ， 自古 男女授受不亲 ， 纪晓芙 如此 珍重 的 把 杨不悔 付托 给 张无忌 ， 是否 也 有 托付 其 终身 的 想法 在 其中 ， 不得而知 。,自古 男女授受不亲  人物一 珍重 人物二 付托 张无忌  是否 托付 终身 想法  不得而知,-1
TRAIN_SENT_ID_262702,杨不悔,纪晓芙,视 93 版 《 倚天 屠龙记 》 中一人 分饰 纪晓芙 及 杨不悔 。,视  版  倚天 屠龙记  中一人 分饰 人物二 人物一,-1
TRAIN_SENT_ID_272924,王岳伦,王诗龄,王岳伦 父女 （ 王岳伦 ： 天秤座 ； 王诗龄 ： 天秤座 ）,人物一 父女  人物一  天秤座  人物二  天秤座,-1
TRAIN_SENT_ID_276833,唐姬,刘发,唐姬 （ 唐儿 ） ， 生 长沙 定王 刘发 。,人物一  唐儿   生 长沙 定王 人物二,-1
TRAIN_SENT_ID_279346,石青璇,徐子陵,徐子陵 和 寇仲 完成 大业 之后 ， 向 石青璇 求婚 ， 获得 佳人 首肯 ， 终于 有情人终成眷属 ， 执子之手 、 与子偕老 。,人物二 寇仲 完成 大业 之后  人物一 求婚  获得 佳人 首肯  终于 有情人终成眷属  执子之手  与子偕老,1
TRAIN_SENT_ID_261548,关兴,关羽,关羽 = 简雍 + 关索 + 关兴 ( 2 ),人物二  简雍  关索  人物一,-1
TRAIN_SENT_ID_265142,尤二姐,贾琏,邢夫人 为了 维护 丈夫 的 颜面 ， 大骂 贾琏 ， 实际上 是 指桑骂槐 ， 等于 痛骂 了 尤二姐 。,邢夫人 维护 丈夫 颜面  大骂 人物二  实际上 指桑骂槐  等于 痛骂 人物一,1
TRAIN_SENT_ID_275981,况天佑,况天涯,因为 马小玲 阻止 况天佑 去 参加 人神 之战 ， 导致 地球 毁灭 ， 人类 灭绝 ， 况天涯 一直 恨 马小玲 。,马小玲 阻止 人物一 参加 人神 之战  导致 地球 毁灭  人类 灭绝  人物二 一直 恨 马小玲,-1
TRAIN_SENT_ID_276791,丁夫人,曹操,何况 曹操 还 让 丁夫人 改嫁 ， 不让 她 守活寡 ， 只是 丁夫人 不肯 ， 她 父母 也 不敢 。,人物二 人物一 改嫁  不让 守活寡  人物一 不肯  父母 不敢,1
TRAIN_SENT_ID_270502,关平,关羽,后来 于临 沮 小路 生擒 关羽 、 关平 。,后来 于临 沮 小路 生擒 人物二  人物一,-1
TRAIN_SENT_ID_266482,严世蕃,严嵩,近来 ， 严嵩 罢相 ， 严世蕃 被 处以 极刑 ， 勉强 可以 令人满意 ， 一时 人称 天下 清明 。,近来  人物二 罢相  人物一 处以 极刑  勉强 令人满意  一时 人称 天下 清明,-1
TRAIN_SENT_ID_276808,丁夫人,曹操,曹操 原配 丁夫人 ： 打得 过 流氓 ， 斗不过 小 三,人物二 原配 人物一  打得 流氓  斗不过 三,1
TRAIN_SENT_ID_260497,严嵩,严世蕃,他 上 密疏 ， 揭发 严嵩 与 严世蕃 所 行事 ， 引起 世宗 的 重视 。,密疏  揭发 人物一 人物二 行事  引起 世宗 重视,-1
TRAIN_SENT_ID_283927,高崃云,高钦中,高钦中 ， 号 “ 恒溪 ” ， 是 高崃云 的 长子 。,人物二  号  恒溪   人物一 长子,-1
TRAIN_SENT_ID_266943,关索,关羽,关索 向 张飞 说明 原委 ， 关羽 合家 团聚 。,人物一 张飞 说明 原委  人物二 合家 团聚,-1
TRAIN_SENT_ID_260435,严嵩,严世蕃,严世蕃 见 抢夺 不成 ， 便 串通 其父 严嵩 ， 用 莫须有 的 罪名 贬莫 怀古 到 西宁 。,人物二 见 抢夺  便 串通 其父 人物一  莫须有 罪名 贬莫 怀古 西宁,-1
TRAIN_SENT_ID_266322,汤余铭,汤唯,」 一直 钦羡 汤唯 的 大气 淡然 到底 从何而来 ， 这 一刻 记者 在 汤余铭 淡泊 、 从容 的 人生哲学 中 恍然 找到 了 答案 。,一直 钦羡 人物二 大气 淡然 到底 从何而来  一刻 记者 人物一 淡泊  从容 人生哲学 中 恍然 找到 答案,-1
TRAIN_SENT_ID_285474,黄子桓,黄百鸣,编剧 ： 黄子桓 、 黄百鸣,编剧  人物一  人物二,-1
TRAIN_SENT_ID_281905,穆亮,穆崇,穆亮 是 穆崇 的 曾孙 。,人物一 人物二 曾孙,-1
TRAIN_SENT_ID_285147,王晶,王天林,其父 王天林 是 1960 年代 香港电影 、 电视 导演 ， 执导 电影 《 野玫瑰 之 王晶 写真照 恋 》 、 《 南北 和 》 。,其父 人物二  年代 香港电影  电视 导演  执导 电影  野玫瑰 人物一 写真照 恋    南北,-1
TRAIN_SENT_ID_272638,白先勇,白崇禧,白先勇 出版 履历 : 2012 年 ， 《 白崇禧 将军 身影 集 》 （ 上 、 下册 ） ， 广西师范大学 出版社 。,人物一 出版 履历   年   人物二 将军 身影 集    下册   广西师范大学 出版社,-1
TRAIN_SENT_ID_260822,何超琼,许晋亨,再 问 他 许晋亨 与 李嘉欣 结婚 ， 何超琼 心情 如何 ？,问 人物二 李嘉欣 结婚  人物一 心情,1
TRAIN_SENT_ID_256057,蒋介石,宋美龄,1927 年底 ， 蒋介石 回到 上海 ， 与 宋美龄 完婚 ， 通过 江浙 财阀 确立 了 与 美 、 英 的 关系 。,年底  人物一 回到 上海  人物二 完婚  江浙 财阀 确立 美  英 关系,1
TRAIN_SENT_ID_263236,胡亥,秦始皇,少子 胡亥 想 去 巡游 ， 要求 跟 随着 ， 秦始皇 答应 了 他 。,少子 人物一 想 巡游  要求  人物二 答应,-1
TRAIN_SENT_ID_255367,蓝齐儿,容妃,见 蓝齐儿 问起 母妃 ， 康熙 令 容妃 装扮 好 前来 相会 。,见 人物一 问起 母妃  康熙 令 人物二 装扮 前来 相会,-1
TRAIN_SENT_ID_263153,胡亥,秦始皇,《 史记 · 秦始皇 本纪 》 后 附文 ： “ （ 胡亥 ） 诛斯 、 去 疾 ， 任用 赵高 。,史记  人物二 本纪  附文    人物一  诛斯  疾  任用 赵高,-1
TRAIN_SENT_ID_266976,关索,关羽,关羽 听 了 关索 这番话 ， 迟疑 不 信 。,人物二 听 人物一 这番话  迟疑 信,-1
TRAIN_SENT_ID_256617,李逍遥,李忆如,千叶 禅师 让 喻南松 拿出 传音 法螺 ， 送 王小虎 、 李忆如 和 沈欺霜 进入 幻魅 之 轴 ， 让 他们 找到 李逍遥 后 ， 可 由 他 再 通过 传音 法螺 送 出 画轴 。,千叶 禅师 喻南松 拿出 传音 法螺  送 王小虎  人物二 沈欺霜 进入 幻魅 轴  找到 人物一  传音 法螺 送 出 画轴,-1
TRAIN_SENT_ID_273894,江冬秀,胡适,江冬秀 人物 轶事 : 婚后 第二年 ， 江冬秀 到 了 北京 为 胡适 主持 家务 。,人物一 人物 轶事  婚后 第二年  人物一 北京 人物二 主持 家务,1
TRAIN_SENT_ID_254362,宋凝,沈岸,奈何 两 国 联姻 ， 国公 赐婚 黎国 敬武 公主 宋凝 ， 沈岸 自知 身系 两国 和平 ， 不敢 推辞 ， 然 心中 实为 不忿 。,奈何 两 国 联姻  国公 赐婚 黎国 敬武 公主 人物一  人物二 自知 身系 两国 和平  不敢 推辞  然 心中 实为 不忿,1
TRAIN_SENT_ID_265706,贾环,贾政,先写 贾政 不满 于宝玉 精神 萎靡 ， 次 写 忠顺 府 索琪官 ， 接写 贾环 进 谗言 ， 终于 激怒 贾政 。,先写 人物二 不满 于宝玉 精神 萎靡  次 写 忠顺 府 索琪官  接写 人物一 进 谗言  终于 激怒 人物二,-1
TRAIN_SENT_ID_263510,梅葆玖,梅兰芳,梅葆玖 与 弟子 谭娜 在 梅兰芳 铜像 前 合影 演出 剧目,人物一 弟子 谭娜 人物二 铜像 前 合影 演出 剧目,-1
TRAIN_SENT_ID_268433,秦始皇,扶苏,秦始皇 临终 以前 ， 曾 为 玺 书 召令 扶苏 至 咸阳 主持 丧事 并 继承 帝位 。,人物一 临终 以前  玺 书 召令 人物二 咸阳 主持 丧事 继承 帝位,-1
TRAIN_SENT_ID_272334,金正恩,金正日,该 媒体 转述 称 ， 司令部 安保 人员 接 金正恩 命令 ， 到 金敬姬 家接 她 参加 金正日 两周年 追悼 活动 。,媒体 转述 称  司令部 安保 人员 接 人物一 命令  金敬姬 家接 参加 人物二 两周年 追悼 活动,-1
TRAIN_SENT_ID_259451,贾兰,李纨,李纨 的 “ 晚 韶华 ” 与 贾兰 的 “ 虚名 儿,人物二  晚 韶华  人物一  虚名,-1
TRAIN_SENT_ID_260815,李格非,李清照,洛阳 名园 记 主要 内容 : 北宋 文学家 李格非 （ 宋代 爱国 女诗人 李清照 之 父 ） 于 绍圣 二年 （ 公元 1105 年 ） 撰成 《 洛阳 名园 记 》 。,洛阳 名园 记 主要 内容  北宋 文学家 人物一  宋代 爱国 女诗人 人物二 父  绍圣 二年  公元  年  撰成  洛阳 名园 记,-1
TRAIN_SENT_ID_279105,赵安,赵子龙,赵子龙 之 父 赵安 受 皇帝 所 托 ， 身怀 “ 护国 宝剑 ” 避难 江湖 ， 却 被 董卓 的 人马 追杀 。,人物二 父 人物一 受 皇帝 托  身怀  护国 宝剑  避难 江湖  董卓 人马 追杀,-1
TRAIN_SENT_ID_281804,朱轩姬,李德嫔,八女 泰顺 公主 朱轩姬 ， 神宗 第八 女 ， 母 李德嫔 。,八女 泰顺 公主 人物一  神宗 第八 女  母 人物二,-1
TRAIN_SENT_ID_283869,于海宁,范会香,虽然 范会香 已经 是 癌症 晚期 ， 但 于海宁 却 下定决心 ： 这辈子 一定 要 娶 她 为 妻 ！,人物二 已经 癌症 晚期  人物一 下定决心  这辈子 一定 娶 妻,1
TRAIN_SENT_ID_271484,钱基博,钱钟书,朴园 是 著名 国学大师 、 教育家 钱基博 先生 ( 钱钟书 之 父 ） 的 故居 。,朴园 著名 国学大师  教育家 人物一 先生  人物二 父  故居,-1
TRAIN_SENT_ID_277834,郭芙蓉,吕青柠,永久 使用者 ： 郭芙蓉 （ 练 成 两层 ） 、 郭蔷薇 （ 堂妹 ） 、 郭巨侠 （ 练 成 九层 圆满 ） 、 莫小贝 （ 小 郭教 的 ） 、 吕青橙 （ 练 成 七层 ） 、 吕青柠,永久 使用者  人物一  练 成 两层   郭蔷薇  堂妹   郭巨侠  练 成 九层 圆满   莫小贝  郭教   吕青橙  练 成 七层   人物二,-1
TRAIN_SENT_ID_249413,后稷,姜嫄,后稷 是 古代 周族 的 始祖 ， 传说 有 邰氏 之 女 姜嫄 踏 巨人 脚迹 ， 怀孕 而生 ， 因 一度 被弃 ， 故又名 弃 。,人物一 古代 周族 始祖  传说 邰氏 女 人物二 踏 巨人 脚迹  怀孕 而生  一度 被弃  故又名 弃,-1
TRAIN_SENT_ID_256396,李天一,李双江,李天一 年龄 造假 : 李双江 前往 医院 向 伤者 道歉 ( 2 张 ),人物一 年龄 造假  人物二 前往 医院 伤者 道歉   张,-1
TRAIN_SENT_ID_269889,张默,张国立,2006 年 《 少年 嘉庆 》 张国立 、 王刚 、 黄维德 、 张默 、 郑家榆,年  少年 嘉庆  人物二  王刚  黄维德  人物一  郑家榆,-1
TRAIN_SENT_ID_284025,胡青牛,王难姑,这 对 夫妻 ， 就是 胡青牛 和 王难姑 。,夫妻  人物一 人物二,1
TRAIN_SENT_ID_248901,窦滔,苏蕙,“ 机中 织锦 秦川 女 ， 碧纱 如烟 隔 窗语 ” ， 这 织锦 的 秦川 女 ， 固可 指为 苻 秦时 窦滔 妻 苏蕙 ， 更 可 看作 唐时 关中 一带 征夫 远戍 的 思妇 。,机中 织锦 秦川 女  碧纱 如烟 隔 窗语   织锦 秦川 女  固可 指为 苻 秦时 人物一 妻 人物二  更 看作 唐时 关中 一带 征夫 远戍 思妇,1
TRAIN_SENT_ID_286651,高适,高崇文,10 、 《 高适 家世 及其 早年 经历 释证 — — 以新出 〈 高崇文 玄堂 记 〉 、 〈 高逸 墓志 〉 为 中心 》 ， 《 社会科学 》 2010 年 第 4 期 。,人物一 家世 早年 经历 释证   以新出  人物二 玄堂 记    高逸 墓志  中心    社会科学   年  期,-1
TRAIN_SENT_ID_259079,刘备,刘禅,雷杀 可以 响应 【 南蛮 入侵 】 ， 【 决斗 】 ， 也 可以 响应 刘备 或 刘禅 的 【 激将 】 等 。,雷杀 响应  南蛮 入侵    决斗   响应 人物一 人物二  激将,-1
TRAIN_SENT_ID_266414,严世蕃,严嵩,嘉靖 帝看 后 震怒 ， 急召 严嵩 查问 此事 是否 与 严世蕃 有关 。,嘉靖 帝看 震怒  急召 人物二 查问 此事 是否 人物一,-1
TRAIN_SENT_ID_254107,霍启刚,郭晶晶,据知 33 岁 的 霍启刚 与 30 岁 的 郭晶晶 ， 婚后 会 火速 造 人 ， 为 霍家 添丁 。,据知  岁 人物一  岁 人物二  婚后 会 火速 造  霍家 添丁,1
TRAIN_SENT_ID_256383,李天一,李双江,国外 媒体 的 报道 文章 中 尽管 对 李双江 的 歌手 身份 做出 了 介绍 ， 但 更 多 地 将 他 称为 “ 将军 ” ， 李天一 也 因此 不再 仅 是 “ 星 二代 ” 。,国外 媒体 报道 文章 中 人物二 歌手 身份 做出 介绍  更 称为  将军   人物一 不再 仅  星 二代,-1
TRAIN_SENT_ID_274365,上官虹,李文秀,陈达海 — — 杀害 李三 和 上官虹 的 凶手 ， 原 是 镖师 ， 一直 追杀 李文秀 ， 后 被 李文秀 打 到 重伤 。,陈达海   杀害 李三 人物一 凶手  原 镖师  一直 追杀 人物二  人物二 重伤,-1
TRAIN_SENT_ID_250307,秦始皇,胡亥,《 史记 · 秦始皇 本纪 》 附 汉明帝 曰 ： “ 始皇 既 殁 ， 胡亥 极愚 ， 郦山 未 毕 ， 复作 阿房 ， 以 遂 前策 。 ”,史记  人物一 本纪  附 汉明帝 曰   始皇 殁  人物二 极愚  郦山 未 毕  复作 阿房  遂 前策,-1
TRAIN_SENT_ID_286238,杜卡利翁,皮拉,潘多拉 后代子孙 : 潘多拉 与 丈夫 埃庇 米修斯 育有 一女 皮拉 ， 而 皮拉 后来 嫁 与 杜卡利翁 。,潘多拉 后代子孙  潘多拉 丈夫 埃庇 米修斯 育有 一女 人物二  人物二 后来 嫁 人物一,1
TRAIN_SENT_ID_284200,谭俊彦,狄龙,父子兵 上阵 的 有 狄龙 与 谭俊彦 ， 龙哥 今次 演非 一般 的 黑社会 大佬 ， 没有 江湖 厮杀 ， 只有 他 在 病房 与 医生 “ 交手 ” ， 相信 不会 令人 失望 。,父子兵 上阵 人物二 人物一  龙哥 今次 演非 黑社会 大佬  没有 江湖 厮杀  病房 医生  交手   相信 不会 令人 失望,-1
TRAIN_SENT_ID_260064,齐良迟,齐白石,另据 齐良迟 介绍 ， 由 北京画院 筹办 的 “ 北京 齐白石 现代 艺术 中心 ” 受到 北京市委 领导 的 重视 和 支持 ， 目前 正在 长安街 上 选址 。,另据 人物一 介绍  北京画院 筹办  北京 人物二 现代 艺术 中心  北京市委 领导 重视 支持  目前 正在 长安街 选址,-1
TRAIN_SENT_ID_263763,秦始皇,赵姬,母亲 ： 赵姬 （ 说法不一 有 说 吕不韦 的 舞姬 ， 也 有 说 赵国 将门之后 ） 秦始皇 兄弟 : 成蟜 秦始皇 后妃 : 妻妾 ： 后宫 数量 众多 。,母亲  人物二  说法不一 说 吕不韦 舞姬  说 赵国 将门之后  人物一 兄弟  成蟜 人物一 后妃  妻妾  后宫 数量 众多,-1
TRAIN_SENT_ID_262176,诸葛尚,诸葛瞻,他 随 诸葛瞻 、 诸葛尚 、 张遵 、 黄崇 守 绵竹 战 邓艾 ， 曾 向 诸葛瞻 建议 分兵 出城 扼守 险要 隘口 ， 未 被 瞻 采纳 。,人物二  人物一  张遵  黄崇 守 绵竹 战 邓艾  人物二 建议 分兵 出城 扼守 险要 隘口  未 瞻 采纳,-1
TRAIN_SENT_ID_284267,冯清,冯熙,（ 幽 皇后 ） 3 、 冯氏 （ 冯清 ） ， 冯熙 三女 ， 北魏 高祖 孝文帝 元宏废 皇后 。,幽 皇后    冯氏  人物一   人物二 三女  北魏 高祖 孝文帝 元宏废 皇后,-1
