sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_257052,洪敬尧,洪荣宏,但 洪敬尧 身上 同样 有著 来自 父亲 的 音乐 细胞 ， 大哥 洪荣宏 则 成为 他 的 触媒 。,人物一 身上 同样 有著 父亲 音乐 细胞  大哥 人物二 成为 触媒,1
TRAIN_SENT_ID_253828,赵合德,赵飞燕,传说 赵合德 生 得 体态 丰腴 ， 较 赵飞燕 更得 皇帝 宠爱 ， 留下 温柔乡 和 祸水 的 典故 。,传说 人物一 生 体态 丰腴  人物二 更得 皇帝 宠爱  留下 温柔乡 祸水 典故,1
TRAIN_SENT_ID_249264,皮皮鲁,鲁西西,皮皮鲁 分身 记 鲁西西 和 豆芽 兵,人物一 分身 记 人物二 豆芽 兵,1
TRAIN_SENT_ID_263398,武修文,武敦儒,靖 、 蓉 为 寻找 黄药师 ， 巧遇 武三通 之子 武敦儒 、 武修文 ， 杨康之 子 杨过 。,靖  蓉 寻找 黄药师  巧遇 武三通 之子 人物二  人物一  杨康之 子 杨过,1
TRAIN_SENT_ID_275274,汤潮,赵本山,其中 ， 汤潮 与 小 沈阳 、 沈春阳 、 丫蛋 、 王金龙 等 打造 音乐 小品 《 真的 想 回家 》 惹 观众 洒泪 ， 值得一提的是 ， 该 作品 由 赵本山 亲自 把关 。,人物一 沈阳  沈春阳  丫蛋  王金龙 打造 音乐 小品  真的 想 回家  惹 观众 洒泪  值得一提的是  作品 人物二 亲自 把关,-1
TRAIN_SENT_ID_260689,王重阳,全真七子,相关 传说 : 相传 王重阳 在 此 闭关 成功 ， 继而 发展 处 全真教 ， 出现 全真七子 。,相关 传说  相传 人物一 闭关 成功  发展 处 全真教  出现 人物二,-1
TRAIN_SENT_ID_254264,张顺,张横,左边 踊出 李俊 ， 张横 ， 张顺 ， 右边 出 踊出 阮家三 弟兄 ， 都 使 著 战船 ， 杀入 番 船队 里 。,左边 踊出 李俊  人物二  人物一  右边 出 踊出 阮家三 弟兄  著 战船  杀入 番 船队 里,1
TRAIN_SENT_ID_257789,林平之,岳不群,殊不知 ， 岳不群 挖 了 一个 非常 大 的 坑 等 着 他 跳 呢 ， 从此 ， 林平之 接下来 的 一生 ， 不是 自己 所 能 掌控 得 了 的 。,殊不知  人物二 挖 一个 非常 坑 跳   人物一 接下来 一生  掌控,-1
TRAIN_SENT_ID_251829,梅超风,黄药师,结果 梅超风 不 敌 全真七子 ， 却 因 黄药师 的 到来 而 结束 。,人物一 敌 全真七子  人物二 到来 结束,-1
TRAIN_SENT_ID_277565,袁承志,穆人清,其子 袁承志 幸 被 部下 冒死 救出 ， 送往 华山 穆人清 门下 学艺 。,其子 人物一 幸 部下 冒死 救出  送往 华山 人物二 门下 学艺,-1
TRAIN_SENT_ID_257210,霍建元,霍建华,霍建元 相关 事件 : [ 新闻 ] 勇警 霍建华 兄遭 辗奋 擒 匪 3 男女 酒驾 狂 逃 轰 6 枪 才 停,人物一 相关 事件   新闻  勇警 人物二 兄遭 辗奋 擒 匪  男女 酒驾 狂 逃 轰  枪 停,1
TRAIN_SENT_ID_262265,尤二姐,尤三姐,人物 评析 : 与 尤二姐 的 懦弱 、 屈辱 、 糊涂 、 和善 相对 比 的 是 尤三姐 ， 她 是 刚烈 、 自尊 、 清醒 、 泼辣 的 。,人物 评析  人物一 懦弱  屈辱  糊涂  和善 相对 人物二  刚烈  自尊  清醒  泼辣,1
TRAIN_SENT_ID_266152,李昌镐,曹薰铉,最终 曹薰铉 胜 李昌镐 夺冠 。,最终 人物二 胜 人物一 夺冠,-1
TRAIN_SENT_ID_259942,周志文,周志康,回乡 艺人 ： 王 祖蓝 、 胡枫 、 汤盈盈 、 许廷铿 、 杨思琦 、 陈伟 霆 、 关心妍 、 周志文 、 周志康 、 林欣彤,回乡 艺人  王 祖蓝  胡枫  汤盈盈  许廷铿  杨思琦  陈伟 霆  关心妍  人物一  人物二  林欣彤,1
TRAIN_SENT_ID_276034,华莲青,华罗庚,解放初期 ， 华罗庚 刚 从 美国 回到 祖国 ， 华莲青 即刻 北上 去 照料 他 的 几个 子女 ， 她 让 华罗庚 专心 一致 地 工作 。,解放初期  人物二 刚 美国 回到 祖国  人物一 即刻 北上 照料 几个 子女  人物二 专心 一致 工作,1
TRAIN_SENT_ID_264399,曾国潢,曾国藩,曾国藩 咸丰 八年 八月 二十二日 写给 曾国潢 和 曾国葆 的 家书,人物二 咸丰 八年 八月 二十二日 写给 人物一 曾国葆 家书,1
TRAIN_SENT_ID_281646,黄铁良,侯宝林,他 还 曾 与 相声 名家 侯宝林 搭档 演出 ， 70 年代 末 与 黄铁良 搭档 在 实验 曲艺团 演出 。,相声 名家 人物二 搭档 演出   年代 末 人物一 搭档 实验 曲艺团 演出,-1
TRAIN_SENT_ID_255326,卫夫人,王羲之,⑧ 《 法书 》 ： 王羲之 《 题 卫夫人 笔阵 图 》 ： “ 纸者 阵 也 ， 笔者 刀 稍 也 ， 墨者 鍪 甲 也 ， 砚者 城池 也 ， 本领 者 将军 也 ， 心意 者 副将 也 。 ”,⑧  法书   人物二  题 人物一 笔阵 图    纸者 阵  笔者 刀 稍  墨者 鍪 甲  砚者 城池  本领 将军  心意 副将,-1
TRAIN_SENT_ID_257511,姜昆,马季,现场 还 播放 了 马季 、 姜昆 、 李金斗 和 杨少华 等 打来 的 祝贺 电话 。,现场 播放 人物二  人物一  李金斗 杨少华 打来 祝贺 电话,-1
TRAIN_SENT_ID_249055,吕洞宾,韩湘子,吕洞宾 化名 为 “ 官无上 ” ， 前来 传道 、 点化 韩湘 ， 使 韩湘子 很快 成仙 。,人物一 化名  官无上   前来 传道  点化 韩湘  人物二 很快 成仙,-1
TRAIN_SENT_ID_258143,刘星,夏雪,刘星 和 夏雪 商量 ， 要 以身作则 ， 教育 这 两个 小孩 懂得 互相 包容 。,人物一 人物二 商量  以身作则  教育 两个 小孩 懂得 互相 包容,1
TRAIN_SENT_ID_251520,陈辅,陈靖仇,最终 九天 结界 的 封印 完成 ， 众人 成功 的 阻止 了 魔界 入侵 ， 然后 陈靖仇 不得已 诛杀 魔化 陈辅 ， 小雪 也 变回 了 女娲 石 原形 。,最终 九天 结界 封印 完成  众人 成功 阻止 魔界 入侵  人物二 不得已 诛杀 魔化 人物一  小雪 变回 女娲 石 原形,-1
TRAIN_SENT_ID_249315,陆无双,程英,表妹 ： 陆无双 程英,表妹  人物一 人物二,1
TRAIN_SENT_ID_265475,薛谭,秦青,11 第十一部分 : 原文 : 薛谭 学 讴于 秦青 ① ， 未穷 青之技 ， 自谓 尽 之 ， 遂 辞 归 。,第十一部分  原文  人物一 学 讴于 人物二 ①  未穷 青之技  自谓  遂 辞,-1
TRAIN_SENT_ID_276947,樊迟,孔子,孔子 批评 樊迟 一 心想 学 农业知识 ， “ 小人 哉 ！ ”,人物二 批评 人物一 心想 学 农业知识   小人,-1
TRAIN_SENT_ID_253917,赵合德,赵飞燕,汉成帝 立 赵飞燕 为 皇后 ， 封 赵合德 为昭仪 。,汉成帝 立 人物二 皇后  封 人物一 为昭仪,1
TRAIN_SENT_ID_261674,程英,陆无双,谁知 ， 程英 听 了 这话 虽然 不禁 有些 生气 ， 但 挂念 杨过 ， “ 无意 争 这些 闲气 ” ， 只 示意 陆无双 ： 还是 去 找 杨过 吧 。,人物一 听 这话 不禁 生气  挂念 杨过   无意 争 闲气   示意 人物二  找 杨过,1
TRAIN_SENT_ID_273633,马阔海,马青山,召唤 人 ： 端木燕 、 马青山 、 马阔海,召唤  端木燕  人物二  人物一,1
TRAIN_SENT_ID_252856,颜回,孔子,"孔子 回答 ： “ 我 有 叫 颜回 的 学生 爱好 学习 ， 他 从来 都 不 把 自己 的 怒气 转移 到 别人 的 身上 , 不 重复 犯 同样 的 过错 。",人物二 回答   人物一 学生 爱好 学习  从来 怒气 转移 身上  重复 犯 同样 过错,-1
TRAIN_SENT_ID_255188,赵海燕,赵本山,《 出名 》 （ 表演 ： 赵本山 、 赵海燕 ）,出名   表演  人物二  人物一,-1
TRAIN_SENT_ID_261600,宋小宝,赵本山,本山 传媒 （ 赵家 班 ： 赵本山 ， 小 沈阳 ， 王小利 ， 宋小宝 ， 刘流 、 于月仙 等 ； ）,本山 传媒  赵家 班  人物二  沈阳  王小利  人物一  刘流  于月仙,-1
TRAIN_SENT_ID_269729,薛洋,薛之荔,渐渐 地 ， 薛洋 只 愿意 听 薛之荔 的话 。,渐渐  人物一 愿意 听 人物二,1
TRAIN_SENT_ID_255352,贾午,贾南风,526 董袭 527 虞翻 528 贾午 529 贾充 530 贾南风,董袭  虞翻  人物一  贾充  人物二,1
TRAIN_SENT_ID_285793,李金羽,张引,在 这种 情况 之下 ， 张引 做 基层工作 毫无 怨言 ， 他 把 热情 倾注 在 将 肇俊哲 、 张玉宁 、 李金羽 等 人 培养 成材 。,这种 情况 之下  人物二 做 基层工作 毫无 怨言  热情 倾注 肇俊哲  张玉宁  人物一 培养 成材,-1
TRAIN_SENT_ID_249163,皮皮鲁,鲁西西,《 皮皮鲁 与 鲁西西 》 饰演 苏荀,人物一 人物二  饰演 苏荀,1
TRAIN_SENT_ID_268883,司徒静,司徒剑南,司徒剑南 第十九 集 : 文媚儿 蛊惑 太后 治 司徒静 把 皇上 带入 险境 之罪 。,人物二 第十九 集  文媚儿 蛊惑 太后 治 人物一 皇上 带入 险境 之罪,1
TRAIN_SENT_ID_268822,洪凌波,李莫愁,洪凌波 得到 了 李莫愁 的 真传 ， 武艺 不 弱 ， 在 程英 、 陆无双 姊妹 之上 。,人物一 得到 人物二 真传  武艺 弱  程英  陆无双 姊妹 之上,-1
TRAIN_SENT_ID_282411,赵公明,通天教主,其中 二十四颗 落 于 通天教主 之手 ， 赐予 赵公明 。,二十四颗 落 人物二 之手  赐予 人物一,-1
TRAIN_SENT_ID_250384,赵飞燕,赵合德,这里 的 赵后 ， 就是 赵飞燕 ， 昭仪 就是 赵合德 。,赵后  人物一  昭仪 人物二,1
TRAIN_SENT_ID_251549,楚碧痕,楚寒镜,神农 与 伏羲 相争 ， 神农 离开 炎帝 神农 洞 前往 人间 ， 梭罗树 仙 楚寒镜 和 楚碧痕 、 熔岩 兽王 等 留于 洞 内 。,神农 伏羲 相争  神农 离开 炎帝 神农 洞 前往 人间  梭罗树 仙 人物二 人物一  熔岩 兽王 留于 洞,1
TRAIN_SENT_ID_257777,林平之,岳不群,"丁弃 穿越 成 了 令狐冲 , 想 摆脱 被 岳不群 掌控 的 命运 , 于是 耍 了 一点 小聪明 , 结果 他 被 派 去 林平之 家当 卧底 了 。",丁弃 穿越 成 令狐冲  想 摆脱 人物二 掌控 命运  耍 一点 小聪明  派 人物一 家当 卧底,-1
TRAIN_SENT_ID_258117,叶志成,叶子轩,为 叶容 先生 女儿 、 叶志成 先生 及 叶子轩 先生 之 姊妹 。,叶容 先生 女儿  人物一 先生 人物二 先生 姊妹,1
TRAIN_SENT_ID_284203,陈子离,刘鉴,主要 人物 : 李青萝 刘珏 刘 绯 （ 陈子离 ） 刘鉴 成思 悦 （ 暗夜 ） 顾天翔 顾天琳 王燕 回 楚南,主要 人物  李青萝 刘珏 刘 绯  人物一  人物二 成思 悦  暗夜  顾天翔 顾天琳 王燕 回 楚南,1
TRAIN_SENT_ID_261648,宋小宝,赵本山,宋小宝 ； 赵本山 ； 杨冰,人物一  人物二  杨冰,-1
TRAIN_SENT_ID_264525,岳云鹏,郭德纲,47 幅 精美图片 ， 郭德纲 、 于谦 、 岳云鹏 、 孔云龙 、 高峰 等 演出 照 、 生活照 ， 首次 曝光 郭德纲 、 于谦 帅气 艺术照 。,幅 精美图片  人物二  于谦  人物一  孔云龙  高峰 演出  生活照  首次 曝光 人物二  于谦 帅气 艺术照,-1
TRAIN_SENT_ID_265112,杨志刚,郭靖宇,杨志刚 、 郭靖宇 ( 7 张 ),人物一  人物二   张,1
TRAIN_SENT_ID_251515,陈辅,陈靖仇,陈靖仇 在 陈辅 的 督促 下 ， 身不由己 的 开始 了 寻找 神器 的 旅程 。,人物二 人物一 督促  身不由己 寻找 神器 旅程,-1
TRAIN_SENT_ID_257791,林平之,岳不群,毕竟 就算 岳不群 真的 刺伤 过 林平之 ， 又 总 不会 故意 让 他 知道 来害 女儿 。,毕竟 人物二 真的 刺伤 人物一  总 不会 故意 知道 来害 女儿,-1
TRAIN_SENT_ID_262182,陈靖仇,陈辅,陈辅 和 饕餮 同困伏 魔 山洞 ， 陈靖仇 月 河村 初遇 小雪 ， 6 月 （ 猜测 ） ， 黑 山镇 与 玉儿 相逢 。,人物二 饕餮 同困伏 魔 山洞  人物一 月 河村 初遇 小雪   月  猜测   黑 山镇 玉儿 相逢,-1
TRAIN_SENT_ID_271256,马季,侯宝林,改名 : 马季 原来 叫 马树槐 ， 改 这个 名 ， 还是 侯宝林 的 主意 。,改名  人物一 原来 马树槐  改 名  人物二 主意,-1
TRAIN_SENT_ID_276219,姜丽文,姜文杰,名人 之后 队 ： 洪天明 、 原子鏸 、 黄宇诗 、 姜文杰 、 姜丽文,名人 之后 队  洪天明  原子鏸  黄宇诗  人物二  人物一,1
TRAIN_SENT_ID_268884,司徒静,司徒剑南,司徒剑南 第八集 : 司徒静 命悬 发丝 ， 陈林 将 她 救下 。,人物二 第八集  人物一 命悬 发丝  陈林 救下,1
TRAIN_SENT_ID_272359,文殊广法天尊,金吒,王魔 追赶 逃亡 的 姜子牙 到 五龙山 云霄 洞 ， 被 文殊广法天尊 、 金吒 师徒 所杀 。,王魔 追赶 逃亡 姜子牙 五龙山 云霄 洞  人物一  人物二 师徒 所杀,-1
TRAIN_SENT_ID_268909,司徒静,司徒剑南,万人敌 在 齐国 公暗 设 的 赌场 上大闹 被 擒 ， 司徒静 当 了 司徒剑南 的 玉佩 救出 了 万人敌 等 人 。,万人敌 齐国 公暗 设 赌场 上大闹 擒  人物一 人物二 玉佩 救出 万人敌,1
TRAIN_SENT_ID_259379,葛玄,左慈,葛玄 ： 丹阳 郡 （ 今属 江苏省 句容 ） 人 ， 三国 吴 道士 ， 曾 从 左慈 学 道 ， 并入 深山 修道 。,人物一  丹阳 郡  今属 江苏省 句容   三国 吴 道士  人物二 学 道  并入 深山 修道,-1
TRAIN_SENT_ID_249302,陆无双,程英,表姐 （ 陆无双 专用 ） 柴蔚版 程英 ( 6 张 ),表姐  人物一 专用  柴蔚版 人物二   张,1
TRAIN_SENT_ID_250644,鲁西西,皮皮鲁,罐头 小人 各有所长 ， 皮皮鲁 和 鲁西西 带 罐头 小人 一起 上学 ， 其 经历 让 人 忍俊不禁 。,罐头 小人 各有所长  人物二 人物一 带 罐头 小人 一起 上学  经历 忍俊不禁,1
TRAIN_SENT_ID_284013,田神玉,田神功,田神玉 ， 唐将 田神功 之弟 ， 自曹州 刺史 权 汴州 留后 。,人物一  唐将 人物二 之弟  自曹州 刺史 权 汴州 留后,1
TRAIN_SENT_ID_273626,马阔海,马青山,召唤 人 ： 马阔海 （ 主要 ） 、 小 李子 、 马青山 、 柯胜 （ 电影版 ）,召唤  人物一  主要   李子  人物二  柯胜  电影版,1
TRAIN_SENT_ID_263905,汤镇宗,汤镇业,主席团 主席 ： 胡珍 王荣宝 任麟 赵卫国 华清 文 黄少良 蔡照波 何 宏兴 汤镇业 汤镇宗 钟伟强,主席团 主席  胡珍 王荣宝 任麟 赵卫国 华清 文 黄少良 蔡照波 宏兴 人物二 人物一 钟伟强,1
TRAIN_SENT_ID_253845,赵合德,赵飞燕,Ⅱ 被 历史 涂抹 的 赵飞燕 、 赵合德,Ⅱ 历史 涂抹 人物二  人物一,1
TRAIN_SENT_ID_252603,颜回,孔子,"魏晋 南北朝 期间 ， 有时 又 以 孔子 为 先圣 , 以 颜回 为 先师 奉祀 ， 拜孔 揖 颜之礼 更 多 是 在 国家 太学 举行 ， 往往 是 国子监 祭酒 负责 典礼 。",魏晋 南北朝 期间  人物二 先圣  人物一 先师 奉祀  拜孔 揖 颜之礼 更 国家 太学 举行  往往 国子监 祭酒 负责 典礼,-1
TRAIN_SENT_ID_264266,陈真,霍元甲,“ 洪熙官 、 方世玉 、 黄飞鸿 、 叶问 、 霍元甲 、 陈真 去 摆下 十八 铜 人阵 ! ”,洪熙官  方世玉  黄飞鸿  叶问  人物二  人物一 摆下 十八 铜 人阵,-1
TRAIN_SENT_ID_249295,陆无双,程英,"杨过 , 小龙女 , 程英 , 陆无双 , 公孙绿萼 , 他们 又会有 什么 不 一样 的 境遇 呢 ?",杨过  小龙女  人物二  人物一  公孙绿萼  又会有 境遇,1
TRAIN_SENT_ID_260719,王重阳,全真七子,【 王重阳 】 肯定 把 这个 方法 告诉 了 【 全真七子 】 。,人物一  肯定 方法 告诉  人物二,-1
TRAIN_SENT_ID_249246,皮皮鲁,鲁西西,《 皮皮鲁 和 鲁西西 的 故事 》 ， 郑渊洁 著 ， 学苑 出版社 出版 图书 。,人物一 人物二 故事   郑渊洁 著  学苑 出版社 出版 图书,1
TRAIN_SENT_ID_258121,孙少安,孙兰香,他 是 土壤 ， 是 铺路石 ， 是 泥土 里 的 根 ， 在 这块 土壤 上长 出 了 孙少安 、 孙少平 和 孙兰香 这 几株 大树 。,土壤  铺路石  泥土 里 根  这块 土壤 上长 出 人物一  孙少平 人物二 几株 大树,1
TRAIN_SENT_ID_263542,林逸,杨明,林逸 的 师娘 之一 ， 杨明 的 妻子 之一 。,人物一 师娘  人物二 妻子,-1
TRAIN_SENT_ID_253888,赵合德,赵飞燕,四 、 两个 女人 ： 赵飞燕 与 赵合德,四  两个 女人  人物二 人物一,1
TRAIN_SENT_ID_264554,胡青牛,张无忌,在 被 张无忌 救活 以后 ， 胡青牛 夫妇 决定 驾车 离开 蝴蝶谷 。,人物二 救活 以后  人物一 夫妇 决定 驾车 离开 蝴蝶谷,-1
TRAIN_SENT_ID_260685,王重阳,全真七子,看来 【 全真 派 】 的 衰落 ， 不是 【 王重阳 】 不行 ， 而是 【 全真七子 】 太废 。,看来  全真 派  衰落   人物一  不行   人物二  太废,-1
TRAIN_SENT_ID_269443,刘伟,马季,《 送别 》 表演者 ： 刘伟 、 马季,送别  表演者  人物一  人物二,-1
TRAIN_SENT_ID_267458,唐继虞,唐继尧,因 与 唐继虞 交谊 深厚 ， 过从甚密 ， 逐渐 受到 唐继尧 的 器重 ， 成为 唐系 心腹 将领 之一 。,人物一 交谊 深厚  过从甚密  逐渐 人物二 器重  成为 唐系 心腹 将领,1
TRAIN_SENT_ID_262263,尤二姐,尤三姐,金陵 十二 副钗 另 一 说 : 金陵 十二钗 副册 为 ： 香菱 、 薛宝琴 、 尤二姐 、 尤三姐 、 邢岫烟 、 李纹 、 李绮 、 夏金桂 、 秋桐 、 平儿 、 龄 官 、 娇杏 ；,金陵 十二 副钗 说  金陵 十二钗 副册  香菱  薛宝琴  人物一  人物二  邢岫烟  李纹  李绮  夏金桂  秋桐  平儿  龄 官  娇杏,1
TRAIN_SENT_ID_283878,崔光伯,崔光韶,崔光伯 ， 崔光韶 弟 ， 清河 东武城 人 也 。,人物一  人物二 弟  清河 东武城,1
TRAIN_SENT_ID_252858,颜回,孔子,孔子 对 （ 11 ） 曰 ： “ 有 颜回 者 好学 ， 不 迁怒 （ 12 ） ， 不 贰 过 （ 13 ） 。,人物二    曰   人物一 好学  迁怒     贰,-1
TRAIN_SENT_ID_264586,凌波,凌音,《 仙剑 奇侠传 五 》 凌音 、 凌波,仙剑 奇侠传 五  人物二  人物一,1
TRAIN_SENT_ID_266189,李昌镐,曹薰铉,刘昌赫 、 李世石 、 李昌镐 、 朴永训 、 曹薰铉 等 。,刘昌赫  李世石  人物一  朴永训  人物二,-1
TRAIN_SENT_ID_270030,楚寒镜,楚碧痕,迷宫 搜索 关键词 ： 三寒器 、 炎帝 神农 、 梭罗树 、 梭罗 果 、 楚碧痕 、 楚寒镜 、 月 幽之境 、 熔岩 兽王 、 炙炎石,迷宫 搜索 关键词  三寒器  炎帝 神农  梭罗树  梭罗 果  人物二  人物一  月 幽之境  熔岩 兽王  炙炎石,1
TRAIN_SENT_ID_276118,黄立成,黄立行,作词 : 黄素兰 / 黄立成 / 黄立行,作词  黄素兰  人物一  人物二,1
TRAIN_SENT_ID_275886,王子豪,王子杰,16 . 王子豪 + 王子杰 + 糖妹 （ 小 酒窝 ） 15 分,人物一  人物二  糖妹  酒窝   分,1
TRAIN_SENT_ID_251514,陈辅,陈靖仇,然后 主角 随 陈靖仇 一同 前往 伏魔山 救出 了 陈辅 后 除掉 凶兽 饕餮 ， 得到 了 第二把 兵器 。,主角 人物二 一同 前往 伏魔山 救出 人物一 除掉 凶兽 饕餮  得到 第二把 兵器,-1
TRAIN_SENT_ID_250350,赵飞燕,赵合德,赵飞燕 / 赵合德 ： 汉代 最 美艳 动人 的 姐妹花,人物一  人物二  汉代 美艳 动人 姐妹花,1
TRAIN_SENT_ID_267451,唐继虞,唐继尧,原来 是 黄绍竑 从 梧州 打 来 急电 ， 告知 云南 唐继尧 令其弟 唐继虞 率 大军 围逼 柳州 ， 要 白崇禧 救援 。,原来 黄绍竑 梧州 急电  告知 云南 人物二 令其弟 人物一 率 大军 围逼 柳州  白崇禧 救援,1
TRAIN_SENT_ID_272398,任容萱,任家萱,任家萱 和 任容萱 ： 女子 演唱 团体 【 S . H . E 】 成员 、 演员,人物二 人物一  女子 演唱 团体        成员  演员,1
TRAIN_SENT_ID_250687,鲁西西,皮皮鲁,皮皮鲁 和 鲁西西 是 阿雅 、 曹轩宾 演唱 的 歌曲 ， 由苟庆 作词 ， 曹轩宾 作曲 。,人物二 人物一 阿雅  曹轩宾 演唱 歌曲  由苟庆 作词  曹轩宾 作曲,1
TRAIN_SENT_ID_255281,卫夫人,王羲之,卫夫人 教 王羲之 书法 ， 还教 他 知道 天外有天 ， 人外有人 ， 不可 骄傲 懒散 。,人物一 教 人物二 书法  还教 知道 天外有天  人外有人  不可 骄傲 懒散,-1
TRAIN_SENT_ID_274685,冯国纶,冯国经,第六位 至 第十位 顺序 分别 为 米 高嘉 道理 、 吴光正 、 陈廷骅 、 冯国纶 及 冯国经 。,第六位 第十位 顺序 米 高嘉 道理  吴光正  陈廷骅  人物一 人物二,1
TRAIN_SENT_ID_253826,赵合德,赵飞燕,美轮美奂 两 芙蓉 — — 赵飞燕 赵合德,美轮美奂 两 芙蓉   人物二 人物一,1
TRAIN_SENT_ID_260733,薛丁山,薛金莲,《 薛丁山 救五美 》 饰 薛金莲,人物一 救五美  饰 人物二,1
TRAIN_SENT_ID_261568,南宫敬叔,孟懿子,连鲁 大夫 孟僖子 其子 孟懿子 和 南宫敬叔 来学礼 ， 可见 孔子 办学 已 名闻遐迩 。,连鲁 大夫 孟僖子 其子 人物二 人物一 来学礼  孔子 办学 名闻遐迩,1
TRAIN_SENT_ID_250351,赵飞燕,赵合德,赵昭仪 （ 赵合德 ） ， 原 与其 姐 赵飞燕 同封 婕妤 ， 后晋 为昭仪 。,赵昭仪  人物二   原 姐 人物一 同封 婕妤  后晋 为昭仪,1
TRAIN_SENT_ID_256457,周武,周文,周家 老四 ， 周文 、 周武 、 周双 的 弟弟 ， 周家 最小 的 儿子 。,周家 老四  人物二  人物一  周双 弟弟  周家 最小 儿子,1
TRAIN_SENT_ID_252527,颜回,孔子,④ “ 颜乐 ” 句 ， 赞扬 孔子 ， 颜回 安贫乐道 精神 。,④  颜乐  句  赞扬 人物二  人物一 安贫乐道 精神,-1
TRAIN_SENT_ID_262241,尤二姐,尤三姐,第六十五回 贾二舍 偷 娶 尤二姐 尤三姐 思嫁 柳 二郎,第六十五回 贾二舍 偷 娶 人物一 人物二 思嫁 柳 二郎,1
TRAIN_SENT_ID_274075,南宫敬叔,孔子,鲁 南宫敬叔 言 鲁君 曰 ： “ 请 与 孔子 适周 。 ”,鲁 人物一 言 鲁君 曰   请 人物二 适周,-1
TRAIN_SENT_ID_258159,刘星,夏雪,刘梅 人际关系 : 家人 ： 夏东海 （ 丈夫 ） 、 刘星 、 夏雨 （ 儿子 ） 、 夏雪 （ 女儿 ） 、 胡一统 （ 前夫 ）,刘梅 人际关系  家人  夏东海  丈夫   人物一  夏雨  儿子   人物二  女儿   胡一统  前夫,1
