sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_271282,马季,侯宝林,名家 小传 名家 论集 刘宝瑞 集 张寿臣 集 侯宝林 集常氏集 苏文茂 集 马季 集中 华 曲艺,名家 小传 名家 论集 刘宝瑞 集 张寿臣 集 人物二 集常氏集 苏文茂 集 人物一 集中 华 曲艺,-1
TRAIN_SENT_ID_269109,唐鉴军,赵本山,唐鉴军 原名 叫 唐广 君 ， 在 赵本山 的 弟子 中 排行 老三 。,人物一 原名 唐广 君  人物二 弟子 中 排行 老三,-1
TRAIN_SENT_ID_282703,冯审,冯宿,冯审 ， 冯宿 从弟 ， 东阳 人 。,人物一  人物二 从弟  东阳,1
TRAIN_SENT_ID_278051,郭麒麟,于谦,2009 年 7 月 4 日 ， 郭麒麟 正式 拜 于谦 为师 。,年  月  日  人物一 正式 拜 人物二 为师,-1
TRAIN_SENT_ID_263399,武修文,武敦儒,对 武修文 、 武敦儒 ： 师 兄妹 ， 少年 时 青梅竹马 ， 亦 有 亲友 之情 ， 后来 转化 为 普通 亲戚,人物一  人物二  师 兄妹  少年 时 青梅竹马  亲友 之情  后来 转化 普通 亲戚,1
TRAIN_SENT_ID_250593,鲁西西,皮皮鲁,第 241 集 鲁西西 要求 参加 喜庆 婚宴 ； 皮皮鲁 说出 有史以来 最 伟大 的 结婚 祝辞 ； 新闻 和 垃圾 同时 播放 时 千万别 生育,集 人物一 要求 参加 喜庆 婚宴  人物二 说出 有史以来 伟大 结婚 祝辞  新闻 垃圾 播放 时 千万别 生育,1
TRAIN_SENT_ID_250713,鲁西西,皮皮鲁,其 笔下 的 皮皮鲁 、 鲁西西 、 舒克 、 贝塔 和 罗克 已 成为 注册商标 。,笔下 人物二  人物一  舒克  贝塔 罗克 成为 注册商标,1
TRAIN_SENT_ID_259956,叶家妤,白家绮,白家绮 个人 生活 : 白家绮 的 姐姐 是 台湾 女演员 叶家妤 ， 姐夫 是 台湾 男演员 陈宇风 。,人物二 个人 生活  人物二 姐姐 台湾 女演员 人物一  姐夫 台湾 男演员 陈宇风,1
TRAIN_SENT_ID_257444,姜昆,马季,那时 收音机 里 播放 的 都 是 马季 、 姜昆 、 侯耀文 的 相声 ， 什么 《 如此 照相 》 、 《 诗歌 与 爱情 》 、 《 下象棋 》 … …,收音机 里 播放 人物二  人物一  侯耀文 相声   照相    诗歌 爱情    下象棋,-1
TRAIN_SENT_ID_274129,梁麟,梁钟铭,1980 年底 ， 梁钟铭 和 其 大哥 梁麟 一起 到 东莞 从事 加工 生产 。,年底  人物二 大哥 人物一 一起 东莞 从事 加工 生产,1
TRAIN_SENT_ID_266148,李昌镐,曹薰铉,李昌镐 现象 的 深思 （ 代序 ） 第一章 师 出名门 ― ― 师徒 大战 第一节 谢师礼 ― ― 第一个 冠军 第二节 冲击 曹薰铉 时代 … …,人物一 现象 深思  代序  第一章 师 出名门 ― ― 师徒 大战 第一节 谢师礼 ― ― 第一个 冠军 第二节 冲击 人物二 时代,-1
TRAIN_SENT_ID_248973,吕洞宾,韩湘子,据 史料 记载 ： 民间 神话传说 中 的 八仙 为 张果老 、 铁拐李 （ 李铁拐 ） 、 汉 钟离 （ 钟离 汉 ） 、 何仙姑 、 蓝采和 、 吕洞宾 、 韩湘子 、 曹国舅 。,史料 记载  民间 神话传说 中 八仙 张果老  铁拐李  李铁拐   汉 钟离  钟离 汉   何仙姑  蓝采和  人物一  人物二  曹国舅,-1
TRAIN_SENT_ID_274182,田虎,田猛,在 烈山 堂堂 主 田猛 葬礼 上 随着 堂主 田虎 前来 吊唁 。,烈山 堂堂 主 人物二 葬礼 堂主 人物一 前来 吊唁,1
TRAIN_SENT_ID_259520,梅超风,杨康,梅超风 赵 王府 上 : 後 来 ， 梅超风 假扮 普通 妇人 到 了 金国王爷 完颜洪烈 王府 当 杂工 和 偷偷 练功 ， 并 传授 杨康 九阴 白骨 爪 。,人物一 赵 王府  後  人物一 假扮 普通 妇人 金国王爷 完颜洪烈 王府 杂工 偷偷 练功  传授 人物二 九阴 白骨 爪,-1
TRAIN_SENT_ID_249060,吕洞宾,韩湘子,吕洞宾 ， 民间传说 中 的 八仙 之一 ， 另 七仙 是 汉 钟离 、 蓝采和 、 韩湘子 、 曹国舅 、 张果老 、 李铁拐 和 何仙姑 。,人物一  民间传说 中 八仙  七仙 汉 钟离  蓝采和  人物二  曹国舅  张果老  李铁拐 何仙姑,-1
TRAIN_SENT_ID_252884,颜回,孔子,颜回 不仅 是 孔子 最 得意 的 弟子 之一 ， 更是 公认 的 孔子 弟子 中 最 有 德行 的 人 。,人物一 人物二 得意 弟子  更是 公认 人物二 弟子 中 德行,-1
TRAIN_SENT_ID_256956,仲由,孔子,子路 : 即 仲由 ， 姓仲名 由 ， 字 子路 ， 因 他 曾 为 季氏 的 家臣 ， 又 被称作 季路 ， 比 孔子 小 九岁 ， 鲁国 人 。,子路  人物一  姓仲名  字 子路  季氏 家臣  被称作 季路  人物二 九岁  鲁国,-1
TRAIN_SENT_ID_257793,林平之,岳不群,后来 林平之 因为 和 岳家 的 误会 刺伤 了 岳灵珊 ， 这 本来 就 不是 岳不群 能 想到 能 控制 的 。,后来 人物一 岳家 误会 刺伤 岳灵珊  本来 人物二 想到 控制,-1
TRAIN_SENT_ID_258168,刘星,夏雪,《 小汇报 》 ： 夏雨 无意 中 把 刘星 和 夏雪 的 秘密 透露 了 给 父母 ， 得到 了 奖励 。,小汇报   夏雨 无意 中 人物一 人物二 秘密 透露 父母  得到 奖励,1
TRAIN_SENT_ID_252574,颜回,孔子,《 索引 》 ： “ 苍蝇附骥 尾而致 千里 ， 以 譬 颜回 因 孔子 而 名彰 也 。 ”,索引    苍蝇附骥 尾而致 千里  譬 人物一 人物二 名彰,-1
TRAIN_SENT_ID_270599,全真七子,王重阳,王重阳 去世 后 ， 全真七子 在 广为 传道 的 同时 ， 还 说服 成吉思汗 罢兵 止 杀 ， 挽救 苍生 于 危难 ， 使得 全真 派 更加 风行 天下 。,人物二 去世  人物一 广为 传道  说服 成吉思汗 罢兵 止 杀  挽救 苍生 危难  全真 派 更加 风行 天下,-1
TRAIN_SENT_ID_252858,颜回,孔子,孔子 对 （ 11 ） 曰 ： “ 有 颜回 者 好学 ， 不 迁怒 （ 12 ） ， 不 贰 过 （ 13 ） 。,人物二    曰   人物一 好学  迁怒     贰,-1
TRAIN_SENT_ID_271297,吕祖俭,吕祖谦,吕祖谦 去世 后 ， 弟 吕祖俭 承兄志 传道 讲学 。,人物二 去世  弟 人物一 承兄志 传道 讲学,1
TRAIN_SENT_ID_266156,李昌镐,曹薰铉,2002 年 5 月 10 日 ， 第 14 届 亚洲电视 快棋赛 ， 李昌镐 胜 曹薰铉 夺冠 。,年  月  日   届 亚洲电视 快棋赛  人物一 胜 人物二 夺冠,-1
TRAIN_SENT_ID_274093,南宫敬叔,孔子,排遣 一辆 二 马拉 的 马车 ， 一个 书童 ， 一个 车夫 ， 由 南宫敬叔 陪 孔子 前往 东周 。,排遣 一辆 二 马拉 马车  一个 书童  一个 车夫  人物一 陪 人物二 前往 东周,-1
TRAIN_SENT_ID_251836,梅超风,黄药师,"桃花 岛上 的 鸡毛蒜皮 , 让 梅超风 不再 那么 脑残 , 但是 不 保证 他们 真的 会 在 一起 , 因为 黄药师 才 是 主角 , 唯一 的 … …",桃花 岛上 鸡毛蒜皮  人物一 不再 脑残  保证 真的 会 一起  人物二 主角  唯一,-1
TRAIN_SENT_ID_249130,皮皮鲁,鲁西西,作品 中 的 人物 皮皮鲁 、 鲁西西 、 罗克 、 舒克和贝塔 已 成为 注册商标 。,作品 中 人物 人物一  人物二  罗克  舒克和贝塔 成为 注册商标,1
TRAIN_SENT_ID_261586,宋小宝,赵本山,该剧 由 赵本山 携 爱徒 小 沈阳 、 沈春阳 、 宋小宝 、 王小利 、 刘小光 、 赵海燕 、 关婷娜 、 孙立荣 等 出演 。,该剧 人物二 携 爱徒 沈阳  沈春阳  人物一  王小利  刘小光  赵海燕  关婷娜  孙立荣 出演,-1
TRAIN_SENT_ID_265456,薛谭,秦青,秦国 有 一个 叫 薛谭 的 青年歌手 ， 为 提高 唱歌 本领 ， 投在 秦国 歌唱家 秦青 的 门下 学习 声乐 艺术 。,秦国 一个 人物一 青年歌手  提高 唱歌 本领  投在 秦国 歌唱家 人物二 门下 学习 声乐 艺术,-1
TRAIN_SENT_ID_259407,凌音,凌波,师侄 中有 凌波 、 凌音 、 希恒 。,师侄 中有 人物二  人物一  希恒,1
TRAIN_SENT_ID_249039,吕洞宾,韩湘子,汉 钟离 持 蕉叶 ， 铁拐李 拄 拐持 葫芦 ， 曹国舅 持 响板 ， 何仙姑 持 如意 ， 韩湘子 持箫 ， 张国老 骑驴 持 渔鼓 ， 蓝采和 肩 扛 花篮 ， 吕洞宾 持剑 。,汉 钟离 持 蕉叶  铁拐李 拄 拐持 葫芦  曹国舅 持 响板  何仙姑 持 如意  人物二 持箫  张国老 骑驴 持 渔鼓  蓝采和 肩 扛 花篮  人物一 持剑,-1
TRAIN_SENT_ID_261654,宋小宝,赵本山,2014 年 ， 在 赵本山 、 宋小宝 、 小 沈阳 主演 的 近代 传奇 剧 《 老兵 》 中饰 杨士亮 [ 65 - 67 ] 。,年  人物二  人物一  沈阳 主演 近代 传奇 剧  老兵  中饰 杨士亮,-1
TRAIN_SENT_ID_252637,颜回,孔子,颜回 自然 不 知道 ， 于是 ， 孔子 解释 道 ： “ 在 阳光下 ， 马 的 影子 有 一匹 那么 长 ， 也 就是 长 达 四丈 ， 故此 称 马为 马匹 。 ”,人物一 自然 知道   人物二 解释 道   阳光下  马 影子 一匹 长  长 达 四丈  称 马为 马匹,-1
TRAIN_SENT_ID_256551,周武,周文,， 周文 饶 是 已经 十七岁 ， 和 他 哥哥 周武 一样 生 的 人高马大 ， 也 是 吓了一跳 ， “ 死 的 ？ ”,人物二 饶 已经 十七岁  哥哥 人物一 生 人高马大  吓了一跳   死,1
TRAIN_SENT_ID_268974,韩非,荀子,战国 末期 曾 在 荀子 （ 约 公元前 313 － 前 238 年 ， 名况 ， 字卿 ） 的 门下 学习 ， 与 李斯 、 韩非 等 人 是 同门 师兄弟 。,战国 末期 人物二  约 公元前   前  年  名况  字卿  门下 学习  李斯  人物一 同门 师兄弟,-1
TRAIN_SENT_ID_260573,金敬姬,金正日,金敬姬 任命 大将 : 朝鲜 最高 领导人 金正日 27 金敬姬 （ 左三 ） 被 任命 为 朝鲜人民军 大将 日 下达 命令 ， 任命 李英浩 为 朝鲜人民军 次帅 。,人物一 任命 大将  朝鲜 最高 领导人 人物二  人物一  左三  任命 朝鲜人民军 大将 日 下达 命令  任命 李英浩 朝鲜人民军 次帅,1
TRAIN_SENT_ID_257045,洪敬尧,洪荣宏,紧返 来 阮 身边 11 新 放浪 人生 : 洪荣宏 、 洪敬尧,紧返 阮 身边  新 放浪 人生  人物二  人物一,1
TRAIN_SENT_ID_265090,杨志刚,郭靖宇,《 红娘子 》 是 郭靖宇 继 《 铁 梨花 》 《 将军 》 之后 又 一部 自编 自导 的 作品 ， 由王 珞丹 、 杨志刚 、 刘威 、 王绘春 、 史可 、 王超 等 主演 。,红娘子  人物二 继  铁 梨花   将军  之后 一部 自编 自导 作品  由王 珞丹  人物一  刘威  王绘春  史可  王超 主演,1
TRAIN_SENT_ID_262201,陈靖仇,陈辅,当年 为了 保下 陈靖仇 这 陈朝 唯一 血脉 ， 陈辅 不惜 将 自己 的 孙子 换下 陈靖仇 。,当年 保下 人物一 陈朝 唯一 血脉  人物二 不惜 孙子 换下 人物一,-1
TRAIN_SENT_ID_261612,宋小宝,赵本山,赵本山 、 宋小宝 、 赵海燕 、 孙丽荣,人物二  人物一  赵海燕  孙丽荣,-1
TRAIN_SENT_ID_266167,李昌镐,曹薰铉,半决赛 ： 李昌镐 2 : 1 曹薰铉 林海峰 2 : 0 赵治勋,半决赛  人物一    人物二 林海峰    赵治勋,-1
TRAIN_SENT_ID_252838,颜回,孔子,殿内 供 孔子 及 孟轲 、 颜回 等 42 哲人 牌位 。,殿内 供 人物二 孟轲  人物一  哲人 牌位,-1
TRAIN_SENT_ID_283964,贾伦,侯耀文,2008 年 拜 中国铁路文工团 著名 相声 演员 侯耀文 大 弟子 贾伦 为师,年 拜 中国铁路文工团 著名 相声 演员 人物二 弟子 人物一 为师,-1
TRAIN_SENT_ID_262219,尤二姐,尤三姐,统治者 二十几 人 （ 有人 算了 说 是 三十几 人 ） ， 其他 都 是 奴隶 ， 三百多个 ， 鸳鸯 、 司棋 、 尤二姐 、 尤三姐 等等 。,统治者 二十几  有人 算了 说 三十几   奴隶  三百多个  鸳鸯  司棋  人物一  人物二,1
TRAIN_SENT_ID_256891,仲由,孔子,仲由 和 原宪 都 是 孔子 的 弟子 ， 其 家乡 均 在 今 平邑县 境内 。,人物一 原宪 人物二 弟子  家乡 均 平邑县 境内,-1
TRAIN_SENT_ID_265495,薛蝌,薛蟠,程甲本 八十回 后 ， 薛蟠 打死 人命 被 下 在 牢里 ， 她 又 耐不住 寂寞 ， 勾引 薛蝌 。,程甲本 八十回  人物二 打死 人命 牢里  耐不住 寂寞  勾引 人物一,1
TRAIN_SENT_ID_256830,孙周,孙淳,《 相思树 》 是 由 深圳市 康 达富 文化 传播 有限公司 出品 的 一部 都市 情感 剧 ， 孙周 执导 ， 吴秀波 、 浦蒲 、 孙淳 、 陈 数等 主演 。,相思树  深圳市 康 达富 文化 传播 有限公司 出品 一部 都市 情感 剧  人物一 执导  吴秀波  浦蒲  人物二  陈 数等 主演,1
TRAIN_SENT_ID_256514,周武,周文,之后 其 世系 失记 ， 至 二十余 世有 鬻 熊 ， 仕于 周 ， 为 周文 王姬 昌 、 周武 王姬 发之师 。,之后 世系 失记  二十余 世有 鬻 熊  仕于 周  人物二 王姬 昌  人物一 王姬 发之师,1
TRAIN_SENT_ID_258163,刘星,夏雪,《 我 有 我 美丽 》 ， 因 不满 穿 校服 ， 刘星 与 夏雪 决定 成立 “ 美丽 二人组 ” 来 展示 他们 的 奇装异服 ， 他们 慷慨激扬 的 行为 愈演愈烈 。,美丽   不满 穿 校服  人物一 人物二 决定 成立  美丽 二人组  展示 奇装异服  慷慨激扬 行为 愈演愈烈,1
TRAIN_SENT_ID_249294,陆无双,程英,"他 的 到来 , 会 给 杨过 、 小龙女 等 人 带来 怎样 的 改变 , 陆无双 、 程英 这些 薄命 红颜 的 命运 是否 会 因 他 而 改变 , 看 下去 就 知道 了 … …",到来  会 杨过  小龙女 带来 改变  人物一  人物二 薄命 红颜 命运 是否 会 改变  下去 知道,1
TRAIN_SENT_ID_284713,刘文步,杨少奎,刘文步 12 岁 拜 杨少奎 为师 ， 15 岁 开始 演出 。,人物一  岁 拜 人物二 为师   岁 演出,-1
TRAIN_SENT_ID_253113,颜回,孔子,例如 在 《 论语 》 中 ， 我们 可以 看到 孔子 对 颜回 叹息 其 “ 勇 ” 不足 ， 不能 及时 批评 老师 的 过错 ； 同时 却 一再 地 批评 子路 勇气 过度 ， 不足取 。,论语  中  看到 人物二 人物一 叹息  勇  不足  不能 及时 批评 老师 过错  一再 批评 子路 勇气 过度  不足取,-1
TRAIN_SENT_ID_252741,颜回,孔子,颜回 也许 受不了 这样 的 辛苦 ， 引出 了 病 ； 而 孔子 身体 很 好 ， 不但 比 颜回 望 得 远 ， 而且 下山 后 也 没什么 不适 。,人物一 也许 受不了 辛苦  引出 病  人物二 身体  人物一 远  下山 没什么 不适,-1
TRAIN_SENT_ID_250417,赵飞燕,赵合德,燕赤凤 野史 : 赵飞燕 做 了 皇后 ， 成帝 对 她 的 宠爱 却 渐渐 衰减 ， 而 其 妹妹 赵合德 则 受到 成帝 的 备加 宠爱 ， 被 封为 昭仪 ， 住 在 昭阳 宫中 。,燕赤凤 野史  人物一 做 皇后  成帝 宠爱 渐渐 衰减  妹妹 人物二 成帝 备加 宠爱  封为 昭仪  住 昭阳 宫中,1
TRAIN_SENT_ID_284904,陆启铿,华罗庚,数学 所 历任 所长 为 ： 华罗庚 、 陆启铿 （ 常务 副所长 ） 、 王元 、 杨乐 、 龙瑞 林 、 李炳仁 （ 代 所长 ） 、 王跃飞 。,数学 历任 所长  人物二  人物一  常务 副所长   王元  杨乐  龙瑞 林  李炳仁  代 所长   王跃飞,-1
TRAIN_SENT_ID_251867,曹薰铉,李昌镐,横纲 李昌镐 ( 韩国 ) 曹薰铉 ( 韩国 ),横纲 人物二  韩国  人物一  韩国,-1
TRAIN_SENT_ID_252402,颜回,孔子,孔子 望见 颜回 攫其 甑 中 而 食 之 。,人物二 望见 人物一 攫其 甑 中 食,-1
TRAIN_SENT_ID_255219,赵海燕,赵本山,2012 年 辽视 春晚 《 相亲 2 》 （ 合作 ： 赵本山 、 赵海燕 、 孙丽荣 ）,年 辽视 春晚  相亲    合作  人物二  人物一  孙丽荣,-1
TRAIN_SENT_ID_250729,鲁西西,皮皮鲁,今天 ， 在 中国 大陆 ， 年轻人 很少 有 不 知道 郑渊洁 笔下 的 皮皮鲁 、 鲁西西 、 舒克和贝塔 的 ， 其 作品 印数 逾 四千 万册 。,今天  中国 大陆  年轻人 很少 知道 郑渊洁 笔下 人物二  人物一  舒克和贝塔  作品 印数 逾 四千 万册,1
TRAIN_SENT_ID_273362,杨锐,张之洞,捷报 传来 ， 杨锐 满怀激情 ， 代 张之洞 草拟 了 《 广 军援 桂奏稿 》 ， 此稿 成为 近代史 上 一篇 重要文献 。,捷报 传来  人物一 满怀激情  代 人物二 草拟  广 军援 桂奏稿   此稿 成为 近代史 一篇 重要文献,-1
TRAIN_SENT_ID_256522,周武,周文,管叔鲜 ： 姬姓 ， 名鲜 ， 周文 王 姬昌 与 太 姒 所生 第三 子 ， 周武 王 姬发 同 母弟 ， 周初 三监 之一 ， 周朝 诸侯国 管国 （ 今 河南 郑州 ） 国君 。,管叔鲜  姬姓  名鲜  人物二 王 姬昌 太 姒 所生 第三 子  人物一 王 姬发 母弟  周初 三监  周朝 诸侯国 管国  河南 郑州  国君,1
TRAIN_SENT_ID_249041,吕洞宾,韩湘子,门徒 有 玄 都 大法师 、 上洞 八仙 （ 吕洞宾 、 何仙姑 、 张果老 、 曹国舅 、 铁拐李 、 汉 钟离 、 蓝采和 、 韩湘子 ） 。,门徒 玄 大法师  上洞 八仙  人物一  何仙姑  张果老  曹国舅  铁拐李  汉 钟离  蓝采和  人物二,-1
TRAIN_SENT_ID_256988,仲由,孔子,孔子 认为 ， 正是 因为 仲由 做到 了 这些 ， 才 使得 “ 民 尽力 ” 、 “ 民不偷 ” 、 “ 民不扰 ” ， 而 国家 富强 ， 这 显然 是 对 仲由 政绩 的 极 高 评价 。,人物二 认为  人物一 做到   民 尽力    民不偷    民不扰   国家 富强  显然 人物一 政绩 极 高 评价,-1
TRAIN_SENT_ID_266179,李昌镐,曹薰铉,曹薰铉 胜 山下敬吾 、 李昌镐 胜 罗洗河 、 刘昌赫 胜 周鹤洋 、 李世石 胜睦镇 硕 ， 这是 世界大赛 史上 第一次 四强 被 一国 棋手 包揽 。,人物二 胜 山下敬吾  人物一 胜 罗洗河  刘昌赫 胜 周鹤洋  李世石 胜睦镇 硕  这是 世界大赛 史上 第一次 四强 一国 棋手 包揽,-1
TRAIN_SENT_ID_283162,常宝霖,常宝堃,常宝霖 个人经历 : 常宝霖 自幼 随父 常连安 、 兄 常宝堃 学艺 。,人物一 个人经历  人物一 自幼 随父 常连安  兄 人物二 学艺,1
TRAIN_SENT_ID_248967,吕洞宾,韩湘子,即汉 钟离 、 张果老 、 韩湘子 、 铁拐李 、 曹国舅 、 吕洞宾 、 蓝采和 及 何仙姑 。,即汉 钟离  张果老  人物二  铁拐李  曹国舅  人物一  蓝采和 何仙姑,-1
TRAIN_SENT_ID_269554,步鹰,燕双鹰,当 燕双鹰 加入 了 中国人民解放军 部队 后 ， 率 部队 攻破 土匪 山寨 时 ， 他 竟然 又 看到 了 师父 步鹰 那张 熟悉 的 面孔 … …,人物二 加入 中国人民解放军 部队  率 部队 攻破 土匪 山寨 时  竟然 看到 师父 人物一 那张 熟悉 面孔,-1
TRAIN_SENT_ID_265403,薛谭,秦青,《 薛谭 学 讴 》 有载 ： “ 薛谭 学 讴于 秦青 ， 未穷 青之技 ， 自谓 尽 之 ， 遂 辞 归 。,人物一 学 讴  有载   人物一 学 讴于 人物二  未穷 青之技  自谓  遂 辞,-1
TRAIN_SENT_ID_264826,陈永奎,陈永燊,周陈淑玲 — — 陈瑞 球 之 女儿 、 陈永奎 及 陈永燊 之妹,周陈淑玲   陈瑞 球 女儿  人物一 人物二 之妹,1
TRAIN_SENT_ID_282998,邱胜扬,姜昆,邱胜扬 邱胜扬 : 新加坡 相声 工作者 ， 姜昆 徒弟 。,人物一 人物一  新加坡 相声 工作者  人物二 徒弟,-1
TRAIN_SENT_ID_264365,曾国潢,曾国藩,曾国藩 同治 二年 九月初 四日 写给 四弟 曾国潢 的 家书,人物二 同治 二年 九月初 四日 写给 四弟 人物一 家书,1
TRAIN_SENT_ID_253826,赵合德,赵飞燕,美轮美奂 两 芙蓉 — — 赵飞燕 赵合德,美轮美奂 两 芙蓉   人物二 人物一,1
TRAIN_SENT_ID_260691,王重阳,全真七子,王重阳 开创 了 道家 全真教 ， 他 的 七大 弟子 被 称为 全真七子 ， 又称 北七真 ， 他们 在 武当山 修炼 多年 。,人物一 开创 道家 全真教  七大 弟子 称为 人物二  又称 北七真  武当山 修炼 多年,-1
