sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_275526,王小虎,赵本山,王小虎 ： （ 朝 赵本山 ） 师傅 ， 太 对不起 了 ， 你 那 忽悠 智商 太低 了 ， 跟 你 也 学不着 啥 玩意儿 ！,人物一   人物二  师傅  太 对不起  忽悠 智商 太低  学不着 玩意儿,-1
TRAIN_SENT_ID_277823,傅清,傅恒,九子 是 ： 长子 广成 ， 次子 傅清 ， 三子 傅宁 ， 四子 傅文 ， 五 子 傅宽 ， 六子 傅新 ， 七子 傅玉 ， 八子 傅谦 ， 九 子 傅恒 。,九子  长子 广成  次子 人物一  三子 傅宁  四子 傅文  五 子 傅宽  六子 傅新  七子 傅玉  八子 傅谦  九 子 人物二,1
TRAIN_SENT_ID_274687,冯国纶,冯国经,经纶 国际 经济 研究院 是 一家 独立 、 非营利 的 智库 ， 由 香港 的 冯 经纶 慈善 基金 出资 ， 以 冯氏兄弟 （ 冯国经 和 冯国纶 ） 命名 的 智库 组织 。,经纶 国际 经济 研究院 一家 独立  非营利 智库  香港 冯 经纶 慈善 基金 出资  冯氏兄弟  人物二 人物一  命名 智库 组织,1
TRAIN_SENT_ID_253877,赵合德,赵飞燕,红颜 祸水 — — 汉成帝 刘骜 皇后 赵飞燕 、 赵合德 姐妹,红颜 祸水   汉成帝 刘骜 皇后 人物二  人物一 姐妹,1
TRAIN_SENT_ID_252936,颜回,孔子,颜回 视 孔子 如父 ， 这 是 他 的 仁德 呵 。,人物一 视 人物二 如父  仁德,-1
TRAIN_SENT_ID_253050,颜回,孔子,颜回 攫食 原文 : 孔子 穷乎 陈蔡 之间 ， 藜 羹 不 斟 ， 七日 不尝粒 。,人物一 攫食 原文  人物二 穷乎 陈蔡 之间  藜 羹 斟  七日 不尝粒,-1
TRAIN_SENT_ID_273682,姜子牙,元始天尊,三清 圣人 共 议定 论 ， 后 元始天尊 赐予 其徒 姜子牙 ， 配合 打神 鞭 借助 人间 商朝 气数 尽 与 周朝 兴旺 的 国运 敕封 八部 三百六十五 位正神 。,三清 圣人 共 议定  人物二 赐予 其徒 人物一  配合 打神 鞭 借助 人间 商朝 气数 周朝 兴旺 国运 敕封 八部 三百六十五 位正神,-1
TRAIN_SENT_ID_273364,杨锐,张之洞,张之洞 派 杨锐 进京 入朝,人物二 派 人物一 进京 入朝,-1
TRAIN_SENT_ID_251914,曹薰铉,李昌镐,双方 阵容 都 异常 鼎盛 ， 韩国队 以 李昌镐 领衔 ， 曹薰铉 、 李世石 、 安祚永 、 金东烨 、 洪性志 为 大将 。,双方 阵容 异常 鼎盛  韩国队 人物二 领衔  人物一  李世石  安祚永  金东烨  洪性志 大将,-1
TRAIN_SENT_ID_260933,杨露禅,陈长兴,于海 老师 饰演 的 陈正英 即 为 杨露禅 的 老师 陈长兴 。,于海 老师 饰演 陈正英 人物一 老师 人物二,-1
TRAIN_SENT_ID_255294,卫夫人,王羲之,王羲之 《 题 卫夫人 ( 笔阵 图 ) 后 》,人物二  题 人物一  笔阵 图,-1
TRAIN_SENT_ID_276530,陈青云,陈青莲,陈青云 剧情简介 : 乾隆皇帝 微服 出巡 路过 十 全县 ， 在 荷花 塘 邂逅 陈青莲 ， 生下 一子 陈文杰 。,人物一 剧情简介  乾隆皇帝 微服 出巡 路过 十 全县  荷花 塘 邂逅 人物二  生下 一子 陈文杰,1
TRAIN_SENT_ID_277738,王银钏,王宝钏,王 金钏 角色 资料 : 相府 大 小姐 ， 苏龙 妻子 ， 王宝钏 和 王银钏 的 大姐 。,王 金钏 角色 资料  相府 小姐  苏龙 妻子  人物二 人物一 大姐,1
TRAIN_SENT_ID_264530,岳云鹏,郭德纲,2 ： 《 返场 》 郭德纲 于谦 岳云鹏,返场  人物二 于谦 人物一,-1
TRAIN_SENT_ID_255387,罗成,秦琼,其 讲述 了 北平 王之子 罗成 为 伸张正义 ， 率 罗家 军 与 秦琼 、 程咬金 等 聚义 瓦岗寨 。,讲述 北平 王之子 人物一 伸张正义  率 罗家 军 人物二  程咬金 聚义 瓦岗寨,1
TRAIN_SENT_ID_270569,全真七子,王重阳,王重阳 与 全真七子,人物二 人物一,-1
TRAIN_SENT_ID_255466,罗成,秦琼,十二 根大 木柱 设门 六扇 三道 ， 门上 画有 秦琼 、 尉迟恭 、 杨林 罗成 、 程咬金 、 单雄信 六尊 像 为 三 对 门神 。,十二 根大 木柱 设门 六扇 三道  门上 画有 人物二  尉迟恭  杨林 人物一  程咬金  单雄信 六尊 三 门神,1
TRAIN_SENT_ID_275822,程万牛,程铁牛,左车轮 缠斗 罗通 ， 碧海 丹心 佛战住 秦 秦怀玉 ， 董魁 战住 程铁牛 、 程万牛 。,左车轮 缠斗 罗通  碧海 丹心 佛战住 秦 秦怀玉  董魁 战住 人物二  人物一,1
TRAIN_SENT_ID_268932,韩非,荀子,韩非 的 老师 荀子 ， 讲究 “ 尊王 ” ， 倒 也 是 特别强调 要 突出 领导 权威 的 。,人物一 老师 人物二  讲究  尊王   倒 特别强调 突出 领导 权威,-1
TRAIN_SENT_ID_257816,林平之,岳不群,★ 东方不败 、 林平之 、 岳不群 手挽手 含泪 吐血 推荐 ：,★ 东方不败  人物一  人物二 手挽手 含泪 吐血 推荐,-1
TRAIN_SENT_ID_266001,王恬,王洽,王恬 王悦 王洽 王协 王劭 王荟,人物一 王悦 人物二 王协 王劭 王荟,1
TRAIN_SENT_ID_252745,颜回,孔子,孔子 为什么 不 选择 颜回,人物二 选择 人物一,-1
TRAIN_SENT_ID_273138,包道乙,郑彪,双魔 · 郑彪 包道乙 3 / 3 将 江南 方腊 / 155,双魔  人物二 人物一    江南 方腊,-1
TRAIN_SENT_ID_268827,洪凌波,李莫愁,曾经 争斗 过 的 人 ： 李莫愁 ， 洪凌波 ， 公孙止 ， 耶律齐 ， 耶律燕 ， 蒙古 兵 等 。,曾经 争斗  人物二  人物一  公孙止  耶律齐  耶律燕  蒙古 兵,-1
TRAIN_SENT_ID_249203,皮皮鲁,鲁西西,因为 他 的 《 舒克和贝塔 》 、 《 皮皮鲁 和 鲁西西 》 动画 都 是 当之无愧 的 NUMONE ！,舒克和贝塔    人物一 人物二  动画 当之无愧,1
TRAIN_SENT_ID_249011,吕洞宾,韩湘子,52 、 白蛇 吐信 53 、 （ 韩湘子 ） 勒马 横笛 54 、 （ 吕洞宾 ） 提杯 敬酒,白蛇 吐信    人物二  勒马 横笛    人物一  提杯 敬酒,-1
TRAIN_SENT_ID_252789,颜回,孔子,儒家 四圣 ： 至圣 孔子 ， 复圣 颜回 ， 宗圣曾子 ， 亚圣孟子 ；,儒家 四圣  至圣 人物二  复圣 人物一  宗圣曾子  亚圣孟子,-1
TRAIN_SENT_ID_276947,樊迟,孔子,孔子 批评 樊迟 一 心想 学 农业知识 ， “ 小人 哉 ！ ”,人物二 批评 人物一 心想 学 农业知识   小人,-1
TRAIN_SENT_ID_267153,靳月光,靳月华,为了 当官 ， 他 设法 将 自己 的 两个 女儿 靳月光 和 靳月华 ， 嫁给 了 皇帝 刘聪 。,当官  设法 两个 女儿 人物一 人物二  嫁给 皇帝 刘聪,1
TRAIN_SENT_ID_264542,岳云鹏,郭德纲,郭德纲 ― ― 何云伟 、 曹云 金 、 岳云鹏 、 孔云龙 、 朱云峰 、 栾云平 、 李云杰 、 刘云天,人物二 ― ― 何云伟  曹云 金  人物一  孔云龙  朱云峰  栾云平  李云杰  刘云天,-1
TRAIN_SENT_ID_263355,蔡夫人,蔡瑁,刘表 死后 被 蔡夫人 、 蔡瑁 立 为 荆州 之主 ， 并 投降 南下 的 曹操 。,刘表 死后 人物一  人物二 立 荆州 之主  投降 南下 曹操,1
TRAIN_SENT_ID_250645,鲁西西,皮皮鲁,并且 ， 红 沙发 音乐 城帮 他们 谱写 了 课本 的 背景音乐 ， 皮皮鲁 成绩 飞速上升 ， 鲁西西 更是 锦上添花 ；,红 沙发 音乐 城帮 谱写 课本 背景音乐  人物二 成绩 飞速上升  人物一 更是 锦上添花,1
TRAIN_SENT_ID_276238,张阿生,郭靖,1211 哲别 跟随 成吉思汗 ， 郭靖 、 拖雷 结拜 安达 ， 陈玄风 、 张阿生 卒 。,哲别 跟随 成吉思汗  人物二  拖雷 结拜 安达  陈玄风  人物一 卒,-1
TRAIN_SENT_ID_249298,陆无双,程英,洪凌波 得到 了 李莫愁 的 真传 ， 武艺 不 弱 ， 在 程英 、 陆无双 姊妹 之上 。,洪凌波 得到 李莫愁 真传  武艺 弱  人物二  人物一 姊妹 之上,1
TRAIN_SENT_ID_268885,司徒静,司徒剑南,司徒剑南 与 文蔷 死里逃生 ， 再度 见面 ， 二人 的 感情 使 司徒静 感慨 良多 。,人物二 文蔷 死里逃生  再度 见面  二人 感情 人物一 感慨 良多,1
TRAIN_SENT_ID_261696,程英,陆无双,他 不想 改变 什么 ， 然而 就是 因为 他 ， 南帝 变 了 ， 东邪 变 了 ， 郭靖 变 了 ， 黄蓉变 了 ， 杨过 变 了 ， 小龙女 变 了 ， 程英 变 了 ， 陆无双 变 了 … …,不想 改变   南帝 变  东邪 变  郭靖 变  黄蓉变  杨过 变  小龙女 变  人物一 变  人物二 变,1
TRAIN_SENT_ID_277315,刘至翰,刘致妤,一袋 女王 20101203 : 刘至翰 、 刘致妤 兄妹 大 爆料,一袋 女王   人物一  人物二 兄妹 爆料,1
TRAIN_SENT_ID_253144,颜回,孔子,列子 · 仲尼 篇 第四 部分 : 列子 · 仲尼 篇 原文 : 子夏问 孔子 曰 ： “ 颜回 ① 之为 人 奚若 ？ ”,列子  仲尼 篇 第四 部分  列子  仲尼 篇 原文  子夏问 人物二 曰   人物一 ① 之为 奚若,-1
TRAIN_SENT_ID_276220,姜丽文,姜文杰,姜丽文 姜文杰 秦沛,人物一 人物二 秦沛,1
TRAIN_SENT_ID_275274,汤潮,赵本山,其中 ， 汤潮 与 小 沈阳 、 沈春阳 、 丫蛋 、 王金龙 等 打造 音乐 小品 《 真的 想 回家 》 惹 观众 洒泪 ， 值得一提的是 ， 该 作品 由 赵本山 亲自 把关 。,人物一 沈阳  沈春阳  丫蛋  王金龙 打造 音乐 小品  真的 想 回家  惹 观众 洒泪  值得一提的是  作品 人物二 亲自 把关,-1
TRAIN_SENT_ID_276920,樊迟,孔子,樊迟 向 孔子 请教 如何 种 庄稼 。,人物一 人物二 请教 种 庄稼,-1
TRAIN_SENT_ID_252425,颜回,孔子,正中 为 大成 至圣先师 孔子 ， 左为 复圣 颜回 ， 述 圣 孔伋 ， 右为 宗圣 曾 参 ， 亚圣 孟轲 。,正中 大成 至圣先师 人物二  左为 复圣 人物一  述 圣 孔伋  右为 宗圣 参  亚圣 孟轲,-1
TRAIN_SENT_ID_250697,鲁西西,皮皮鲁,皮皮鲁 和 鲁西西 演唱者 ：,人物二 人物一 演唱者,1
TRAIN_SENT_ID_268467,单联全,冯一非,《 我 的 丑娘 》 是 由 单联全 编剧 执导 的 26 集 都市生活 电视剧 ， 该剧 由 张少华 、 江宏恩 、 侯天来 、 冯一非 等 主演 。,丑娘  人物一 编剧 执导  集 都市生活 电视剧  该剧 张少华  江宏恩  侯天来  人物二 主演,-1
TRAIN_SENT_ID_267151,靳月光,靳月华,靳月华 和 姐姐 靳月光 ， 都 有 沉鱼落雁 的 美貌 ， 史 称为 她俩 “ 皆 国色 也 ” 。,人物二 姐姐 人物一  沉鱼落雁 美貌  史 称为 她俩  皆 国色,1
TRAIN_SENT_ID_271540,应天文,韩慕侠,韩慕侠 学拳 于 应天文 ， 同是 毕澄霞 门下 ， 两人 相互 印证 ， 认可 双方 皆 属 同门 ， 于是 自称为 广华派 八卦掌 。,人物二 学拳 人物一  同是 毕澄霞 门下  两人 相互 印证  认可 双方 皆 属 同门  自称为 广华派 八卦掌,-1
TRAIN_SENT_ID_257236,艾欧里亚,艾俄洛斯,于是 ， 她 亲自 来到 艾欧里亚 岛 ， 命令 艾俄洛斯 放出 诸风 ， 使 埃涅阿斯 的 船队 彻底 倾覆 。,亲自 来到 人物一 岛  命令 人物二 放出 诸风  埃涅阿斯 船队 彻底 倾覆,1
TRAIN_SENT_ID_263394,武修文,武敦儒,郭靖 黄蓉 更是 把 武敦儒 、 武修文 在 郭 芙 面前 缺失 男人 血性 的 表现 看作 是 对 自己 宝贝女儿 的 疼爱 。,郭靖 黄蓉 更是 人物二  人物一 郭 芙 面前 缺失 男人 血性 表现 看作 宝贝女儿 疼爱,1
TRAIN_SENT_ID_269009,李如柏,李如松,李如松 、 李如柏 、 李如桢 、 李如樟 、 李如梅 都 是 总兵 官 ， 李如梓 、 李如 梧 、 李如桂 、 李如 楠亦官 至 参将 。,人物二  人物一  李如桢  李如樟  李如梅 总兵 官  李如梓  李如 梧  李如桂  李如 楠亦官 参将,1
TRAIN_SENT_ID_259947,周志文,周志康,"（ TVB 电视节目 ） : 《 西湖 》 是 周志文 , 周志康 主持 的 TVB 电视节目",电视节目    西湖  人物一  人物二 主持  电视节目,1
